dset,dp_importance,co_ratio,best
income,0.0,0.7000000000000001,0.1574275974325113
income,0.0,0.8,0.1548478240840267
income,0.0,0.9,0.1574275974325113
income,0.0,0.0,0.1604066214182609
income,0.0,0.1,0.1615736617425755
income,0.0,0.2,0.1559227296458953
income,0.0,0.30000000000000004,0.1576425785448847
income,0.0,0.4,0.1574275974325113
income,0.0,0.5,0.1548478240840267
income,0.0,0.6000000000000001,0.1548478240840267
income,0.0,0.7000000000000001,0.1548478240840267
income,0.0,0.8,0.1548478240840267
income,0.0,0.9,0.1548478240840267
income,0.0,0.0,0.1575811553699211
income,0.0,0.1,0.1592702926814286
income,0.0,0.2,0.1548478240840267
income,0.0,0.30000000000000004,0.1548478240840267
income,0.0,0.4,0.1574275974325113
income,0.0,0.5,0.1548478240840267
income,0.0,0.6000000000000001,0.1559227296458953
income,0.0,0.7000000000000001,0.1548478240840267
income,0.0,0.8,0.1548478240840267
income,0.0,0.9,0.1548478240840267
income,0.0,0.0,0.1578268480697767
income,0.0,0.1,0.1604066214182609
income,0.0,0.2,0.1559227296458953
income,0.0,0.30000000000000004,0.1556463253585576
income,0.0,0.4,0.1575811553699211
income,0.0,0.5,0.1548478240840267
income,0.0,0.6000000000000001,0.1571511931451735
income,0.0,0.7000000000000001,0.1594545622063206
income,0.0,0.8,0.1548478240840267
income,0.0,0.9,0.1548478240840267
income,0.0,0.0,0.1597616780811399
income,0.0,0.1,0.1559227296458953
income,0.0,0.2,0.1571511931451735
income,0.0,0.30000000000000004,0.1556463253585576
income,0.0,0.4,0.1556463253585576
income,0.0,0.5,0.1571511931451735
income,0.0,0.6000000000000001,0.1559227296458953
income,0.0,0.7000000000000001,0.1548478240840267
income,0.0,0.8,0.1548478240840267
income,0.0,0.9,0.1548478240840267
income,0.1,0.0,0.16069281785474396
income,0.1,0.1,0.1604997309619848
income,0.1,0.2,0.15816346262517617
income,0.1,0.30000000000000004,0.15991490483579124
income,0.1,0.4,0.15762643433133197
income,0.1,0.5,0.15762643433133197
income,0.1,0.6000000000000001,0.15991490483579124
income,0.1,0.7000000000000001,0.15816346262517617
income,0.1,0.8,0.15865841599312366
income,0.1,0.9,0.15816346262517617
income,0.1,0.0,0.16347768323592132
income,0.1,0.1,0.161216532940659
income,0.1,0.2,0.15762643433133197
income,0.1,0.30000000000000004,0.15816346262517617
income,0.1,0.4,0.15762643433133197
income,0.1,0.5,0.15991490483579124
income,0.1,0.6000000000000001,0.15762643433133197
income,0.1,0.7000000000000001,0.16069281785474396
income,0.1,0.8,0.15816346262517617
income,0.1,0.9,0.15816346262517617
income,0.1,0.0,0.161216532940659
income,0.1,0.1,0.15816346262517617
income,0.1,0.2,0.15762643433133197
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.5,0.15991490483579124
income,0.1,0.6000000000000001,0.15762643433133197
income,0.1,0.7000000000000001,0.15762643433133197
income,0.1,0.8,0.15762643433133197
income,0.1,0.9,0.15762643433133197
income,0.1,0.0,0.15816346262517617
income,0.1,0.1,0.15816346262517617
income,0.1,0.2,0.15762643433133197
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.5,0.15762643433133197
income,0.1,0.6000000000000001,0.16069281785474396
income,0.1,0.7000000000000001,0.15762643433133197
income,0.1,0.8,0.15762643433133197
income,0.1,0.9,0.15991490483579124
income,0.1,0.0,0.15816346262517617
income,0.1,0.1,0.1629069585104232
income,0.1,0.2,0.15762643433133197
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.4,0.15816346262517617
income,0.1,0.5,0.15762643433133197
income,0.1,0.6000000000000001,0.15762643433133197
income,0.1,0.7000000000000001,0.15762643433133197
income,0.1,0.8,0.15762643433133197
income,0.1,0.9,0.15762643433133197
income,0.1,0.0,0.1607013664004337
income,0.1,0.1,0.1604997309619848
income,0.1,0.2,0.15991490483579124
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.5,0.15762643433133197
income,0.1,0.6000000000000001,0.15762643433133197
income,0.1,0.7000000000000001,0.15762643433133197
income,0.1,0.8,0.15816346262517617
income,0.1,0.9,0.15762643433133197
income,0.1,0.0,0.16272039990182172
income,0.1,0.1,0.16272039990182172
income,0.1,0.2,0.15816346262517617
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.4,0.15816346262517617
income,0.1,0.5,0.15762643433133197
income,0.1,0.6000000000000001,0.15762643433133197
income,0.1,0.7000000000000001,0.15816346262517617
income,0.1,0.8,0.16234284789958808
income,0.1,0.9,0.15762643433133197
income,0.1,0.0,0.16080871010780123
income,0.1,0.1,0.15991490483579124
income,0.1,0.2,0.15762643433133197
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.5,0.15762643433133197
income,0.1,0.6000000000000001,0.15762643433133197
income,0.1,0.7000000000000001,0.15762643433133197
income,0.1,0.8,0.15762643433133197
income,0.1,0.9,0.15762643433133197
income,0.1,0.0,0.1607013664004337
income,0.1,0.1,0.16033837198394285
income,0.1,0.2,0.15762643433133197
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.5,0.15991490483579124
income,0.1,0.6000000000000001,0.15762643433133197
income,0.1,0.7000000000000001,0.15762643433133197
income,0.1,0.8,0.15991490483579124
income,0.1,0.9,0.15762643433133197
income,0.1,0.0,0.16033837198394285
income,0.1,0.1,0.15865841599312366
income,0.1,0.2,0.15816346262517617
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.5,0.15991490483579124
income,0.1,0.6000000000000001,0.15762643433133197
income,0.1,0.7000000000000001,0.15762643433133197
income,0.1,0.8,0.15762643433133197
income,0.1,0.9,0.15762643433133197
income,0.1,0.0,0.15762643433133197
income,0.1,0.1,0.16042588253127346
income,0.1,0.2,0.15762643433133197
income,0.1,0.30000000000000004,0.15991490483579124
income,0.1,0.4,0.16069281785474396
income,0.1,0.5,0.15762643433133197
income,0.1,0.6000000000000001,0.15762643433133197
income,0.1,0.7000000000000001,0.15762643433133197
income,0.1,0.8,0.15762643433133197
income,0.1,0.9,0.15762643433133197
income,0.1,0.0,0.15991490483579124
income,0.1,0.1,0.15991490483579124
income,0.1,0.2,0.15762643433133197
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.5,0.15816346262517617
income,0.1,0.6000000000000001,0.15762643433133197
income,0.1,0.7000000000000001,0.15762643433133197
income,0.1,0.8,0.15762643433133197
income,0.1,0.9,0.15816346262517617
income,0.1,0.0,0.1604997309619848
income,0.1,0.1,0.16333916972560542
income,0.1,0.2,0.15762643433133197
income,0.1,0.30000000000000004,0.16069281785474396
income,0.1,0.4,0.16069281785474396
income,0.1,0.5,0.15816346262517617
income,0.1,0.6000000000000001,0.15762643433133197
income,0.1,0.7000000000000001,0.15762643433133197
income,0.1,0.8,0.15762643433133197
income,0.1,0.9,0.15816346262517617
income,0.1,0.0,0.15991490483579124
income,0.1,0.1,0.15991490483579124
income,0.1,0.2,0.15816346262517617
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.5,0.15762643433133197
income,0.1,0.6000000000000001,0.16069281785474396
income,0.1,0.7000000000000001,0.15762643433133197
income,0.1,0.8,0.15762643433133197
income,0.1,0.9,0.15762643433133197
income,0.1,0.0,0.15762643433133197
income,0.1,0.1,0.15816346262517617
income,0.1,0.2,0.15816346262517617
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.5,0.15762643433133197
income,0.1,0.6000000000000001,0.15762643433133197
income,0.1,0.7000000000000001,0.15762643433133197
income,0.1,0.8,0.15762643433133197
income,0.1,0.9,0.15762643433133197
income,0.1,0.0,0.16164575651323826
income,0.1,0.1,0.1604997309619848
income,0.1,0.2,0.15762643433133197
income,0.1,0.30000000000000004,0.15991490483579124
income,0.1,0.4,0.15762643433133197
income,0.1,0.5,0.15762643433133197
income,0.1,0.6000000000000001,0.15762643433133197
income,0.1,0.7000000000000001,0.15762643433133197
income,0.1,0.8,0.15762643433133197
income,0.1,0.9,0.15762643433133197
income,0.1,0.0,0.15865841599312366
income,0.1,0.1,0.16293895783526885
income,0.1,0.2,0.15865841599312366
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.5,0.15762643433133197
income,0.1,0.6000000000000001,0.16069281785474396
income,0.1,0.7000000000000001,0.15762643433133197
income,0.1,0.8,0.15762643433133197
income,0.1,0.9,0.15816346262517617
income,0.1,0.0,0.15816346262517617
income,0.1,0.1,0.15816346262517617
income,0.1,0.2,0.15865841599312366
income,0.1,0.30000000000000004,0.15991490483579124
income,0.1,0.4,0.15762643433133197
income,0.1,0.5,0.15762643433133197
income,0.1,0.6000000000000001,0.15762643433133197
income,0.1,0.7000000000000001,0.15762643433133197
income,0.1,0.8,0.15762643433133197
income,0.1,0.9,0.15762643433133197
income,0.1,0.0,0.15762643433133197
income,0.1,0.1,0.15816346262517617
income,0.1,0.2,0.15991490483579124
income,0.1,0.30000000000000004,0.15816346262517617
income,0.1,0.4,0.15762643433133197
income,0.1,0.5,0.15762643433133197
income,0.1,0.6000000000000001,0.15816346262517617
income,0.1,0.7000000000000001,0.15762643433133197
income,0.1,0.8,0.15762643433133197
income,0.1,0.9,0.15762643433133197
income,0.1,0.0,0.15762643433133197
income,0.1,0.1,0.1637493950097865
income,0.1,0.2,0.1604997309619848
income,0.1,0.30000000000000004,0.15991490483579124
income,0.1,0.4,0.15762643433133197
income,0.1,0.5,0.15865841599312366
income,0.1,0.6000000000000001,0.15762643433133197
income,0.1,0.7000000000000001,0.16069281785474396
income,0.1,0.8,0.16069281785474396
income,0.1,0.9,0.15762643433133197
income,0.2,0.0,0.1659319680645061
income,0.2,0.1,0.16139410234035206
income,0.2,0.2,0.16040504457863725
income,0.2,0.30000000000000004,0.16139410234035206
income,0.2,0.4,0.16297850367499742
income,0.2,0.5,0.16264784097512872
income,0.2,0.6000000000000001,0.1629843679702168
income,0.2,0.7000000000000001,0.1606805998917947
income,0.2,0.8,0.16267861652640903
income,0.2,0.9,0.16040504457863725
income,0.2,0.0,0.1638044803395668
income,0.2,0.1,0.16311408545842754
income,0.2,0.2,0.1606805998917947
income,0.2,0.30000000000000004,0.16139410234035206
income,0.2,0.4,0.16040504457863725
income,0.2,0.5,0.1606805998917947
income,0.2,0.6000000000000001,0.16040504457863725
income,0.2,0.7000000000000001,0.16040504457863725
income,0.2,0.8,0.16040504457863725
income,0.2,0.9,0.16040504457863725
income,0.2,0.0,0.16264784097512872
income,0.2,0.1,0.16267861652640903
income,0.2,0.2,0.16040504457863725
income,0.2,0.30000000000000004,0.16311408545842754
income,0.2,0.4,0.16040504457863725
income,0.2,0.5,0.16040504457863725
income,0.2,0.6000000000000001,0.16040504457863725
income,0.2,0.7000000000000001,0.16264784097512872
income,0.2,0.8,0.16264784097512872
income,0.2,0.9,0.16040504457863725
income,0.2,0.0,0.16317261385419293
income,0.2,0.1,0.16720450825102848
income,0.2,0.2,0.16040504457863725
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.4,0.16040504457863725
income,0.2,0.5,0.16040504457863725
income,0.2,0.6000000000000001,0.16267861652640903
income,0.2,0.7000000000000001,0.16040504457863725
income,0.2,0.8,0.1629843679702168
income,0.2,0.9,0.16040504457863725
income,0.2,0.0,0.16139410234035206
income,0.2,0.1,0.1684240925226001
income,0.2,0.2,0.16267861652640903
income,0.2,0.30000000000000004,0.16264784097512872
income,0.2,0.4,0.1606805998917947
income,0.2,0.5,0.16040504457863725
income,0.2,0.6000000000000001,0.16303416542300098
income,0.2,0.7000000000000001,0.16040504457863725
income,0.2,0.8,0.16040504457863725
income,0.2,0.9,0.16040504457863725
income,0.2,0.0,0.16264784097512872
income,0.2,0.1,0.16267861652640903
income,0.2,0.2,0.1631170517552159
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.4,0.16717207625415037
income,0.2,0.5,0.16040504457863725
income,0.2,0.6000000000000001,0.1606805998917947
income,0.2,0.7000000000000001,0.16040504457863725
income,0.2,0.8,0.16040504457863725
income,0.2,0.9,0.16139410234035206
income,0.2,0.0,0.16264784097512872
income,0.2,0.1,0.16264784097512872
income,0.2,0.2,0.16040504457863725
income,0.2,0.30000000000000004,0.16139410234035206
income,0.2,0.4,0.16040504457863725
income,0.2,0.5,0.1606805998917947
income,0.2,0.6000000000000001,0.16040504457863725
income,0.2,0.7000000000000001,0.16264784097512872
income,0.2,0.8,0.16040504457863725
income,0.2,0.9,0.16040504457863725
income,0.2,0.0,0.1651277097712191
income,0.2,0.1,0.1651277097712191
income,0.2,0.2,0.16267861652640903
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.4,0.1639748416707177
income,0.2,0.5,0.16040504457863725
income,0.2,0.6000000000000001,0.16267861652640903
income,0.2,0.7000000000000001,0.16040504457863725
income,0.2,0.8,0.16040504457863725
income,0.2,0.9,0.16040504457863725
income,0.2,0.0,0.16040504457863725
income,0.2,0.1,0.16040504457863725
income,0.2,0.2,0.16040504457863725
income,0.2,0.30000000000000004,0.16267861652640903
income,0.2,0.4,0.16040504457863725
income,0.2,0.5,0.16040504457863725
income,0.2,0.6000000000000001,0.16040504457863725
income,0.2,0.7000000000000001,0.16040504457863725
income,0.2,0.8,0.16264784097512872
income,0.2,0.9,0.16264784097512872
income,0.2,0.0,0.1606805998917947
income,0.2,0.1,0.1631170517552159
income,0.2,0.2,0.16040504457863725
income,0.2,0.30000000000000004,0.1629843679702168
income,0.2,0.4,0.16040504457863725
income,0.2,0.5,0.16040504457863725
income,0.2,0.6000000000000001,0.16297850367499742
income,0.2,0.7000000000000001,0.16040504457863725
income,0.2,0.8,0.16040504457863725
income,0.2,0.9,0.1606805998917947
income,0.2,0.0,0.16267861652640903
income,0.2,0.1,0.16716836630271398
income,0.2,0.2,0.16267861652640903
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.4,0.16303416542300098
income,0.2,0.5,0.16264784097512872
income,0.2,0.6000000000000001,0.16040504457863725
income,0.2,0.7000000000000001,0.16040504457863725
income,0.2,0.8,0.16040504457863725
income,0.2,0.9,0.16040504457863725
income,0.2,0.0,0.16267861652640903
income,0.2,0.1,0.16280199197826825
income,0.2,0.2,0.1606805998917947
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.4,0.1606805998917947
income,0.2,0.5,0.16040504457863725
income,0.2,0.6000000000000001,0.16040504457863725
income,0.2,0.7000000000000001,0.16264784097512872
income,0.2,0.8,0.16040504457863725
income,0.2,0.9,0.16040504457863725
income,0.2,0.0,0.16311408545842754
income,0.2,0.1,0.16267861652640903
income,0.2,0.2,0.16040504457863725
income,0.2,0.30000000000000004,0.16317261385419293
income,0.2,0.4,0.16040504457863725
income,0.2,0.5,0.16040504457863725
income,0.2,0.6000000000000001,0.16040504457863725
income,0.2,0.7000000000000001,0.16040504457863725
income,0.2,0.8,0.16040504457863725
income,0.2,0.9,0.16040504457863725
income,0.2,0.0,0.16267861652640903
income,0.2,0.1,0.1640206959984778
income,0.2,0.2,0.16139410234035206
income,0.2,0.30000000000000004,0.16297850367499742
income,0.2,0.4,0.16040504457863725
income,0.2,0.5,0.16040504457863725
income,0.2,0.6000000000000001,0.16040504457863725
income,0.2,0.7000000000000001,0.16040504457863725
income,0.2,0.8,0.16040504457863725
income,0.2,0.9,0.16040504457863725
income,0.2,0.0,0.16280199197826825
income,0.2,0.1,0.1631170517552159
income,0.2,0.2,0.16040504457863725
income,0.2,0.30000000000000004,0.16267861652640903
income,0.2,0.4,0.16040504457863725
income,0.2,0.5,0.16040504457863725
income,0.2,0.6000000000000001,0.16040504457863725
income,0.2,0.7000000000000001,0.16040504457863725
income,0.2,0.8,0.16040504457863725
income,0.2,0.9,0.16040504457863725
income,0.2,0.0,0.1606805998917947
income,0.2,0.1,0.16267861652640903
income,0.2,0.2,0.16040504457863725
income,0.2,0.30000000000000004,0.16139410234035206
income,0.2,0.4,0.16040504457863725
income,0.2,0.5,0.16040504457863725
income,0.2,0.6000000000000001,0.16139410234035206
income,0.2,0.7000000000000001,0.16040504457863725
income,0.2,0.8,0.16040504457863725
income,0.2,0.9,0.16267861652640903
income,0.2,0.0,0.1606805998917947
income,0.2,0.1,0.1638044803395668
income,0.2,0.2,0.16040504457863725
income,0.2,0.30000000000000004,0.16280199197826825
income,0.2,0.4,0.16267861652640903
income,0.2,0.5,0.16040504457863725
income,0.2,0.6000000000000001,0.16040504457863725
income,0.2,0.7000000000000001,0.16040504457863725
income,0.2,0.8,0.16040504457863725
income,0.2,0.9,0.16139410234035206
income,0.2,0.0,0.16297850367499742
income,0.2,0.1,0.16280199197826825
income,0.2,0.2,0.16267861652640903
income,0.2,0.30000000000000004,0.16139410234035206
income,0.2,0.4,0.16267861652640903
income,0.2,0.5,0.1606805998917947
income,0.2,0.6000000000000001,0.16264784097512872
income,0.2,0.7000000000000001,0.16264784097512872
income,0.2,0.8,0.16040504457863725
income,0.2,0.9,0.1606805998917947
income,0.2,0.0,0.16267861652640903
income,0.2,0.1,0.1606805998917947
income,0.2,0.2,0.16267861652640903
income,0.2,0.30000000000000004,0.1606805998917947
income,0.2,0.4,0.1606805998917947
income,0.2,0.5,0.16040504457863725
income,0.2,0.6000000000000001,0.16040504457863725
income,0.2,0.7000000000000001,0.16040504457863725
income,0.2,0.8,0.16267861652640903
income,0.2,0.9,0.16040504457863725
income,0.2,0.0,0.16264784097512872
income,0.2,0.1,0.16267861652640903
income,0.2,0.2,0.16040504457863725
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.4,0.16264784097512872
income,0.2,0.5,0.16040504457863725
income,0.2,0.6000000000000001,0.16040504457863725
income,0.2,0.7000000000000001,0.16264784097512872
income,0.2,0.8,0.1606805998917947
income,0.2,0.9,0.16040504457863725
income,0.30000000000000004,0.0,0.1566024109220614
income,0.30000000000000004,0.1,0.1657884157402349
income,0.30000000000000004,0.2,0.15176913499486577
income,0.30000000000000004,0.30000000000000004,0.16318365482594255
income,0.30000000000000004,0.4,0.16319773715841324
income,0.30000000000000004,0.5,0.15243801118693898
income,0.30000000000000004,0.6000000000000001,0.15176913499486577
income,0.30000000000000004,0.7000000000000001,0.16318365482594255
income,0.30000000000000004,0.8,0.15176913499486577
income,0.30000000000000004,0.9,0.16318365482594255
income,0.30000000000000004,0.0,0.16318365482594255
income,0.30000000000000004,0.1,0.16541391337743494
income,0.30000000000000004,0.2,0.15176913499486577
income,0.30000000000000004,0.30000000000000004,0.15176913499486577
income,0.30000000000000004,0.4,0.16429061646151163
income,0.30000000000000004,0.5,0.15176913499486577
income,0.30000000000000004,0.6000000000000001,0.15243801118693898
income,0.30000000000000004,0.7000000000000001,0.16318365482594255
income,0.30000000000000004,0.8,0.15176913499486577
income,0.30000000000000004,0.9,0.16318365482594255
income,0.30000000000000004,0.0,0.15176913499486577
income,0.30000000000000004,0.1,0.1566024109220614
income,0.30000000000000004,0.2,0.15243801118693898
income,0.30000000000000004,0.30000000000000004,0.15176913499486577
income,0.30000000000000004,0.4,0.16318365482594255
income,0.30000000000000004,0.5,0.15176913499486577
income,0.30000000000000004,0.6000000000000001,0.16319773715841324
income,0.30000000000000004,0.7000000000000001,0.15176913499486577
income,0.30000000000000004,0.8,0.16318365482594255
income,0.30000000000000004,0.9,0.15176913499486577
income,0.30000000000000004,0.0,0.15243801118693898
income,0.30000000000000004,0.1,0.16532099209513387
income,0.30000000000000004,0.2,0.16318365482594255
income,0.30000000000000004,0.30000000000000004,0.1635688254349299
income,0.30000000000000004,0.4,0.16420705876027686
income,0.30000000000000004,0.5,0.16544232821702676
income,0.30000000000000004,0.6000000000000001,0.16318365482594255
income,0.30000000000000004,0.7000000000000001,0.15176913499486577
income,0.30000000000000004,0.8,0.16318365482594255
income,0.30000000000000004,0.9,0.15176913499486577
income,0.30000000000000004,0.0,0.1635688254349299
income,0.30000000000000004,0.1,0.15176913499486577
income,0.30000000000000004,0.2,0.16420705876027686
income,0.30000000000000004,0.30000000000000004,0.15176913499486577
income,0.30000000000000004,0.4,0.15176913499486577
income,0.30000000000000004,0.5,0.16318365482594255
income,0.30000000000000004,0.6000000000000001,0.15176913499486577
income,0.30000000000000004,0.7000000000000001,0.16318365482594255
income,0.30000000000000004,0.8,0.16318365482594255
income,0.30000000000000004,0.9,0.15176913499486577
income,0.30000000000000004,0.0,0.16856669021221685
income,0.30000000000000004,0.1,0.16318365482594255
income,0.30000000000000004,0.2,0.16580822097915834
income,0.30000000000000004,0.30000000000000004,0.15176913499486577
income,0.30000000000000004,0.4,0.16318365482594255
income,0.30000000000000004,0.5,0.15176913499486577
income,0.30000000000000004,0.6000000000000001,0.15176913499486577
income,0.30000000000000004,0.7000000000000001,0.16420705876027686
income,0.30000000000000004,0.8,0.15243801118693898
income,0.30000000000000004,0.9,0.15176913499486577
income,0.30000000000000004,0.0,0.1635688254349299
income,0.30000000000000004,0.1,0.15650370956543005
income,0.30000000000000004,0.2,0.16429061646151163
income,0.30000000000000004,0.30000000000000004,0.15176913499486577
income,0.30000000000000004,0.4,0.16318365482594255
