dset,dp_importance,mut_ratio,best
income,0.0,0.0,0.1575811553699211
income,0.0,0.05,0.1548478240840267
income,0.0,0.1,0.1574275974325113
income,0.0,0.15000000000000002,0.1548478240840267
income,0.0,0.2,0.1548478240840267
income,0.0,0.25,0.1548478240840267
income,0.0,0.30000000000000004,0.1548478240840267
income,0.0,0.35000000000000003,0.1571511931451735
income,0.0,0.4,0.1548478240840267
income,0.0,0.45,0.1556463253585576
income,0.0,0.5,0.1548478240840267
income,0.0,0.0,0.1548478240840267
income,0.0,0.05,0.1571511931451735
income,0.0,0.1,0.1556463253585576
income,0.0,0.15000000000000002,0.1556463253585576
income,0.0,0.2,0.1548478240840267
income,0.0,0.25,0.1571511931451735
income,0.0,0.30000000000000004,0.1548478240840267
income,0.0,0.35000000000000003,0.1559227296458953
income,0.0,0.4,0.1556463253585576
income,0.0,0.45,0.1556463253585576
income,0.0,0.5,0.1571511931451735
income,0.0,0.0,0.1556463253585576
income,0.0,0.05,0.1571511931451735
income,0.0,0.1,0.1548478240840267
income,0.0,0.15000000000000002,0.1548478240840267
income,0.0,0.2,0.1548478240840267
income,0.0,0.25,0.1556463253585576
income,0.0,0.30000000000000004,0.1548478240840267
income,0.0,0.35000000000000003,0.1559227296458953
income,0.0,0.4,0.1548478240840267
income,0.0,0.45,0.1548478240840267
income,0.0,0.5,0.1548478240840267
income,0.0,0.0,0.1614815269801296
income,0.0,0.05,0.1548478240840267
income,0.0,0.1,0.1548478240840267
income,0.0,0.15000000000000002,0.1548478240840267
income,0.0,0.2,0.1548478240840267
income,0.0,0.25,0.1548478240840267
income,0.0,0.30000000000000004,0.1556463253585576
income,0.0,0.35000000000000003,0.1548478240840267
income,0.0,0.4,0.1556463253585576
income,0.0,0.45,0.1556463253585576
income,0.0,0.5,0.1548478240840267
income,0.0,0.0,0.1614815269801296
income,0.0,0.05,0.1574275974325113
income,0.0,0.1,0.1548478240840267
income,0.0,0.15000000000000002,0.1548478240840267
income,0.0,0.2,0.1548478240840267
income,0.0,0.25,0.1548478240840267
income,0.0,0.30000000000000004,0.1548478240840267
income,0.0,0.35000000000000003,0.1548478240840267
income,0.0,0.4,0.1559227296458953
income,0.0,0.45,0.1548478240840267
income,0.0,0.5,0.1548478240840267
income,0.0,0.0,0.1577654248948128
income,0.0,0.05,0.1548478240840267
income,0.0,0.1,0.1559227296458953
income,0.0,0.15000000000000002,0.1548478240840267
income,0.0,0.2,0.1548478240840267
income,0.0,0.25,0.1548478240840267
income,0.0,0.30000000000000004,0.1571511931451735
income,0.0,0.35000000000000003,0.1548478240840267
income,0.0,0.4,0.1559227296458953
income,0.0,0.45,0.1571511931451735
income,0.0,0.5,0.1548478240840267
income,0.0,0.0,0.1593010042689108
income,0.0,0.05,0.1548478240840267
income,0.0,0.1,0.1548478240840267
income,0.0,0.15000000000000002,0.1548478240840267
income,0.0,0.2,0.1548478240840267
income,0.0,0.25,0.1548478240840267
income,0.0,0.30000000000000004,0.1548478240840267
income,0.0,0.35000000000000003,0.1548478240840267
income,0.0,0.4,0.1574275974325113
income,0.0,0.45,0.1548478240840267
income,0.0,0.5,0.1548478240840267
income,0.0,0.0,0.1576425785448847
income,0.0,0.05,0.1548478240840267
income,0.0,0.1,0.1548478240840267
income,0.0,0.15000000000000002,0.1548478240840267
income,0.0,0.2,0.1548478240840267
income,0.0,0.25,0.1548478240840267
income,0.0,0.30000000000000004,0.1548478240840267
income,0.0,0.35000000000000003,0.1548478240840267
income,0.0,0.4,0.1548478240840267
income,0.0,0.45,0.1548478240840267
income,0.0,0.5,0.1571511931451735
income,0.0,0.0,0.1575811553699211
income,0.0,0.05,0.1548478240840267
income,0.0,0.1,0.1548478240840267
income,0.0,0.15000000000000002,0.1548478240840267
income,0.0,0.2,0.1548478240840267
income,0.0,0.25,0.1548478240840267
income,0.0,0.30000000000000004,0.1548478240840267
income,0.0,0.35000000000000003,0.1574275974325113
income,0.0,0.4,0.1548478240840267
income,0.0,0.45,0.1548478240840267
income,0.0,0.5,0.1559227296458953
income,0.1,0.0,0.1622378240322712
income,0.1,0.05,0.15762643433133197
income,0.1,0.1,0.15762643433133197
income,0.1,0.15000000000000002,0.15762643433133197
income,0.1,0.2,0.15762643433133197
income,0.1,0.25,0.15816346262517617
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.35000000000000003,0.15762643433133197
income,0.1,0.4,0.15991490483579124
income,0.1,0.45,0.15762643433133197
income,0.1,0.5,0.15762643433133197
income,0.1,0.0,0.16126647923596316
income,0.1,0.05,0.16069281785474396
income,0.1,0.1,0.15762643433133197
income,0.1,0.15000000000000002,0.15762643433133197
income,0.1,0.2,0.15991490483579124
income,0.1,0.25,0.15762643433133197
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.35000000000000003,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.45,0.15762643433133197
income,0.1,0.5,0.15762643433133197
income,0.1,0.0,0.16114268611956378
income,0.1,0.05,0.15762643433133197
income,0.1,0.1,0.15762643433133197
income,0.1,0.15000000000000002,0.15816346262517617
income,0.1,0.2,0.15762643433133197
income,0.1,0.25,0.15762643433133197
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.35000000000000003,0.15816346262517617
income,0.1,0.4,0.15865841599312366
income,0.1,0.45,0.15991490483579124
income,0.1,0.5,0.15762643433133197
income,0.1,0.0,0.15816346262517617
income,0.1,0.05,0.15762643433133197
income,0.1,0.1,0.15865841599312366
income,0.1,0.15000000000000002,0.15991490483579124
income,0.1,0.2,0.15762643433133197
income,0.1,0.25,0.15762643433133197
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.35000000000000003,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.45,0.15762643433133197
income,0.1,0.5,0.15991490483579124
income,0.1,0.0,0.15991490483579124
income,0.1,0.05,0.15762643433133197
income,0.1,0.1,0.15762643433133197
income,0.1,0.15000000000000002,0.15762643433133197
income,0.1,0.2,0.15762643433133197
income,0.1,0.25,0.15762643433133197
income,0.1,0.30000000000000004,0.15816346262517617
income,0.1,0.35000000000000003,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.45,0.15762643433133197
income,0.1,0.5,0.15762643433133197
income,0.1,0.0,0.15762643433133197
income,0.1,0.05,0.15762643433133197
income,0.1,0.1,0.15762643433133197
income,0.1,0.15000000000000002,0.15762643433133197
income,0.1,0.2,0.15816346262517617
income,0.1,0.25,0.15762643433133197
income,0.1,0.30000000000000004,0.15865841599312366
income,0.1,0.35000000000000003,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.45,0.15865841599312366
income,0.1,0.5,0.15762643433133197
income,0.1,0.0,0.16069281785474396
income,0.1,0.05,0.15762643433133197
income,0.1,0.1,0.15816346262517617
income,0.1,0.15000000000000002,0.15865841599312366
income,0.1,0.2,0.15762643433133197
income,0.1,0.25,0.15762643433133197
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.35000000000000003,0.15991490483579124
income,0.1,0.4,0.15762643433133197
income,0.1,0.45,0.15816346262517617
income,0.1,0.5,0.15991490483579124
income,0.1,0.0,0.1622378240322712
income,0.1,0.05,0.15762643433133197
income,0.1,0.1,0.15816346262517617
income,0.1,0.15000000000000002,0.15762643433133197
income,0.1,0.2,0.15762643433133197
income,0.1,0.25,0.15762643433133197
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.35000000000000003,0.15762643433133197
income,0.1,0.4,0.15991490483579124
income,0.1,0.45,0.15762643433133197
income,0.1,0.5,0.15762643433133197
income,0.1,0.0,0.15762643433133197
income,0.1,0.05,0.15762643433133197
income,0.1,0.1,0.15762643433133197
income,0.1,0.15000000000000002,0.15762643433133197
income,0.1,0.2,0.15762643433133197
income,0.1,0.25,0.15762643433133197
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.35000000000000003,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.45,0.15816346262517617
income,0.1,0.5,0.15991490483579124
income,0.1,0.0,0.15762643433133197
income,0.1,0.05,0.16069281785474396
income,0.1,0.1,0.15762643433133197
income,0.1,0.15000000000000002,0.15762643433133197
income,0.1,0.2,0.15762643433133197
income,0.1,0.25,0.15865841599312366
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.35000000000000003,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.45,0.15816346262517617
income,0.1,0.5,0.15762643433133197
income,0.1,0.0,0.1638653658500761
income,0.1,0.05,0.16069281785474396
income,0.1,0.1,0.15762643433133197
income,0.1,0.15000000000000002,0.15762643433133197
income,0.1,0.2,0.15762643433133197
income,0.1,0.25,0.15762643433133197
income,0.1,0.30000000000000004,0.15816346262517617
income,0.1,0.35000000000000003,0.15762643433133197
income,0.1,0.4,0.15816346262517617
income,0.1,0.45,0.15762643433133197
income,0.1,0.5,0.15762643433133197
income,0.1,0.0,0.1607013664004337
income,0.1,0.05,0.15762643433133197
income,0.1,0.1,0.15762643433133197
income,0.1,0.15000000000000002,0.15991490483579124
income,0.1,0.2,0.16033837198394285
income,0.1,0.25,0.15991490483579124
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.35000000000000003,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.45,0.15816346262517617
income,0.1,0.5,0.15816346262517617
income,0.1,0.0,0.16033837198394285
income,0.1,0.05,0.15762643433133197
income,0.1,0.1,0.15762643433133197
income,0.1,0.15000000000000002,0.15762643433133197
income,0.1,0.2,0.15865841599312366
income,0.1,0.25,0.15762643433133197
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.35000000000000003,0.15762643433133197
income,0.1,0.4,0.15816346262517617
income,0.1,0.45,0.15816346262517617
income,0.1,0.5,0.15991490483579124
income,0.1,0.0,0.15816346262517617
income,0.1,0.05,0.15762643433133197
income,0.1,0.1,0.15816346262517617
income,0.1,0.15000000000000002,0.15762643433133197
income,0.1,0.2,0.15762643433133197
income,0.1,0.25,0.15762643433133197
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.35000000000000003,0.15991490483579124
income,0.1,0.4,0.15762643433133197
income,0.1,0.45,0.15991490483579124
income,0.1,0.5,0.15816346262517617
income,0.1,0.0,0.15991490483579124
income,0.1,0.05,0.15762643433133197
income,0.1,0.1,0.16069281785474396
income,0.1,0.15000000000000002,0.15762643433133197
income,0.1,0.2,0.15762643433133197
income,0.1,0.25,0.16069281785474396
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.35000000000000003,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.45,0.15762643433133197
income,0.1,0.5,0.15991490483579124
income,0.1,0.0,0.15762643433133197
income,0.1,0.05,0.15762643433133197
income,0.1,0.1,0.15865841599312366
income,0.1,0.15000000000000002,0.15991490483579124
income,0.1,0.2,0.15762643433133197
income,0.1,0.25,0.15762643433133197
income,0.1,0.30000000000000004,0.15865841599312366
income,0.1,0.35000000000000003,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.45,0.15762643433133197
income,0.1,0.5,0.15865841599312366
income,0.1,0.0,0.1607013664004337
income,0.1,0.05,0.16069281785474396
income,0.1,0.1,0.15816346262517617
income,0.1,0.15000000000000002,0.15865841599312366
income,0.1,0.2,0.16069281785474396
income,0.1,0.25,0.15816346262517617
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.35000000000000003,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.45,0.15762643433133197
income,0.1,0.5,0.15991490483579124
income,0.1,0.0,0.15816346262517617
income,0.1,0.05,0.15762643433133197
income,0.1,0.1,0.15991490483579124
income,0.1,0.15000000000000002,0.15991490483579124
income,0.1,0.2,0.15991490483579124
income,0.1,0.25,0.15762643433133197
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.35000000000000003,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.45,0.15865841599312366
income,0.1,0.5,0.15762643433133197
income,0.1,0.0,0.16069281785474396
income,0.1,0.05,0.15762643433133197
income,0.1,0.1,0.15762643433133197
income,0.1,0.15000000000000002,0.15991490483579124
income,0.1,0.2,0.15816346262517617
income,0.1,0.25,0.15762643433133197
income,0.1,0.30000000000000004,0.15762643433133197
income,0.1,0.35000000000000003,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.45,0.16033837198394285
income,0.1,0.5,0.15762643433133197
income,0.1,0.0,0.15816346262517617
income,0.1,0.05,0.15762643433133197
income,0.1,0.1,0.15762643433133197
income,0.1,0.15000000000000002,0.15762643433133197
income,0.1,0.2,0.15762643433133197
income,0.1,0.25,0.15816346262517617
income,0.1,0.30000000000000004,0.15816346262517617
income,0.1,0.35000000000000003,0.15762643433133197
income,0.1,0.4,0.15762643433133197
income,0.1,0.45,0.15762643433133197
income,0.1,0.5,0.15816346262517617
income,0.2,0.0,0.1728209280494502
income,0.2,0.05,0.16040504457863725
income,0.2,0.1,0.16040504457863725
income,0.2,0.15000000000000002,0.16040504457863725
income,0.2,0.2,0.16040504457863725
income,0.2,0.25,0.16040504457863725
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.35000000000000003,0.16040504457863725
income,0.2,0.4,0.16040504457863725
income,0.2,0.45,0.16139410234035206
income,0.2,0.5,0.16040504457863725
income,0.2,0.0,0.16710693990851752
income,0.2,0.05,0.1606805998917947
income,0.2,0.1,0.16264784097512872
income,0.2,0.15000000000000002,0.1606805998917947
income,0.2,0.2,0.16040504457863725
income,0.2,0.25,0.1606805998917947
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.35000000000000003,0.16040504457863725
income,0.2,0.4,0.16040504457863725
income,0.2,0.45,0.1606805998917947
income,0.2,0.5,0.16040504457863725
income,0.2,0.0,0.16710693990851752
income,0.2,0.05,0.16040504457863725
income,0.2,0.1,0.16040504457863725
income,0.2,0.15000000000000002,0.16040504457863725
income,0.2,0.2,0.16264784097512872
income,0.2,0.25,0.16040504457863725
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.35000000000000003,0.16297850367499742
income,0.2,0.4,0.16264784097512872
income,0.2,0.45,0.1631170517552159
income,0.2,0.5,0.16139410234035206
income,0.2,0.0,0.16040504457863725
income,0.2,0.05,0.16040504457863725
income,0.2,0.1,0.16040504457863725
income,0.2,0.15000000000000002,0.16040504457863725
income,0.2,0.2,0.16040504457863725
income,0.2,0.25,0.16040504457863725
income,0.2,0.30000000000000004,0.1606805998917947
income,0.2,0.35000000000000003,0.16040504457863725
income,0.2,0.4,0.16040504457863725
income,0.2,0.45,0.16040504457863725
income,0.2,0.5,0.16264784097512872
income,0.2,0.0,0.16443756569606469
income,0.2,0.05,0.16040504457863725
income,0.2,0.1,0.16040504457863725
income,0.2,0.15000000000000002,0.16040504457863725
income,0.2,0.2,0.16264784097512872
income,0.2,0.25,0.16139410234035206
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.35000000000000003,0.16264784097512872
income,0.2,0.4,0.16297850367499742
income,0.2,0.45,0.16139410234035206
income,0.2,0.5,0.16264784097512872
income,0.2,0.0,0.16264784097512872
income,0.2,0.05,0.16040504457863725
income,0.2,0.1,0.1606805998917947
income,0.2,0.15000000000000002,0.16040504457863725
income,0.2,0.2,0.16040504457863725
income,0.2,0.25,0.16040504457863725
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.35000000000000003,0.16040504457863725
income,0.2,0.4,0.16267861652640903
income,0.2,0.45,0.16040504457863725
income,0.2,0.5,0.16040504457863725
income,0.2,0.0,0.16040504457863725
income,0.2,0.05,0.1606805998917947
income,0.2,0.1,0.16040504457863725
income,0.2,0.15000000000000002,0.16264784097512872
income,0.2,0.2,0.16040504457863725
income,0.2,0.25,0.1606805998917947
income,0.2,0.30000000000000004,0.1606805998917947
income,0.2,0.35000000000000003,0.16139410234035206
income,0.2,0.4,0.16040504457863725
income,0.2,0.45,0.1606805998917947
income,0.2,0.5,0.16040504457863725
income,0.2,0.0,0.1638044803395668
income,0.2,0.05,0.1606805998917947
income,0.2,0.1,0.1606805998917947
income,0.2,0.15000000000000002,0.16280199197826825
income,0.2,0.2,0.16040504457863725
income,0.2,0.25,0.1606805998917947
income,0.2,0.30000000000000004,0.1606805998917947
income,0.2,0.35000000000000003,0.16040504457863725
income,0.2,0.4,0.16264784097512872
income,0.2,0.45,0.1606805998917947
income,0.2,0.5,0.16264784097512872
income,0.2,0.0,0.1638044803395668
income,0.2,0.05,0.16303416542300098
income,0.2,0.1,0.16264784097512872
income,0.2,0.15000000000000002,0.16280199197826825
income,0.2,0.2,0.16040504457863725
income,0.2,0.25,0.16040504457863725
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.35000000000000003,0.16139410234035206
income,0.2,0.4,0.16264784097512872
income,0.2,0.45,0.16139410234035206
income,0.2,0.5,0.16040504457863725
income,0.2,0.0,0.16782690846057668
income,0.2,0.05,0.16267861652640903
income,0.2,0.1,0.16264784097512872
income,0.2,0.15000000000000002,0.16040504457863725
income,0.2,0.2,0.16040504457863725
income,0.2,0.25,0.16040504457863725
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.35000000000000003,0.16040504457863725
income,0.2,0.4,0.16040504457863725
income,0.2,0.45,0.16317261385419293
income,0.2,0.5,0.16264784097512872
income,0.2,0.0,0.1629843679702168
income,0.2,0.05,0.16139410234035206
income,0.2,0.1,0.16040504457863725
income,0.2,0.15000000000000002,0.16040504457863725
income,0.2,0.2,0.16040504457863725
income,0.2,0.25,0.16040504457863725
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.35000000000000003,0.16040504457863725
income,0.2,0.4,0.1606805998917947
income,0.2,0.45,0.16040504457863725
income,0.2,0.5,0.1606805998917947
income,0.2,0.0,0.16567943557714185
income,0.2,0.05,0.16040504457863725
income,0.2,0.1,0.16040504457863725
income,0.2,0.15000000000000002,0.16040504457863725
income,0.2,0.2,0.16139410234035206
income,0.2,0.25,0.16040504457863725
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.35000000000000003,0.16040504457863725
income,0.2,0.4,0.16040504457863725
income,0.2,0.45,0.16264784097512872
income,0.2,0.5,0.16139410234035206
income,0.2,0.0,0.1639748416707177
income,0.2,0.05,0.16040504457863725
income,0.2,0.1,0.16040504457863725
income,0.2,0.15000000000000002,0.16040504457863725
income,0.2,0.2,0.16040504457863725
income,0.2,0.25,0.16040504457863725
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.35000000000000003,0.16040504457863725
income,0.2,0.4,0.16040504457863725
income,0.2,0.45,0.1606805998917947
income,0.2,0.5,0.16040504457863725
income,0.2,0.0,0.16264784097512872
income,0.2,0.05,0.16040504457863725
income,0.2,0.1,0.16040504457863725
income,0.2,0.15000000000000002,0.16264784097512872
income,0.2,0.2,0.16040504457863725
income,0.2,0.25,0.1606805998917947
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.35000000000000003,0.16040504457863725
income,0.2,0.4,0.16267861652640903
income,0.2,0.45,0.16040504457863725
income,0.2,0.5,0.16040504457863725
income,0.2,0.0,0.16280199197826825
income,0.2,0.05,0.16040504457863725
income,0.2,0.1,0.16264784097512872
income,0.2,0.15000000000000002,0.1606805998917947
income,0.2,0.2,0.16040504457863725
income,0.2,0.25,0.16040504457863725
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.35000000000000003,0.16264784097512872
income,0.2,0.4,0.16040504457863725
income,0.2,0.45,0.16040504457863725
income,0.2,0.5,0.16267861652640903
income,0.2,0.0,0.16040504457863725
income,0.2,0.05,0.16264784097512872
income,0.2,0.1,0.16040504457863725
income,0.2,0.15000000000000002,0.16040504457863725
income,0.2,0.2,0.1606805998917947
income,0.2,0.25,0.16267861652640903
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.35000000000000003,0.16264784097512872
income,0.2,0.4,0.16040504457863725
income,0.2,0.45,0.16040504457863725
income,0.2,0.5,0.1606805998917947
income,0.2,0.0,0.16280199197826825
income,0.2,0.05,0.16040504457863725
income,0.2,0.1,0.16040504457863725
income,0.2,0.15000000000000002,0.16040504457863725
income,0.2,0.2,0.16040504457863725
income,0.2,0.25,0.16040504457863725
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.35000000000000003,0.16040504457863725
income,0.2,0.4,0.16139410234035206
income,0.2,0.45,0.16264784097512872
income,0.2,0.5,0.16040504457863725
income,0.2,0.0,0.16040504457863725
income,0.2,0.05,0.16264784097512872
income,0.2,0.1,0.16267861652640903
income,0.2,0.15000000000000002,0.16040504457863725
income,0.2,0.2,0.16040504457863725
income,0.2,0.25,0.16264784097512872
income,0.2,0.30000000000000004,0.1606805998917947
income,0.2,0.35000000000000003,0.16040504457863725
income,0.2,0.4,0.1606805998917947
income,0.2,0.45,0.16139410234035206
income,0.2,0.5,0.16040504457863725
income,0.2,0.0,0.16829206765041432
income,0.2,0.05,0.1629843679702168
income,0.2,0.1,0.16264784097512872
income,0.2,0.15000000000000002,0.16297850367499742
income,0.2,0.2,0.16040504457863725
income,0.2,0.25,0.16040504457863725
income,0.2,0.30000000000000004,0.1606805998917947
income,0.2,0.35000000000000003,0.16139410234035206
income,0.2,0.4,0.16040504457863725
income,0.2,0.45,0.16040504457863725
income,0.2,0.5,0.16040504457863725
income,0.2,0.0,0.16716607536221684
income,0.2,0.05,0.16297850367499742
income,0.2,0.1,0.16040504457863725
income,0.2,0.15000000000000002,0.16040504457863725
income,0.2,0.2,0.16040504457863725
income,0.2,0.25,0.1606805998917947
income,0.2,0.30000000000000004,0.16040504457863725
income,0.2,0.35000000000000003,0.16040504457863725
income,0.2,0.4,0.16264784097512872
income,0.2,0.45,0.16264784097512872
income,0.2,0.5,0.16040504457863725
income,0.30000000000000004,0.0,0.17070783911972173
income,0.30000000000000004,0.05,0.1635688254349299
income,0.30000000000000004,0.1,0.16318365482594255
income,0.30000000000000004,0.15000000000000002,0.15176913499486577
income,0.30000000000000004,0.2,0.15176913499486577
income,0.30000000000000004,0.25,0.15650370956543005
income,0.30000000000000004,0.30000000000000004,0.1566024109220614
income,0.30000000000000004,0.35000000000000003,0.16318365482594255
income,0.30000000000000004,0.4,0.15243801118693898
income,0.30000000000000004,0.45,0.15176913499486577
income,0.30000000000000004,0.5,0.16319773715841324
income,0.30000000000000004,0.0,0.15176913499486577
income,0.30000000000000004,0.05,0.15176913499486577
income,0.30000000000000004,0.1,0.15176913499486577
income,0.30000000000000004,0.15000000000000002,0.16318365482594255
income,0.30000000000000004,0.2,0.15176913499486577
income,0.30000000000000004,0.25,0.15243801118693898
income,0.30000000000000004,0.30000000000000004,0.15243801118693898
income,0.30000000000000004,0.35000000000000003,0.15176913499486577
income,0.30000000000000004,0.4,0.15243801118693898
