pipe,gen,opt_metric,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"loo_enc,mean_imp,k_best_sel,under_samp,max_abs_scale",0,"(1, 0, 0, 0)",3906,0.4241986238290107,0.3436066613374114,0.2441769333157893,0.5154780236469692,0.19930294286443054,0.2175058830956116,0.16707451217956895,0.19307926628800365,0.1993029428644305
"target_enc,median_imp,no_samp,quant_scale,no_sel",0,"(1, 0, 0, 0)",3906,0.20141320354840928,0.22143095523863068,0.21607695361307616,0.3093960049642596,0.16267927889192588,0.2966101694915257,0.4389746205841088,0.3758070237672938,0.2570075368292719
"loo_enc,mean_imp,k_best_sel,max_abs_scale,no_samp",0,"(1, 0, 0, 0)",3906,0.18997446485853506,0.2091051606290644,0.21159162558829386,0.29732475680243337,0.1636927612788306,0.282597402597403,0.471623517408493,0.3914512338425382,0.26882146744211105
"count_enc,median_imp,max_abs_scale,no_samp,k_best_sel",0,"(1, 0, 0, 0)",3906,0.1892537535882498,0.1323712832552159,0.30378555064881285,0.3879533901448856,0.17520960658456447,0.2890995260663512,0.5408748884070914,0.44207671445176266,0.3000490946889822
"woe_enc,median_imp,min_max_scale,no_samp,no_sel",0,"(1, 0, 0, 0)",3906,0.1932939821199044,0.21493460011319251,0.21428460482133907,0.2998904375508001,0.1605601793556708,0.27986520640269635,0.454916464736641,0.3795005807200933,0.2610545106854723
"onehot_enc,most_freq_imp,min_max_scale,no_sel,no_samp",0,"(1, 0, 0, 0)",3906,0.1846005129354661,0.26557510007964225,0.1611407883737446,0.2404785628014916,0.15764257854488478,0.2814719173660427,0.4322152786634356,0.3656764265868776,0.2513827202378668
"onehot_enc,most_freq_imp,norm_scale,no_samp,no_sel",0,"(1, 0, 0, 0)",3906,0.06693900287809862,-1.0,0.7531806615776087,0.7980096857644292,0.21765302048462906,0.3856882959369311,0.7416145899757681,0.6362330550318703,0.3965354503276899
"ordinal_enc,median_imp,k_best_sel,over_samp,min_max_scale",0,"(1, 0, 0, 0)",3906,0.44636541808652697,0.27489555982621194,0.4027956833408316,0.6730156886422706,0.24750802740695796,0.2451730697926104,0.2520902862055016,0.2486482057981431,0.24750802740695796
"loo_enc,most_freq_imp,k_best_sel,under_samp,quant_scale",0,"(1, 0, 0, 0)",3906,0.3969531396417397,0.3690588651933412,0.20958858939807493,0.4540621473613858,0.2002425153041704,0.21293991580931124,0.1781202174467542,0.19590801019108933,0.20024251530417045
"woe_enc,mean_imp,under_samp,no_sel,min_max_scale",0,"(1, 0, 0, 0)",3906,0.4197792227454196,0.3544544633843664,0.2265740379748012,0.4943062735093196,0.1938767376610126,0.2151540712406192,0.156519018620074,0.1868936295429874,0.19387673766101265
"loo_enc,mean_imp,k_best_sel,max_abs_scale,no_samp",1,"(1, 0, 0, 0)",3906,0.18997446485853506,0.2091051606290644,0.21159162558829386,0.29732475680243337,0.1636927612788306,0.282597402597403,0.471623517408493,0.3914512338425382,0.26882146744211105
"count_enc,median_imp,max_abs_scale,no_samp,k_best_sel",1,"(1, 0, 0, 0)",3906,0.1892537535882498,0.1323712832552159,0.30378555064881285,0.3879533901448856,0.17520960658456447,0.2890995260663512,0.5408748884070914,0.44207671445176266,0.3000490946889822
"count_enc,median_imp,max_abs_scale,no_samp,no_sel",1,"(1, 0, 0, 0)",3906,0.1894320406949994,0.1341044332401857,0.3086341100347848,0.39160945657996304,0.17462608642240698,0.2880188864843593,0.5384517280959067,0.439956669761684,0.2988375145333894
"woe_enc,median_imp,min_max_scale,no_samp,k_best_sel",1,"(1, 0, 0, 0)",3906,0.1915210769625181,0.21170300963103944,0.21280698015328306,0.2990001831970673,0.16298639476674556,0.2833447332421339,0.465501849253922,0.3876835415296956,0.2662662967952458
"woe_enc,mean_imp,under_samp,no_sel,max_abs_scale",1,"(1, 0, 0, 0)",3906,0.4209389365313193,0.3532282425748692,0.2275547777687383,0.4952402615408336,0.1932111656676444,0.21454711021670167,0.1558315265909961,0.1862483685770715,0.19321116566764446
"loo_enc,mean_imp,k_best_sel,min_max_scale,no_samp",1,"(1, 0, 0, 0)",3906,0.19015909197137526,0.2086389201573217,0.2118918357353968,0.2977292204941569,0.16360062651638446,0.2823753462603876,0.4713684479020541,0.3912021737533963,0.2686737061516738
"woe_enc,median_imp,min_max_scale,no_samp,no_sel",1,"(1, 0, 0, 0)",3906,0.1932939821199044,0.21493460011319251,0.21428460482133907,0.2998904375508001,0.1605601793556708,0.27986520640269635,0.454916464736641,0.3795005807200933,0.2610545106854723
"onehot_enc,most_freq_imp,norm_scale,no_samp,no_sel",1,"(1, 0, 0, 0)",3906,0.06693900287809862,-1.0,0.7531806615776087,0.7980096857644292,0.21765302048462906,0.3856882959369311,0.7416145899757681,0.6362330550318703,0.3965354503276899
"loo_enc,most_freq_imp,k_best_sel,under_samp,quant_scale",1,"(1, 0, 0, 0)",3906,0.3969531396417397,0.3690588651933412,0.20958858939807493,0.4540621473613858,0.2002425153041704,0.21293991580931124,0.1781202174467542,0.19590801019108933,0.20024251530417045
"onehot_enc,most_freq_imp,min_max_scale,no_sel,no_samp",1,"(1, 0, 0, 0)",3906,0.1846005129354661,0.26557510007964225,0.1611407883737446,0.2404785628014916,0.15764257854488478,0.2814719173660427,0.4322152786634356,0.3656764265868776,0.2513827202378668
"count_enc,median_imp,no_sel,max_abs_scale,no_samp",2,"(1, 0, 0, 0)",3906,0.1894320406949994,0.1341044332401857,0.3086341100347848,0.39160945657996304,0.17462608642240698,0.2880188864843593,0.5384517280959067,0.439956669761684,0.2988375145333894
"loo_enc,mean_imp,min_max_scale,no_samp,k_best_sel",2,"(1, 0, 0, 0)",3906,0.19015909197137526,0.2086389201573217,0.2118918357353968,0.2977292204941569,0.16360062651638446,0.2823753462603876,0.4713684479020541,0.3912021737533963,0.2686737061516738
"onehot_enc,median_imp,min_max_scale,no_sel,no_samp",2,"(1, 0, 0, 0)",3906,0.1846464055467556,0.2655266197765974,0.16099068330019325,0.2404606629103831,0.157734713307331,0.28174923350008074,0.43234281341665615,0.36586408320273495,0.2514869406889102
"count_enc,most_freq_imp,max_abs_scale,no_samp,k_best_sel",2,"(1, 0, 0, 0)",3906,0.18811700498282716,0.12933952026852052,0.30766651159628494,0.3906165528125464,0.17560885722182992,0.28808145338390884,0.54521107001658,0.4449805447470821,0.3017924282121737
"woe_enc,most_freq_imp,min_max_scale,no_samp,k_best_sel",2,"(1, 0, 0, 0)",3906,0.19115816274292866,0.21081160171117524,0.2149011941947148,0.30033931709723977,0.16274070206688954,0.2819148936170212,0.4662670577732434,0.3876655205208869,0.2663657295338705
"loo_enc,mean_imp,k_best_sel,max_abs_scale,no_samp",2,"(1, 0, 0, 0)",3906,0.18997446485853506,0.2091051606290644,0.21159162558829386,0.29732475680243337,0.1636927612788306,0.282597402597403,0.471623517408493,0.3914512338425382,0.26882146744211105
"onehot_enc,most_freq_imp,min_max_scale,no_sel,no_samp",2,"(1, 0, 0, 0)",3906,0.1846005129354661,0.26557510007964225,0.1611407883737446,0.2404785628014916,0.15764257854488478,0.2814719173660427,0.4322152786634356,0.3656764265868776,0.2513827202378668
"woe_enc,median_imp,min_max_scale,no_samp,k_best_sel",2,"(1, 0, 0, 0)",3906,0.1915210769625181,0.21170300963103944,0.21280698015328306,0.2990001831970673,0.16298639476674556,0.2833447332421339,0.465501849253922,0.3876835415296956,0.2662662967952458
"onehot_enc,most_freq_imp,norm_scale,no_samp,no_sel",2,"(1, 0, 0, 0)",3906,0.06693900287809862,-1.0,0.7531806615776087,0.7980096857644292,0.21765302048462906,0.3856882959369311,0.7416145899757681,0.6362330550318703,0.3965354503276899
"count_enc,median_imp,max_abs_scale,no_samp,k_best_sel",2,"(1, 0, 0, 0)",3906,0.1892537535882498,0.1323712832552159,0.30378555064881285,0.3879533901448856,0.17520960658456447,0.2890995260663512,0.5408748884070914,0.44207671445176266,0.3000490946889822
"woe_enc,most_freq_imp,min_max_scale,no_sel,no_samp",3,"(1, 0, 0, 0)",3906,0.19255336033318085,0.21735912671889326,0.20969105855014544,0.2953527945552509,0.1608672952304904,0.2807815394980629,0.4554266037495223,0.38017128755987856,0.26143093941521345
"onehot_enc,median_imp,min_max_scale,no_samp,k_best_sel",3,"(1, 0, 0, 0)",3906,0.19618444969492765,0.15816085883172998,0.2755374054458989,0.36554493198947935,0.17038788734989702,0.2905936073059364,0.5046550184925389,0.4166416341243614,0.2845079299582437
"count_enc,mean_imp,max_abs_scale,no_samp,k_best_sel",3,"(1, 0, 0, 0)",3906,0.1895750018672769,0.13217661960337002,0.3029373742281174,0.3876721854073609,0.1753631645219739,0.28988365213961725,0.5407473536538704,0.4422242874845104,0.3001066865356737
"loo_enc,median_imp,k_best_sel,max_abs_scale,no_samp",3,"(1, 0, 0, 0)",3906,0.18914522785227736,0.21074789067385605,0.2089421882849804,0.2944668124098793,0.164092011916096,0.2833853624696496,0.473026399693917,0.3926655397956935,0.2695633616592556
"count_enc,median_imp,max_abs_scale,no_samp,k_best_sel",3,"(1, 0, 0, 0)",3906,0.1892537535882498,0.1323712832552159,0.30378555064881285,0.3879533901448856,0.17520960658456447,0.2890995260663512,0.5408748884070914,0.44207671445176266,0.3000490946889822
"onehot_enc,median_imp,min_max_scale,no_sel,no_samp",3,"(1, 0, 0, 0)",3906,0.1846464055467556,0.2655266197765974,0.16099068330019325,0.2404606629103831,0.157734713307331,0.28174923350008074,0.43234281341665615,0.36586408320273495,0.2514869406889102
"count_enc,median_imp,no_sel,max_abs_scale,no_samp",3,"(1, 0, 0, 0)",3906,0.1894320406949994,0.1341044332401857,0.3086341100347848,0.39160945657996304,0.17462608642240698,0.2880188864843593,0.5384517280959067,0.439956669761684,0.2988375145333894
"woe_enc,most_freq_imp,min_max_scale,no_samp,k_best_sel",3,"(1, 0, 0, 0)",3906,0.19115816274292866,0.21081160171117524,0.2149011941947148,0.30033931709723977,0.16274070206688954,0.2819148936170212,0.4662670577732434,0.3876655205208869,0.2663657295338705
"onehot_enc,most_freq_imp,norm_scale,no_samp,no_sel",3,"(1, 0, 0, 0)",3906,0.06693900287809862,-1.0,0.7531806615776087,0.7980096857644292,0.21765302048462906,0.3856882959369311,0.7416145899757681,0.6362330550318703,0.3965354503276899
"onehot_enc,most_freq_imp,min_max_scale,no_sel,no_samp",3,"(1, 0, 0, 0)",3906,0.1846005129354661,0.26557510007964225,0.1611407883737446,0.2404785628014916,0.15764257854488478,0.2814719173660427,0.4322152786634356,0.3656764265868776,0.2513827202378668
"count_enc,most_freq_imp,max_abs_scale,no_samp,k_best_sel",4,"(1, 0, 0, 0)",3906,0.18811700498282716,0.12933952026852052,0.30766651159628494,0.3906165528125464,0.17560885722182992,0.28808145338390884,0.54521107001658,0.4449805447470821,0.3017924282121737
"woe_enc,median_imp,min_max_scale,no_samp,k_best_sel",4,"(1, 0, 0, 0)",3906,0.1915210769625181,0.21170300963103944,0.21280698015328306,0.2990001831970673,0.16298639476674556,0.2833447332421339,0.465501849253922,0.3876835415296956,0.2662662967952458
"onehot_enc,median_imp,min_max_scale,no_sel,no_samp",4,"(1, 0, 0, 0)",3906,0.1846464055467556,0.2655266197765974,0.16099068330019325,0.2404606629103831,0.157734713307331,0.28174923350008074,0.43234281341665615,0.36586408320273495,0.2514869406889102
"onehot_enc,most_freq_imp,no_sel,min_max_scale,no_samp",4,"(1, 0, 0, 0)",3906,0.1846005129354661,0.26557510007964225,0.1611407883737446,0.2404785628014916,0.15764257854488478,0.2814719173660427,0.4322152786634356,0.3656764265868776,0.2513827202378668
"loo_enc,median_imp,max_abs_scale,k_best_sel,no_samp",4,"(1, 0, 0, 0)",3906,0.18914522785227736,0.21074789067385605,0.2089421882849804,0.2944668124098793,0.164092011916096,0.2833853624696496,0.473026399693917,0.3926655397956935,0.2695633616592556
"loo_enc,median_imp,k_best_sel,max_abs_scale,no_samp",4,"(1, 0, 0, 0)",3906,0.18914522785227736,0.21074789067385605,0.2089421882849804,0.2944668124098793,0.164092011916096,0.2833853624696496,0.473026399693917,0.3926655397956935,0.2695633616592556
"count_enc,median_imp,no_sel,max_abs_scale,no_samp",4,"(1, 0, 0, 0)",3906,0.1894320406949994,0.1341044332401857,0.3086341100347848,0.39160945657996304,0.17462608642240698,0.2880188864843593,0.5384517280959067,0.439956669761684,0.2988375145333894
"onehot_enc,most_freq_imp,min_max_scale,no_sel,no_samp",4,"(1, 0, 0, 0)",3906,0.1846005129354661,0.26557510007964225,0.1611407883737446,0.2404785628014916,0.15764257854488478,0.2814719173660427,0.4322152786634356,0.3656764265868776,0.2513827202378668
"onehot_enc,most_freq_imp,norm_scale,no_samp,no_sel",4,"(1, 0, 0, 0)",3906,0.06693900287809862,-1.0,0.7531806615776087,0.7980096857644292,0.21765302048462906,0.3856882959369311,0.7416145899757681,0.6362330550318703,0.3965354503276899
