pipe,gen,opt_metric,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"onehot_enc,mean_imp,max_abs_scale,over_samp,no_sel",0,"(1, 0, 0, 0)",92350,0.38787296138954336,0.3876117760672169,0.16774738050209947,0.4054902522211174,0.1856132433252427,0.2028262771746112,0.1566513703478964,0.1803894785745695,0.1856132433252427
"ordinal_enc,most_freq_imp,no_sel,over_samp,min_max_scale",0,"(1, 0, 0, 0)",92350,0.4438966710863792,0.2753360790578268,0.3951575382511073,0.6686197379956614,0.2505834091828478,0.2470448155876808,0.25757799858414243,0.252349084752652,0.2505834091828478
"ordinal_enc,mean_imp,k_best_sel,under_samp,norm_scale",0,"(1, 0, 0, 0)",92350,0.42702726649489997,-1.0,0.39469359626802375,0.7527025382103161,0.35490530544573395,0.3669156564530284,0.30974405369213115,0.33957473081911793,0.35490530544573407
"onehot_enc,median_imp,max_abs_scale,k_best_sel,under_samp",0,"(1, 0, 0, 0)",92350,0.4710487907437893,0.29738650560711805,0.3259215810163808,0.6407414470853476,0.2097986545083536,0.2330812191053928,0.16617778344598902,0.2010289200682594,0.20979865450835355
"target_enc,mean_imp,under_samp,quant_scale,no_sel",0,"(1, 0, 0, 0)",92350,0.3951557316227992,0.3714312963946741,0.20997557506221276,0.4560297500023625,0.20380153201122303,0.21652335797290767,0.18135641180971807,0.1993270323270767,0.20380153201122306
"ordinal_enc,most_freq_imp,under_samp,min_max_scale,k_best_sel",0,"(1, 0, 0, 0)",92350,0.4573231271549052,0.2624250620200492,0.4257886730953399,0.70682995097378,0.2530090230837903,0.25132664077904543,0.2563827158525699,0.2538650758550389,0.2530090230837903
"woe_enc,mean_imp,k_best_sel,under_samp,min_max_scale",0,"(1, 0, 0, 0)",92350,0.4221244644857341,0.3530905303359345,0.2292738425167337,0.5017243190194521,0.1959212791735748,0.21794329104047705,0.15687571738298686,0.1885582402106404,0.1959212791735748
"woe_enc,median_imp,k_best_sel,norm_scale,no_samp",0,"(1, 0, 0, 0)",92350,0.06916720824435983,-1.0,0.6844783715012716,0.7233649436447251,0.20493842326709846,0.3430107526881724,0.6883050631297033,0.5771992042210882,0.36996159305352455
"woe_enc,median_imp,over_samp,no_sel,quant_scale",0,"(1, 0, 0, 0)",92350,0.38914526498065466,0.3756228994875238,0.2036428090079685,0.4380659370283442,0.2000673164441748,0.2108143413849235,0.18148576557443366,0.1964179711413283,0.20006731644417472
"ordinal_enc,most_freq_imp,min_max_scale,no_samp,no_sel",0,"(1, 0, 0, 0)",92350,0.16240612008286828,0.13285239975356514,0.2783920754706414,0.3478061914998195,0.1848837566413805,0.2906415267877674,0.6065552863155212,0.4938474159146837,0.3288439861998319
