pipe,gen,mut_ratio,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"count_enc,most_freq_imp,norm_scale,k_best_sel,under_samp",0,0.0,12281,0.4166431206841456,-1.0,0.2186483837031369,0.2251033506333665,0.1156051681069403,0.0075035555445066,0.2253240615716986,0.1298497860683286,0.1156051681069402
"count_enc,median_imp,under_samp,min_max_scale,no_sel",0,0.0,12281,0.193109732166279,1.5609716974712686,0.189033542676188,0.3291330559164822,0.3229729273561976,0.3131677823688203,0.34919744126384,0.3316730684226923,0.3229729273561976
"count_enc,mean_imp,k_best_sel,max_abs_scale,no_samp",0,0.0,12281,0.1309940230632272,2.6133392905012984,0.1764076038959531,0.2656042752123985,0.3005073382859214,0.395222584147665,0.6991628409397779,0.5981965734896305,0.3992065056777963
"woe_enc,mean_imp,no_samp,no_sel,min_max_scale",0,0.0,12281,0.1257503094396133,2.379639889196679,0.1693656323968628,0.252767131898763,0.2974270701213988,0.3902821316614424,0.6848501215230904,0.5844756987715863,0.3933453061603175
"woe_enc,median_imp,max_abs_scale,k_best_sel,over_samp",0,0.0,12281,0.1965428447234866,1.5766513459148337,0.1832063483876016,0.3377026014129145,0.3306610003408315,0.3208582618000786,0.3580265848670758,0.339969012013614,0.3306610003408315
"woe_enc,most_freq_imp,no_sel,under_samp,norm_scale",0,0.0,12281,0.4740841141027616,-1.0,0.2200590570007651,0.3502183877849824,0.1745607446664866,0.141372398458661,0.2200960369970293,0.182776185672901,0.1745607446664866
"target_enc,most_freq_imp,k_best_sel,no_samp,max_abs_scale",0,0.0,12281,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,most_freq_imp,quant_scale,k_best_sel,no_samp",0,0.0,12281,0.0677314339859739,1.3912233206633131,0.0556848304987692,0.0583981648833016,0.1242072839282479,0.0141666666666665,0.3610586011342153,0.2246436178928395,0.1828469556454989
"loo_enc,mean_imp,no_samp,norm_scale,no_sel",0,0.0,12281,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"onehot_enc,most_freq_imp,norm_scale,under_samp,k_best_sel",0,0.0,12281,0.4013114639372595,-1.0,0.2413745696250955,0.2413745696250955,0.1216813225762894,0.0,0.243362645152579,0.1385510315531387,0.1216813225762894
