pipe,gen,acc_dp_reps,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"woe_enc,mean_imp,no_sel,quant_scale,no_samp",0,"(0, 20)",52582,0.10836839644693792,0.8664746543778813,0.07690006879430501,0.17704897123918725,0.2520000000000002,0.21208226221079715,0.1242857142857144,0.1705006765899864,0.3371428571428577
"target_enc,median_imp,over_samp,no_sel,quant_scale",0,"(0, 20)",52582,0.1251673524199157,0.7684848484626676,0.06023707863488172,0.16931530861848793,0.26507812499999994,0.2644578454896712,0.2662946428571429,0.2653937333551961,0.26507812499999994
"target_enc,mean_imp,over_samp,quant_scale,k_best_sel",0,"(0, 20)",52582,0.13326025431605465,0.7532537294568702,0.08215840885751605,0.18756489867394585,0.2716741071428572,0.2691002207148722,0.2770982142857143,0.2731409425968249,0.2716741071428572
"onehot_enc,most_freq_imp,over_samp,no_sel,max_abs_scale",0,"(0, 20)",52582,0.12739109403977295,0.7588994350414502,0.0734830980368698,0.1690781081794108,0.26229910714285715,0.2550760785433324,0.2768303571428571,0.2661484041177627,0.26229910714285715
"onehot_enc,mean_imp,under_samp,no_sel,norm_scale",0,"(0, 20)",52582,0.330027375073779,-1.0,0.5982862281266901,0.8715087051909103,0.4571874999999999,0.43625291449367604,0.62046875,0.5465972502696774,0.4571875
"onehot_enc,median_imp,k_best_sel,no_scale,over_samp",0,"(0, 20)",52582,0.1670755464940443,0.6847040047964122,0.15865795646018405,0.267521885378223,0.2965848214285714,0.2853047331118401,0.32261160714285714,0.30450547640700243,0.2965848214285713
"onehot_enc,most_freq_imp,no_sel,over_samp,no_scale",0,"(0, 20)",52582,0.12038973530381658,0.7712700563665048,0.07106205570344673,0.1574504220104801,0.26792410714285714,0.2609541384551937,0.2822098214285715,0.2717801736055746,0.2679241071428571
"woe_enc,most_freq_imp,over_samp,quant_scale,no_sel",0,"(0, 20)",52582,0.11037337431432434,0.7892209696034082,0.0512802657553914,0.13802999479802794,0.2636160714285713,0.2569023957268541,0.2773437500000001,0.26728256717742593,0.2636160714285713
"count_enc,median_imp,quant_scale,k_best_sel,under_samp",0,"(0, 20)",52582,0.17774948860744014,0.6645921270759747,0.16911844703887682,0.2984226583362495,0.3237239583333334,0.31252358986960554,0.3535416666666666,0.33371005600964004,0.3237239583333333
"ordinal_enc,median_imp,no_samp,k_best_sel,norm_scale",0,"(0, 20)",52582,1.0,-1.0,0.0,1.0,0.3000000000000004,0.3000000000000004,0.0,0.17647058823529407,0.5
