pipe,gen,opt_metric,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"woe_enc,median_imp,k_best_sel,over_samp,max_abs_scale",0,"(1, 0, 0, 0)",36435,0.12628367902523122,0.7556729294287144,0.07255041800017947,0.16916059544758333,0.26491071428571433,0.2524409934965169,0.2899330357142858,0.27169913865644285,0.2649107142857143
"woe_enc,most_freq_imp,max_abs_scale,no_samp,k_best_sel",0,"(1, 0, 0, 0)",36435,0.1070593735390368,0.8699454793275778,0.0520942382276992,0.19547288273512053,0.24000000000000016,0.20886075949367106,0.107142857142857,0.16107382550335572,0.3285714285714289
"onehot_enc,most_freq_imp,min_max_scale,under_samp,no_sel",0,"(1, 0, 0, 0)",36435,0.1256387873629004,0.7647089378119991,0.07342125823259851,0.17991202387936356,0.29596354166666666,0.2922105310451041,0.30494791666666665,0.2987076355201192,0.2959635416666666
"onehot_enc,mean_imp,quant_scale,no_sel,under_samp",0,"(1, 0, 0, 0)",36435,0.1118077269915482,0.7888753129937079,0.0651721140210379,0.158351721591046,0.30182291666666666,0.2978437740822645,0.3116666666666667,0.3048972917522268,0.3018229166666668
"ordinal_enc,mean_imp,min_max_scale,over_samp,no_sel",0,"(1, 0, 0, 0)",36435,0.13351796593465404,0.7543021470292495,0.0981512153660555,0.19384661121867008,0.28520089285714284,0.2844284832673195,0.2869196428571429,0.2856963414199541,0.28520089285714284
"target_enc,median_imp,under_samp,no_sel,max_abs_scale",0,"(1, 0, 0, 0)",36435,0.1383747643156619,0.7429099193606593,0.0920509433278501,0.1995676648322451,0.27950520833333337,0.27497551629262795,0.28958333333333336,0.2824221012185885,0.27950520833333337
"count_enc,most_freq_imp,norm_scale,over_samp,k_best_sel",0,"(1, 0, 0, 0)",36435,0.5269915649502972,-1.0,0.4088930348258708,0.8854706325979063,0.4181026785714285,0.4155001137269448,0.429375,0.4226863477909354,0.4181026785714285
"woe_enc,median_imp,k_best_sel,under_samp,quant_scale",0,"(1, 0, 0, 0)",36435,0.12306895326252675,0.7704930534323533,0.09741516260221893,0.17629067895747136,0.28377604166666665,0.2803888187613425,0.29156249999999984,0.2860696128018517,0.28377604166666665
"loo_enc,mean_imp,over_samp,quant_scale,k_best_sel",0,"(1, 0, 0, 0)",36435,0.12688855575379696,0.7633699918536717,0.08190027442945595,0.17862991046772667,0.27203124999999995,0.2690301699699317,0.2783705357142857,0.27375255712991337,0.27203124999999995
"count_enc,median_imp,min_max_scale,no_samp,no_sel",0,"(1, 0, 0, 0)",36435,0.08807854137447416,0.9011801730920526,0.04622179682748583,0.188015350792614,0.2920000000000001,0.2638888888888892,0.0914285714285714,0.18670076726342735,0.4257142857142854
"onehot_enc,mean_imp,quant_scale,no_sel,over_samp",1,"(1, 0, 0, 0)",36435,0.1112207698451886,0.7880059204443994,0.061926869908972185,0.14453993123216155,0.2679799107142856,0.2617822180216289,0.2808705357142857,0.2714874738691025,0.2679799107142856
"ordinal_enc,mean_imp,min_max_scale,under_samp,no_sel",1,"(1, 0, 0, 0)",36435,0.1458177088509342,0.7358311875701296,0.1109105966173885,0.2303627797193627,0.3129687500000001,0.31357249888205063,0.31135416666666665,0.3125112692518609,0.3129687500000001
"count_enc,mean_imp,min_max_scale,no_samp,no_sel",1,"(1, 0, 0, 0)",36435,0.091304347826087,0.8975609756097568,0.05119692120559535,0.19299047517072354,0.29299999999999965,0.2641946697566625,0.0928571428571428,0.1874600127959051,0.4264285714285708
"ordinal_enc,median_imp,min_max_scale,over_samp,no_sel",1,"(1, 0, 0, 0)",36435,0.13854273658225405,0.7446268462298762,0.1058977407551421,0.2046844488880671,0.2868638392857142,0.2850846342022457,0.2908035714285715,0.28798633166202103,0.2868638392857143
"loo_enc,mean_imp,no_samp,quant_scale,k_best_sel",1,"(1, 0, 0, 0)",36435,0.1131837307152876,0.8629881154499157,0.06999072772410485,0.20155324273443215,0.2509999999999998,0.21618204804045507,0.11428571428571413,0.16834339369550655,0.3421428571428571
"woe_enc,median_imp,k_best_sel,over_samp,max_abs_scale",1,"(1, 0, 0, 0)",36435,0.12628367902523122,0.7556729294287144,0.07255041800017947,0.16916059544758333,0.26491071428571433,0.2524409934965169,0.2899330357142858,0.27169913865644285,0.2649107142857143
"onehot_enc,mean_imp,quant_scale,no_sel,under_samp",1,"(1, 0, 0, 0)",36435,0.1118077269915482,0.7888753129937079,0.0651721140210379,0.158351721591046,0.30182291666666666,0.2978437740822645,0.3116666666666667,0.3048972917522268,0.3018229166666668
"onehot_enc,most_freq_imp,min_max_scale,under_samp,no_sel",1,"(1, 0, 0, 0)",36435,0.1256387873629004,0.7647089378119991,0.07342125823259851,0.17991202387936356,0.29596354166666666,0.2922105310451041,0.30494791666666665,0.2987076355201192,0.2959635416666666
"count_enc,median_imp,over_samp,min_max_scale,no_sel",1,"(1, 0, 0, 0)",36435,0.2002579479581271,0.6393321811938262,0.17332270261916874,0.3401280055608931,0.3209486607142857,0.3164591086733794,0.3329910714285714,0.32485903593565923,0.3209486607142857
"ordinal_enc,mean_imp,min_max_scale,over_samp,no_sel",1,"(1, 0, 0, 0)",36435,0.13351796593465404,0.7543021470292495,0.0981512153660555,0.19384661121867008,0.28520089285714284,0.2844284832673195,0.2869196428571429,0.2856963414199541,0.28520089285714284
"ordinal_enc,median_imp,over_samp,min_max_scale,no_sel",2,"(1, 0, 0, 0)",36435,0.13958867269585815,0.7431302778192141,0.1060695707335068,0.2053225151033224,0.28454241071428565,0.2827449757712851,0.2885044642857144,0.2856662158029936,0.28454241071428565
"loo_enc,mean_imp,quant_scale,no_samp,k_best_sel",2,"(1, 0, 0, 0)",36435,0.1131837307152876,0.8629881154499157,0.06999072772410485,0.20155324273443215,0.2509999999999998,0.21618204804045507,0.11428571428571413,0.16834339369550655,0.3421428571428571
"onehot_enc,mean_imp,quant_scale,no_sel,no_samp",2,"(1, 0, 0, 0)",36435,0.10514258999532508,0.8704493087557597,0.07690006879430501,0.16787465931258144,0.2530000000000001,0.21309370988446705,0.1242857142857144,0.17106152805949998,0.3388095238095236
"count_enc,mean_imp,min_max_scale,over_samp,no_sel",2,"(1, 0, 0, 0)",36435,0.18467523024032512,0.6645471745803044,0.16016641491939104,0.31127590813784045,0.3242968750000001,0.3198766808450248,0.3363839285714285,0.3282586632466884,0.324296875
"onehot_enc,most_freq_imp,min_max_scale,under_samp,no_sel",2,"(1, 0, 0, 0)",36435,0.1256387873629004,0.7647089378119991,0.07342125823259851,0.17991202387936356,0.29596354166666666,0.2922105310451041,0.30494791666666665,0.2987076355201192,0.2959635416666666
"onehot_enc,mean_imp,quant_scale,no_sel,over_samp",2,"(1, 0, 0, 0)",36435,0.1112207698451886,0.7880059204443994,0.061926869908972185,0.14453993123216155,0.2679799107142856,0.2617822180216289,0.2808705357142857,0.2714874738691025,0.2679799107142856
"count_enc,mean_imp,min_max_scale,no_samp,no_sel",2,"(1, 0, 0, 0)",36435,0.091304347826087,0.8975609756097568,0.05119692120559535,0.19299047517072354,0.29299999999999965,0.2641946697566625,0.0928571428571428,0.1874600127959051,0.4264285714285708
"onehot_enc,mean_imp,quant_scale,no_sel,under_samp",2,"(1, 0, 0, 0)",36435,0.1118077269915482,0.7888753129937079,0.0651721140210379,0.158351721591046,0.30182291666666666,0.2978437740822645,0.3116666666666667,0.3048972917522268,0.3018229166666668
"ordinal_enc,median_imp,min_max_scale,over_samp,no_sel",2,"(1, 0, 0, 0)",36435,0.13854273658225405,0.7446268462298762,0.1058977407551421,0.2046844488880671,0.2868638392857142,0.2850846342022457,0.2908035714285715,0.28798633166202103,0.2868638392857143
"loo_enc,mean_imp,no_samp,quant_scale,k_best_sel",2,"(1, 0, 0, 0)",36435,0.1131837307152876,0.8629881154499157,0.06999072772410485,0.20155324273443215,0.2509999999999998,0.21618204804045507,0.11428571428571413,0.16834339369550655,0.3421428571428571
"count_enc,mean_imp,min_max_scale,over_samp,no_sel",3,"(1, 0, 0, 0)",36435,0.18467523024032512,0.6645471745803044,0.16016641491939104,0.31127590813784045,0.3242968750000001,0.3198766808450248,0.3363839285714285,0.3282586632466884,0.324296875
"count_enc,mean_imp,min_max_scale,no_samp,no_sel",3,"(1, 0, 0, 0)",36435,0.091304347826087,0.8975609756097568,0.05119692120559535,0.19299047517072354,0.29299999999999965,0.2641946697566625,0.0928571428571428,0.1874600127959051,0.4264285714285708
"onehot_enc,mean_imp,min_max_scale,no_sel,over_samp",3,"(1, 0, 0, 0)",36435,0.1144143564934527,0.7818818846860655,0.06195413214488681,0.14582686347039167,0.26257812499999994,0.2554814059478205,0.27696428571428583,0.2664069846182862,0.26257812499999994
"onehot_enc,most_freq_imp,quant_scale,under_samp,no_sel",3,"(1, 0, 0, 0)",36435,0.12084908062912796,0.7727632926658196,0.07502825084843738,0.17384048366461488,0.2991666666666666,0.2949850491464804,0.30921875000000004,0.3022363045437394,0.2991666666666666
"loo_enc,mean_imp,no_samp,quant_scale,no_sel",3,"(1, 0, 0, 0)",36435,0.11706404862085075,0.8572894106918963,0.08996101656048425,0.18357742464924887,0.2379999999999999,0.2053571428571428,0.11000000000000013,0.16037735849056586,0.3233333333333338
"ordinal_enc,median_imp,min_max_scale,over_samp,k_best_sel",3,"(1, 0, 0, 0)",36435,0.14026212037456778,0.7434756336500927,0.10197322505707936,0.2095116446805748,0.2872433035714285,0.2866906637151593,0.2883928571428572,0.2875763100006463,0.2872433035714285
