pipe,gen,mut_ratio,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"loo_enc,mean_imp,k_best_sel,under_samp,max_abs_scale",0,0.0,58879,0.2012592494522877,1.580591929656192,0.2042602010840125,0.3528247380903095,0.3420727281933567,0.3360902427426366,0.3602864231704022,0.348419232189132,0.3420727281933567
"target_enc,most_freq_imp,no_scale,k_best_sel,under_samp",0,0.0,58879,0.077318485256136,1.240397603154102,0.0061479314164809,0.0290283828450971,0.1473172090197137,0.0276889128545718,0.2739543950850661,0.1686787901303891,0.1473172090197137
"count_enc,most_freq_imp,no_sel,quant_scale,no_samp",0,0.0,58879,0.0746361817255775,1.420296374377956,0.055454735151473,0.0692533125960635,0.1308208008697226,0.0480192076830731,0.35754793410748,0.2328281199613027,0.1869539261539449
"target_enc,most_freq_imp,k_best_sel,min_max_scale,over_samp",0,0.0,58879,0.1041127669284347,1.2989207565233207,0.0319319855742104,0.0767651504346128,0.1274774199045671,0.054387337597251,0.2094879004771642,0.138869333749395,0.1274774199045671
"target_enc,median_imp,over_samp,no_sel,quant_scale",0,0.0,58879,0.1782631835721213,1.513175315277055,0.1565778161175256,0.28855570733697,0.2959387781186093,0.2813258451887923,0.3293519938650307,0.3061723058222334,0.2959387781186094
"loo_enc,mean_imp,under_samp,no_scale,k_best_sel",0,0.0,58879,0.1933672399941755,1.554939792724272,0.191074327032585,0.3365126596279558,0.3423005839859572,0.3351248550575253,0.3639700918174453,0.3498862451726139,0.3423005839859572
"loo_enc,most_freq_imp,no_sel,min_max_scale,under_samp",0,0.0,58879,0.1103621348536305,1.3149875101779425,0.03505207312395,0.0938710968970517,0.1368590500945179,0.0721900449450947,0.2124291115311909,0.1480449129582961,0.1368590500945179
"onehot_enc,most_freq_imp,norm_scale,k_best_sel,under_samp",0,0.0,58879,0.4020277977181924,-1.0,0.2402866775057382,0.2402866775057382,0.1210294018363488,0.0,0.2420588036726977,0.1376949693799034,0.1210294018363488
"target_enc,most_freq_imp,norm_scale,no_sel,no_samp",0,0.0,58879,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"woe_enc,mean_imp,under_samp,min_max_scale,k_best_sel",0,0.0,58879,0.2017582016618393,1.5808843019021903,0.2033213714490666,0.3528019396676822,0.3411001215230895,0.3353544870693257,0.3585099918984606,0.3471450740986105,0.3411001215230895
"loo_enc,mean_imp,no_samp,no_scale,k_best_sel",1,0.0,58879,0.1241140885352802,2.513953961749846,0.1771734174182527,0.2560569359286098,0.2995107809385758,0.3897834536368688,0.7032136105860117,0.6006540697674416,0.3994595660292015
"target_enc,most_freq_imp,norm_scale,no_sel,under_samp",1,0.0,58879,0.4728701823905483,-1.0,0.2201726281560826,0.3480464107487507,0.1736197846340804,0.1392607526600002,0.220298575479341,0.1819772521920964,0.1736197846340804
"target_enc,most_freq_imp,k_best_sel,no_scale,under_samp",1,0.0,58879,0.076602425816095,1.2381394807501702,0.0057832972557879,0.0280773461275002,0.1471083412098298,0.0269082789235145,0.2741400553605184,0.1685154920639663,0.1471083412098298
"target_enc,most_freq_imp,min_max_scale,k_best_sel,over_samp",1,0.0,58879,0.1035381098962401,1.296947973972472,0.0302518971410211,0.0755175901638233,0.1276765933878663,0.0546538117155402,0.2096604464894342,0.1390817635422999,0.1276765933878663
"target_enc,median_imp,over_samp,no_sel,quant_scale",1,0.0,58879,0.1782631835721213,1.513175315277055,0.1565778161175256,0.28855570733697,0.2959387781186093,0.2813258451887923,0.3293519938650307,0.3061723058222334,0.2959387781186094
"loo_enc,mean_imp,k_best_sel,under_samp,max_abs_scale",1,0.0,58879,0.2012592494522877,1.580591929656192,0.2042602010840125,0.3528247380903095,0.3420727281933567,0.3360902427426366,0.3602864231704022,0.348419232189132,0.3420727281933567
"count_enc,most_freq_imp,no_sel,quant_scale,no_samp",1,0.0,58879,0.0746361817255775,1.420296374377956,0.055454735151473,0.0692533125960635,0.1308208008697226,0.0480192076830731,0.35754793410748,0.2328281199613027,0.1869539261539449
"target_enc,most_freq_imp,norm_scale,no_sel,no_samp",1,0.0,58879,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"loo_enc,mean_imp,under_samp,no_scale,k_best_sel",1,0.0,58879,0.1933672399941755,1.554939792724272,0.191074327032585,0.3365126596279558,0.3423005839859572,0.3351248550575253,0.3639700918174453,0.3498862451726139,0.3423005839859572
"loo_enc,most_freq_imp,no_sel,min_max_scale,under_samp",1,0.0,58879,0.1103621348536305,1.3149875101779425,0.03505207312395,0.0938710968970517,0.1368590500945179,0.0721900449450947,0.2124291115311909,0.1480449129582961,0.1368590500945179
"loo_enc,mean_imp,k_best_sel,under_samp,min_max_scale",2,0.0,58879,0.1997181062415338,1.5737270742230467,0.2032377093955482,0.3498075399242078,0.341389160815555,0.3356867441178672,0.3587125303807724,0.3474081525047477,0.3413891608155551
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,over_samp",2,0.0,58879,0.1040908106355842,1.2988574098057966,0.0310213995424566,0.0757488544672628,0.1269054618268574,0.0537103886833861,0.2089084867075663,0.1382435019746829,0.1269054618268574
"loo_enc,most_freq_imp,no_samp,no_scale,k_best_sel",2,0.0,58879,0.0533373769678254,1.2607453332434786,0.0086782831444443,0.0116224888238781,0.1009240804493565,0.0102156640181612,0.2935457736970019,0.1755436495430194,0.148613377646047
"target_enc,mean_imp,norm_scale,no_sel,no_samp",2,0.0,58879,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"target_enc,median_imp,quant_scale,no_sel,over_samp",2,0.0,58879,0.1805035674745142,1.518585530767106,0.1578934734236434,0.2929070608795516,0.2968398517382413,0.283318559342158,0.3280397920927061,0.3064022330079289,0.2968398517382413
"target_enc,most_freq_imp,no_samp,no_sel,norm_scale",2,0.0,58879,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"target_enc,most_freq_imp,k_best_sel,no_scale,under_samp",2,0.0,58879,0.076602425816095,1.2381394807501702,0.0057832972557879,0.0280773461275002,0.1471083412098298,0.0269082789235145,0.2741400553605184,0.1685154920639663,0.1471083412098298
"count_enc,most_freq_imp,no_sel,quant_scale,no_samp",2,0.0,58879,0.0746361817255775,1.420296374377956,0.055454735151473,0.0692533125960635,0.1308208008697226,0.0480192076830731,0.35754793410748,0.2328281199613027,0.1869539261539449
"loo_enc,mean_imp,under_samp,no_scale,k_best_sel",2,0.0,58879,0.1933672399941755,1.554939792724272,0.191074327032585,0.3365126596279558,0.3423005839859572,0.3351248550575253,0.3639700918174453,0.3498862451726139,0.3423005839859572
"target_enc,most_freq_imp,norm_scale,no_sel,no_samp",2,0.0,58879,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,under_samp",3,0.0,58879,0.1107468807277887,1.3163416754562187,0.0369321969170033,0.0922187258449663,0.1328272684310018,0.0671843427221227,0.208648393194707,0.1437226069034864,0.1328272684310018
"loo_enc,mean_imp,over_samp,no_scale,k_best_sel",3,0.0,58879,0.1957963304464835,1.5618374695160162,0.1932211401787787,0.3413628599503514,0.3429320040899796,0.3362887055293363,0.363198704839809,0.3500332766962108,0.3429320040899796
"target_enc,most_freq_imp,no_sel,quant_scale,no_samp",3,0.0,58879,0.075867628045604,1.427862044133111,0.0556841279175563,0.0710840070243724,0.1306396086247509,0.0487025948103791,0.3564677288684844,0.2322809278350512,0.1865501561861169
"count_enc,most_freq_imp,norm_scale,no_sel,no_samp",3,0.0,58879,0.0228531855955678,-1.0,0.936878347360368,0.936878347360368,0.3158180829860483,0.0,0.9413988657844996,0.889285714285713,0.4706994328922497
"target_enc,most_freq_imp,norm_scale,k_best_sel,over_samp",3,0.0,58879,0.4066221684907314,-1.0,0.2314741250846606,0.2314741250846606,0.1165420501022494,0.0,0.233084100204499,0.1319245223473011,0.1165420501022494
"target_enc,mean_imp,max_abs_scale,no_sel,no_samp",3,0.0,58879,0.1224537073985451,2.3023071165672584,0.1630139469396615,0.2439457122999614,0.2956151476716794,0.3855359001040586,0.6810694031866051,0.5800888888888884,0.391045949037065
"count_enc,most_freq_imp,no_sel,quant_scale,no_samp",3,0.0,58879,0.0746361817255775,1.420296374377956,0.055454735151473,0.0692533125960635,0.1308208008697226,0.0480192076830731,0.35754793410748,0.2328281199613027,0.1869539261539449
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,over_samp",3,0.0,58879,0.1040908106355842,1.2988574098057966,0.0310213995424566,0.0757488544672628,0.1269054618268574,0.0537103886833861,0.2089084867075663,0.1382435019746829,0.1269054618268574
"target_enc,most_freq_imp,no_samp,no_sel,norm_scale",3,0.0,58879,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"target_enc,mean_imp,norm_scale,no_sel,no_samp",3,0.0,58879,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"target_enc,most_freq_imp,no_samp,no_sel,norm_scale",4,0.0,58879,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"count_enc,most_freq_imp,no_sel,quant_scale,no_samp",4,0.0,58879,0.0746361817255775,1.420296374377956,0.055454735151473,0.0692533125960635,0.1308208008697226,0.0480192076830731,0.35754793410748,0.2328281199613027,0.1869539261539449
"count_enc,most_freq_imp,no_sel,norm_scale,no_samp",4,0.0,58879,0.0228531855955678,-1.0,0.936878347360368,0.936878347360368,0.3158180829860483,0.0,0.9413988657844996,0.889285714285713,0.4706994328922497
"target_enc,mean_imp,quant_scale,no_sel,no_samp",4,0.0,58879,0.051935575615723,1.2701499014997693,0.0198422986209032,0.0321221534536153,0.1219423808660986,0.028033640368442,0.3445854712395356,0.2170967741935481,0.1770643784282201
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,no_samp",4,0.0,58879,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,most_freq_imp,over_samp,no_sel,norm_scale",4,0.0,58879,0.4126442508145616,-1.0,0.2215970870480104,0.2229913282551317,0.1121676891615541,0.0015868817177222,0.2230934730743013,0.12617368913423,0.1121676891615541
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,under_samp",4,0.0,58879,0.1107468807277887,1.3163416754562187,0.0369321969170033,0.0922187258449663,0.1328272684310018,0.0671843427221227,0.208648393194707,0.1437226069034864,0.1328272684310018
"target_enc,mean_imp,max_abs_scale,no_sel,no_samp",4,0.0,58879,0.1224537073985451,2.3023071165672584,0.1630139469396615,0.2439457122999614,0.2956151476716794,0.3855359001040586,0.6810694031866051,0.5800888888888884,0.391045949037065
"target_enc,mean_imp,norm_scale,no_sel,no_samp",4,0.0,58879,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"target_enc,most_freq_imp,norm_scale,k_best_sel,over_samp",4,0.0,58879,0.4066221684907314,-1.0,0.2314741250846606,0.2314741250846606,0.1165420501022494,0.0,0.233084100204499,0.1319245223473011,0.1165420501022494
"target_enc,most_freq_imp,over_samp,no_sel,norm_scale",5,0.0,58879,0.4126442508145616,-1.0,0.2215970870480104,0.2229913282551317,0.1121676891615541,0.0015868817177222,0.2230934730743013,0.12617368913423,0.1121676891615541
"target_enc,most_freq_imp,norm_scale,k_best_sel,over_samp",5,0.0,58879,0.4066221684907314,-1.0,0.2314741250846606,0.2314741250846606,0.1165420501022494,0.0,0.233084100204499,0.1319245223473011,0.1165420501022494
"count_enc,most_freq_imp,no_sel,quant_scale,no_samp",5,0.0,58879,0.0746361817255775,1.420296374377956,0.055454735151473,0.0692533125960635,0.1308208008697226,0.0480192076830731,0.35754793410748,0.2328281199613027,0.1869539261539449
"count_enc,most_freq_imp,no_sel,norm_scale,no_samp",5,0.0,58879,0.0228531855955678,-1.0,0.936878347360368,0.936878347360368,0.3158180829860483,0.0,0.9413988657844996,0.889285714285713,0.4706994328922497
"target_enc,most_freq_imp,norm_scale,no_sel,no_samp",5,0.0,58879,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"target_enc,mean_imp,no_samp,no_sel,quant_scale",5,0.0,58879,0.051935575615723,1.2701499014997693,0.0198422986209032,0.0321221534536153,0.1219423808660986,0.028033640368442,0.3445854712395356,0.2170967741935481,0.1770643784282201
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,under_samp",5,0.0,58879,0.1107468807277887,1.3163416754562187,0.0369321969170033,0.0922187258449663,0.1328272684310018,0.0671843427221227,0.208648393194707,0.1437226069034864,0.1328272684310018
"target_enc,mean_imp,norm_scale,no_sel,no_samp",5,0.0,58879,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"target_enc,most_freq_imp,no_samp,no_sel,norm_scale",5,0.0,58879,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,no_samp",5,0.0,58879,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,mean_imp,norm_scale,no_sel,no_samp",6,0.0,58879,0.0,1.0,1.0,1.0,0.3354774415655012,1.0,1.0,1.0,0.5
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,no_samp",6,0.0,58879,0.0742639109974766,1.358457158265949,0.0423533519798387,0.0481877448655024,0.0875158543214349,0.0152320226709175,0.2492573588981908,0.1480232914495864,0.1275598314600019
"target_enc,most_freq_imp,norm_scale,no_sel,no_samp",6,0.0,58879,0.0745152354570636,-1.0,0.7941851568477438,0.7941851568477438,0.2685269070483787,0.0,0.8004320820955974,0.667266996848267,0.4002160410477986
"target_enc,mean_imp,no_samp,no_sel,quant_scale",6,0.0,58879,0.051935575615723,1.2701499014997693,0.0198422986209032,0.0321221534536153,0.1219423808660986,0.028033640368442,0.3445854712395356,0.2170967741935481,0.1770643784282201
"count_enc,most_freq_imp,no_sel,quant_scale,no_samp",6,0.0,58879,0.0746361817255775,1.420296374377956,0.055454735151473,0.0692533125960635,0.1308208008697226,0.0480192076830731,0.35754793410748,0.2328281199613027,0.1869539261539449
"target_enc,most_freq_imp,norm_scale,k_best_sel,over_samp",6,0.0,58879,0.4066221684907314,-1.0,0.2314741250846606,0.2314741250846606,0.1165420501022494,0.0,0.233084100204499,0.1319245223473011,0.1165420501022494
"target_enc,most_freq_imp,max_abs_scale,k_best_sel,under_samp",6,0.0,58879,0.1107468807277887,1.3163416754562187,0.0369321969170033,0.0922187258449663,0.1328272684310018,0.0671843427221227,0.208648393194707,0.1437226069034864,0.1328272684310018
"count_enc,most_freq_imp,no_sel,norm_scale,no_samp",6,0.0,58879,0.0228531855955678,-1.0,0.936878347360368,0.936878347360368,0.3158180829860483,0.0,0.9413988657844996,0.889285714285713,0.4706994328922497
"target_enc,most_freq_imp,over_samp,no_sel,norm_scale",6,0.0,58879,0.4126442508145616,-1.0,0.2215970870480104,0.2229913282551317,0.1121676891615541,0.0015868817177222,0.2230934730743013,0.12617368913423,0.1121676891615541
