pipe,gen,dp_acc_reps,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"target_enc,mean_imp,norm_scale,no_samp,no_sel",0,"(0, 20)",21418,1.0,-1.0,0.0,1.0,0.3000000000000004,0.3000000000000004,0.0,0.17647058823529407,0.5
"target_enc,most_freq_imp,no_scale,k_best_sel,over_samp",0,"(0, 20)",21418,0.16500178869847665,0.7103710990383161,0.13834338453025452,0.27154083903178994,0.321875,0.32438550248512843,0.3092633928571429,0.3175406715425678,0.321875
"target_enc,median_imp,no_sel,no_samp,norm_scale",0,"(0, 20)",21418,1.0,-1.0,0.0,1.0,0.3000000000000004,0.3000000000000004,0.0,0.17647058823529407,0.5
"onehot_enc,median_imp,quant_scale,under_samp,no_sel",0,"(0, 20)",21418,0.11420107098779145,0.7844086927245397,0.06964725151080166,0.15984730915045775,0.2984114583333334,0.2940097531750034,0.30911458333333336,0.30171728405047193,0.2984114583333334
"woe_enc,most_freq_imp,no_sel,quant_scale,under_samp",0,"(0, 20)",21418,0.12237000541532105,0.7709395572267824,0.08760742169139184,0.16989778746304268,0.284296875,0.28074600494256113,0.2922916666666667,0.2866311221321545,0.284296875
"count_enc,median_imp,over_samp,max_abs_scale,k_best_sel",0,"(0, 20)",21418,0.2020071630316694,0.6404354362196413,0.19544499446654506,0.3484719554404109,0.3200669642857143,0.3177873104351917,0.3261607142857142,0.3220278417806485,0.32006696428571424
"count_enc,most_freq_imp,no_samp,no_scale,k_best_sel",0,"(0, 20)",21418,0.07372604020570349,0.9171482610066184,0.03827555608729895,0.15124928201073454,0.28900000000000003,0.2629757785467126,0.08714285714285719,0.18442884492661107,0.42357142857142827
"ordinal_enc,median_imp,norm_scale,no_samp,no_sel",0,"(0, 20)",21418,1.0,-1.0,0.0,1.0,0.3000000000000004,0.3000000000000004,0.0,0.17647058823529407,0.5
"target_enc,most_freq_imp,k_best_sel,no_scale,under_samp",0,"(0, 20)",21418,0.17774037242791435,0.6963598470360569,0.14982355803732358,0.3003418646322609,0.32986979166666663,0.3355617145936005,0.3098958333333333,0.323319809960097,0.3298697916666667
"onehot_enc,mean_imp,no_samp,k_best_sel,min_max_scale",0,"(0, 20)",21418,0.08686302010285192,0.8971947103413938,0.05810626227579532,0.14504607686823506,0.26200000000000034,0.2322738386308068,0.10285714285714297,0.17259552042160742,0.3680952380952374
"onehot_enc,mean_imp,k_best_sel,min_max_scale,no_samp",1,"(0, 20)",21418,0.08686302010285192,0.8971947103413938,0.05810626227579532,0.14504607686823506,0.26200000000000034,0.2322738386308068,0.10285714285714297,0.17259552042160742,0.3680952380952374
"woe_enc,most_freq_imp,under_samp,no_sel,quant_scale",1,"(0, 20)",21418,0.11357498398650445,0.7870564703983487,0.08523779359661869,0.1588949697338011,0.28690104166666675,0.2841804881226231,0.29296875,0.2886573107102252,0.28690104166666675
"woe_enc,most_freq_imp,no_sel,quant_scale,no_samp",1,"(0, 20)",21418,0.11093969144460036,0.8642759094028831,0.07296184408618228,0.1875206605519109,0.2469999999999999,0.2107279693486587,0.11714285714285723,0.16655428186109236,0.3335714285714283
"onehot_enc,mean_imp,under_samp,k_best_sel,min_max_scale",1,"(0, 20)",21418,0.14712429093121096,0.7172017966491979,0.13961009359565912,0.23025971053211136,0.2995052083333333,0.28693437304862324,0.3288541666666667,0.3086496661105603,0.2995052083333333
"target_enc,median_imp,norm_scale,no_samp,no_sel",1,"(0, 20)",21418,1.0,-1.0,0.0,1.0,0.3000000000000004,0.3000000000000004,0.0,0.17647058823529407,0.5
"ordinal_enc,mean_imp,norm_scale,no_samp,no_sel",1,"(0, 20)",21418,1.0,-1.0,0.0,1.0,0.3000000000000004,0.3000000000000004,0.0,0.17647058823529407,0.5
"count_enc,most_freq_imp,no_samp,no_scale,k_best_sel",1,"(0, 20)",21418,0.07372604020570349,0.9171482610066184,0.03827555608729895,0.15124928201073454,0.28900000000000003,0.2629757785467126,0.08714285714285719,0.18442884492661107,0.42357142857142827
"ordinal_enc,median_imp,norm_scale,no_samp,no_sel",1,"(0, 20)",21418,1.0,-1.0,0.0,1.0,0.3000000000000004,0.3000000000000004,0.0,0.17647058823529407,0.5
"target_enc,median_imp,no_sel,no_samp,norm_scale",1,"(0, 20)",21418,1.0,-1.0,0.0,1.0,0.3000000000000004,0.3000000000000004,0.0,0.17647058823529407,0.5
"onehot_enc,mean_imp,no_samp,k_best_sel,min_max_scale",1,"(0, 20)",21418,0.08686302010285192,0.8971947103413938,0.05810626227579532,0.14504607686823506,0.26200000000000034,0.2322738386308068,0.10285714285714297,0.17259552042160742,0.3680952380952374
"onehot_enc,mean_imp,no_samp,no_sel,min_max_scale",2,"(0, 20)",21418,0.1101449275362319,0.8640429338103748,0.06598271169204081,0.18712205556062264,0.24000000000000016,0.20360824742268052,0.11714285714285723,0.16260162601625988,0.3219047619047616
"target_enc,median_imp,norm_scale,no_samp,k_best_sel",2,"(0, 20)",21418,1.0,-1.0,0.0,1.0,0.3000000000000004,0.3000000000000004,0.0,0.17647058823529407,0.5
"woe_enc,most_freq_imp,k_best_sel,quant_scale,no_samp",2,"(0, 20)",21418,0.1218793828892004,0.8539986559139778,0.07897386813427858,0.22230447959496366,0.25500000000000034,0.22082810539523173,0.11285714285714298,0.17034068136272554,0.3497619047619051
"onehot_enc,most_freq_imp,under_samp,no_sel,quant_scale",2,"(0, 20)",21418,0.12510023646560514,0.7653312501506695,0.08439744374811019,0.1802601472881457,0.3002083333333334,0.2963412396809359,0.3097395833333333,0.3031882691722119,0.3002083333333333
"woe_enc,mean_imp,k_best_sel,min_max_scale,no_samp",2,"(0, 20)",21418,0.1139784946236561,0.8632258064516114,0.060110270291827465,0.21002140915536532,0.24000000000000016,0.211779448621554,0.10142857142857142,0.16021361815754348,0.3323809523809519
"onehot_enc,mean_imp,under_samp,k_best_sel,min_max_scale",2,"(0, 20)",21418,0.14712429093121096,0.7172017966491979,0.13961009359565912,0.23025971053211136,0.2995052083333333,0.28693437304862324,0.3288541666666667,0.3086496661105603,0.2995052083333333
"woe_enc,most_freq_imp,under_samp,no_sel,quant_scale",2,"(0, 20)",21418,0.11357498398650445,0.7870564703983487,0.08523779359661869,0.1588949697338011,0.28690104166666675,0.2841804881226231,0.29296875,0.2886573107102252,0.28690104166666675
"onehot_enc,mean_imp,no_samp,k_best_sel,min_max_scale",2,"(0, 20)",21418,0.08686302010285192,0.8971947103413938,0.05810626227579532,0.14504607686823506,0.26200000000000034,0.2322738386308068,0.10285714285714297,0.17259552042160742,0.3680952380952374
"woe_enc,most_freq_imp,no_sel,quant_scale,no_samp",2,"(0, 20)",21418,0.11093969144460036,0.8642759094028831,0.07296184408618228,0.1875206605519109,0.2469999999999999,0.2107279693486587,0.11714285714285723,0.16655428186109236,0.3335714285714283
"onehot_enc,mean_imp,k_best_sel,min_max_scale,no_samp",2,"(0, 20)",21418,0.08686302010285192,0.8971947103413938,0.05810626227579532,0.14504607686823506,0.26200000000000034,0.2322738386308068,0.10285714285714297,0.17259552042160742,0.3680952380952374
"onehot_enc,most_freq_imp,under_samp,no_sel,quant_scale",3,"(0, 20)",21418,0.12510023646560514,0.7653312501506695,0.08439744374811019,0.1802601472881457,0.3002083333333334,0.2963412396809359,0.3097395833333333,0.3031882691722119,0.3002083333333333
"onehot_enc,mean_imp,no_samp,k_best_sel,min_max_scale",3,"(0, 20)",21418,0.08686302010285192,0.8971947103413938,0.05810626227579532,0.14504607686823506,0.26200000000000034,0.2322738386308068,0.10285714285714297,0.17259552042160742,0.3680952380952374
"woe_enc,mean_imp,no_samp,k_best_sel,min_max_scale",3,"(0, 20)",21418,0.1139784946236561,0.8632258064516114,0.060110270291827465,0.21002140915536532,0.24000000000000016,0.211779448621554,0.10142857142857142,0.16021361815754348,0.3323809523809519
"woe_enc,most_freq_imp,k_best_sel,quant_scale,no_samp",3,"(0, 20)",21418,0.1218793828892004,0.8539986559139778,0.07897386813427858,0.22230447959496366,0.25500000000000034,0.22082810539523173,0.11285714285714298,0.17034068136272554,0.3497619047619051
"woe_enc,mean_imp,k_best_sel,min_max_scale,no_samp",3,"(0, 20)",21418,0.1139784946236561,0.8632258064516114,0.060110270291827465,0.21002140915536532,0.24000000000000016,0.211779448621554,0.10142857142857142,0.16021361815754348,0.3323809523809519
"woe_enc,most_freq_imp,no_sel,quant_scale,no_samp",3,"(0, 20)",21418,0.11093969144460036,0.8642759094028831,0.07296184408618228,0.1875206605519109,0.2469999999999999,0.2107279693486587,0.11714285714285723,0.16655428186109236,0.3335714285714283
"onehot_enc,mean_imp,min_max_scale,no_samp,k_best_sel",3,"(0, 20)",21418,0.08686302010285192,0.8971947103413938,0.05810626227579532,0.14504607686823506,0.26200000000000034,0.2322738386308068,0.10285714285714297,0.17259552042160742,0.3680952380952374
"onehot_enc,mean_imp,no_samp,no_sel,min_max_scale",3,"(0, 20)",21418,0.1101449275362319,0.8640429338103748,0.06598271169204081,0.18712205556062264,0.24000000000000016,0.20360824742268052,0.11714285714285723,0.16260162601625988,0.3219047619047616
