pipe,gen,dp_acc_ratio,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"loo_enc,most_freq_imp,max_abs_scale,over_samp,k_best_sel",0,"(0, 10)",70011,0.4196891388096136,0.3456958320376025,0.23610439847869186,0.5015389624403088,0.19704660952669895,0.2133326250644248,0.1686393861245955,0.19160387747507288,0.19704660952669897
"onehot_enc,median_imp,under_samp,k_best_sel,min_max_scale",0,"(0, 10)",70011,0.47371128409209706,0.29647218375954704,0.3517288696394093,0.6666291123629028,0.21992670737150868,0.24331629973276825,0.17434797857416146,0.21033726003786613,0.21992670737150868
"loo_enc,mean_imp,no_scale,k_best_sel,over_samp",0,"(0, 10)",70011,0.4125475264023436,0.3523603195644432,0.22125839054679208,0.4811807369894803,0.1958301729368932,0.21084793143540195,0.1698567708333333,0.19087301831958686,0.1958301729368932
"target_enc,mean_imp,no_sel,no_scale,over_samp",0,"(0, 10)",70011,0.4068784693121123,0.3545855661502303,0.2209364405840715,0.472657053061793,0.1965248280744337,0.2086763758593604,0.1756560983009709,0.1925081698873628,0.1965248280744337
"woe_enc,median_imp,under_samp,no_sel,no_scale",0,"(0, 10)",70011,0.4112560265429422,0.35945721844344186,0.21388861555824445,0.4706346581086121,0.19107296582068609,0.20920373938613607,0.15988872592781533,0.18529477827478905,0.19107296582068609
"onehot_enc,most_freq_imp,k_best_sel,min_max_scale,under_samp",0,"(0, 10)",70011,0.4746047840932022,0.2959024335804803,0.3265212175240225,0.6485012505091281,0.21122146409896705,0.2357268620234568,0.1648466394592526,0.2018588563551292,0.21122146409896694
"ordinal_enc,median_imp,no_scale,no_sel,no_samp",0,"(0, 10)",70011,0.16158624822001555,0.167029962452297,0.2427218136665132,0.3118178764440173,0.18030773010656928,0.2847465034965034,0.582578752710113,0.472819521623581,0.31764455434858396
"woe_enc,most_freq_imp,norm_scale,no_sel,no_samp",0,"(0, 10)",70011,0.07891560672175288,-1.0,0.668363019508057,0.7162153964888753,0.2059826172414852,0.3622448979591833,0.6652212727968371,0.5609266538429369,0.3627684033887099
"count_enc,mean_imp,k_best_sel,no_samp,min_max_scale",0,"(0, 10)",70011,0.1892954195288125,0.13382041336984052,0.3005429500395825,0.385239610265427,0.17530174134701018,0.28993500098483344,0.5402372146409891,0.4418640656448363,0.2998920701036666
"count_enc,median_imp,over_samp,no_sel,norm_scale",0,"(0, 10)",70011,0.12445925089278105,-1.0,0.7047273585100017,0.7629089812164235,0.2779230506674757,0.27538733501067153,0.283569730987055,0.2795023167687453,0.2779230506674757
"woe_enc,median_imp,under_samp,no_sel,max_abs_scale",1,"(0, 10)",70011,0.42242743130420063,0.3518070187771389,0.22917198010299325,0.4986205519362722,0.19391161044509625,0.21536523738493796,0.15622010904221406,0.18686776808356315,0.19391161044509625
"loo_enc,most_freq_imp,no_scale,over_samp,k_best_sel",1,"(0, 10)",70011,0.4119754983270706,0.35158480093685585,0.22402732715374926,0.4837376785824696,0.19743913076456315,0.21150851197720674,0.17305129955501625,0.19273909468003736,0.19743913076456315
"woe_enc,most_freq_imp,under_samp,no_sel,no_scale",1,"(0, 10)",70011,0.4095046414590288,0.3619870353014956,0.2143563590887668,0.4696150880251575,0.19191389809973225,0.21026569318844213,0.16023346830761387,0.18602009307640044,0.1919138980997322
"loo_enc,median_imp,max_abs_scale,over_samp,k_best_sel",1,"(0, 10)",70011,0.42018721518267604,0.3456832808759676,0.23590043473236186,0.5009858297769391,0.19607099514563106,0.2127673252506932,0.1670060932443366,0.19053370447041004,0.1960709951456311
"count_enc,mean_imp,no_scale,k_best_sel,over_samp",1,"(0, 10)",70011,0.4081480396558211,0.3536437505158702,0.3588416011605014,0.6460521802475933,0.3041736195388349,0.312105348562626,0.2829193213996763,0.29782000168157713,0.3041736195388348
"loo_enc,mean_imp,k_best_sel,no_samp,min_max_scale",1,"(0, 10)",70011,0.19015909197137526,0.2086389201573217,0.2118918357353968,0.2977292204941569,0.16360062651638446,0.2823753462603876,0.4713684479020541,0.3912021737533963,0.2686737061516738
"loo_enc,most_freq_imp,max_abs_scale,over_samp,k_best_sel",1,"(0, 10)",70011,0.4196891388096136,0.3456958320376025,0.23610439847869186,0.5015389624403088,0.19704660952669895,0.2133326250644248,0.1686393861245955,0.19160387747507288,0.19704660952669897
"target_enc,mean_imp,no_sel,no_scale,over_samp",1,"(0, 10)",70011,0.4068784693121123,0.3545855661502303,0.2209364405840715,0.472657053061793,0.1965248280744337,0.2086763758593604,0.1756560983009709,0.1925081698873628,0.1965248280744337
"loo_enc,mean_imp,no_scale,k_best_sel,over_samp",1,"(0, 10)",70011,0.4125475264023436,0.3523603195644432,0.22125839054679208,0.4811807369894803,0.1958301729368932,0.21084793143540195,0.1698567708333333,0.19087301831958686,0.1958301729368932
"count_enc,mean_imp,k_best_sel,no_samp,min_max_scale",1,"(0, 10)",70011,0.1892954195288125,0.13382041336984052,0.3005429500395825,0.385239610265427,0.17530174134701018,0.28993500098483344,0.5402372146409891,0.4418640656448363,0.2998920701036666
"target_enc,mean_imp,no_sel,no_scale,over_samp",2,"(0, 10)",70011,0.4068784693121123,0.3545855661502303,0.2209364405840715,0.472657053061793,0.1965248280744337,0.2086763758593604,0.1756560983009709,0.1925081698873628,0.1965248280744337
"loo_enc,most_freq_imp,no_scale,over_samp,k_best_sel",2,"(0, 10)",70011,0.4119754983270706,0.35158480093685585,0.22402732715374926,0.4837376785824696,0.19743913076456315,0.21150851197720674,0.17305129955501625,0.19273909468003736,0.19743913076456315
"loo_enc,most_freq_imp,under_samp,no_sel,no_scale",2,"(0, 10)",70011,0.4093764543056875,0.3515089884376715,0.2249291047149034,0.4795219636701654,0.19715976119117465,0.20943600533401824,0.17601987947965822,0.19307808863259607,0.1971597611911746
"woe_enc,mean_imp,k_best_sel,no_samp,min_max_scale",2,"(0, 10)",70011,0.19203329236047575,0.2091465808855092,0.21785084164513094,0.3034313690456755,0.16224931666717865,0.2809181226447417,0.4646091059813805,0.38621244243000175,0.2654760740262887
"loo_enc,mean_imp,no_scale,k_best_sel,over_samp",2,"(0, 10)",70011,0.4125475264023436,0.3523603195644432,0.22125839054679208,0.4811807369894803,0.1958301729368932,0.21084793143540195,0.1698567708333333,0.19087301831958686,0.1958301729368932
"loo_enc,most_freq_imp,max_abs_scale,over_samp,k_best_sel",2,"(0, 10)",70011,0.4196891388096136,0.3456958320376025,0.23610439847869186,0.5015389624403088,0.19704660952669895,0.2133326250644248,0.1686393861245955,0.19160387747507288,0.19704660952669897
"loo_enc,median_imp,over_samp,k_best_sel,max_abs_scale",2,"(0, 10)",70011,0.4213303234838449,0.34423388521181875,0.2379771192882475,0.503578191383791,0.19626156705097084,0.21299482431578853,0.16710912216828475,0.19070232176408694,0.19626156705097084
"loo_enc,mean_imp,k_best_sel,no_samp,min_max_scale",2,"(0, 10)",70011,0.19015909197137526,0.2086389201573217,0.2118918357353968,0.2977292204941569,0.16360062651638446,0.2823753462603876,0.4713684479020541,0.3912021737533963,0.2686737061516738
"count_enc,mean_imp,k_best_sel,no_samp,min_max_scale",2,"(0, 10)",70011,0.1892954195288125,0.13382041336984052,0.3005429500395825,0.385239610265427,0.17530174134701018,0.28993500098483344,0.5402372146409891,0.4418640656448363,0.2998920701036666
"woe_enc,most_freq_imp,under_samp,no_sel,no_scale",2,"(0, 10)",70011,0.4095046414590288,0.3619870353014956,0.2143563590887668,0.4696150880251575,0.19191389809973225,0.21026569318844213,0.16023346830761387,0.18602009307640044,0.1919138980997322
"loo_enc,most_freq_imp,under_samp,no_sel,no_scale",3,"(0, 10)",70011,0.4093764543056875,0.3515089884376715,0.2249291047149034,0.4795219636701654,0.19715976119117465,0.20943600533401824,0.17601987947965822,0.19307808863259607,0.1971597611911746
"woe_enc,most_freq_imp,under_samp,no_sel,no_scale",3,"(0, 10)",70011,0.4095046414590288,0.3619870353014956,0.2143563590887668,0.4696150880251575,0.19191389809973225,0.21026569318844213,0.16023346830761387,0.18602009307640044,0.1919138980997322
