pipe,gen,mut_ratio,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"woe_enc,median_imp,max_abs_scale,over_samp,k_best_sel",0,0.0,49616,0.1979975279083699,1.5817660850047974,0.1885547210244016,0.3401824683192218,0.3291453646898432,0.3193416024091746,0.356275562372188,0.3383279386232591,0.3291453646898432
"onehot_enc,median_imp,over_samp,min_max_scale,no_sel",0,0.0,49616,0.1929104204130117,1.5615011326942636,0.1887255987326552,0.3265417947517721,0.3168029993183366,0.3062148374155296,0.3441227845944103,0.3257031802687671,0.3168029993183366
"woe_enc,mean_imp,norm_scale,under_samp,k_best_sel",0,0.0,49616,0.513132066143765,-1.0,0.4382710883703135,0.8967802502789463,0.4518570247096948,0.4518881336320025,0.4514456184174993,0.4516690822417932,0.4518570247096948
"woe_enc,median_imp,quant_scale,no_samp,k_best_sel",0,0.0,49616,0.1063862096585789,1.9811172668513413,0.1181632700377919,0.1850814182877124,0.2542127196955968,0.2717557251908396,0.6135565757493923,0.4950599858856745,0.3431791058706063
"woe_enc,most_freq_imp,min_max_scale,k_best_sel,over_samp",0,0.0,49616,0.1046373558113866,1.3010331394172012,0.0321749988146829,0.0771777955535105,0.1277479550102249,0.0544380845959562,0.2100140593047035,0.1392015262729498,0.1277479550102248
"target_enc,mean_imp,k_best_sel,over_samp,max_abs_scale",0,0.0,49616,0.1999840843781979,1.573595421497798,0.2037156338018182,0.3499144599004417,0.3409690269256987,0.3352267661138304,0.3583972392638037,0.3470207843502546,0.3409690269256987
"count_enc,mean_imp,max_abs_scale,no_samp,k_best_sel",0,0.0,49616,0.1309940230632272,2.6133392905012984,0.1764076038959531,0.2656042752123985,0.3005073382859214,0.395222584147665,0.6991628409397779,0.5981965734896305,0.3992065056777963
"count_enc,mean_imp,no_samp,quant_scale,k_best_sel",0,0.0,49616,0.1015710680854213,1.6888069945828377,0.1056703221967183,0.1548809126178351,0.2011233919188257,0.1859381617958493,0.4809613826627057,0.3660949868073875,0.2704057083729342
"ordinal_enc,mean_imp,no_sel,quant_scale,over_samp",0,0.0,49616,0.1064302895203221,1.3095882275147035,0.0092276645921846,0.0986007636033522,0.182991436605317,0.1180538233284359,0.267978868438991,0.1999885945914714,0.1829914366053169
"count_enc,mean_imp,min_max_scale,over_samp,no_sel",0,0.0,49616,0.1938473889645784,1.5505835676505122,0.2004688429368918,0.3354087180989274,0.3325898943421948,0.3262966579323018,0.3507072256305386,0.3387308955225694,0.3325898943421948
"woe_enc,median_imp,quant_scale,no_samp,k_best_sel",1,0.0,49616,0.1063862096585789,1.9811172668513413,0.1181632700377919,0.1850814182877124,0.2542127196955968,0.2717557251908396,0.6135565757493923,0.4950599858856745,0.3431791058706063
"count_enc,mean_imp,max_abs_scale,no_samp,k_best_sel",1,0.0,49616,0.1309940230632272,2.6133392905012984,0.1764076038959531,0.2656042752123985,0.3005073382859214,0.395222584147665,0.6991628409397779,0.5981965734896305,0.3992065056777963
"onehot_enc,median_imp,over_samp,min_max_scale,k_best_sel",1,0.0,49616,0.1981051558432248,1.580383645138903,0.1891907596013451,0.3404327663192065,0.329354124062713,0.320015599161122,0.3552978016359918,0.3381310588384871,0.329354124062713
"woe_enc,most_freq_imp,min_max_scale,no_sel,over_samp",1,0.0,49616,0.1047492186334573,1.3007866455733428,0.0313152051254596,0.0795818918415454,0.1299218217450579,0.0578280146918671,0.2114476823449215,0.1414586906584295,0.1299218217450578
"woe_enc,median_imp,quant_scale,no_samp,no_sel",1,0.0,49616,0.1062386363471468,1.817780470914129,0.1157839787595646,0.1792400918129894,0.24406595397717,0.2707860063607454,0.5665676478530914,0.4563008130081305,0.3239109541242286
"ordinal_enc,mean_imp,k_best_sel,quant_scale,over_samp",1,0.0,49616,0.1895925464852515,1.4871403150642122,0.1865392320910324,0.3278848919254893,0.3382796523517382,0.3433200714182629,0.3222051806407636,0.332931144087302,0.3382796523517382
"woe_enc,median_imp,max_abs_scale,over_samp,k_best_sel",1,0.0,49616,0.1979975279083699,1.5817660850047974,0.1885547210244016,0.3401824683192218,0.3291453646898432,0.3193416024091746,0.356275562372188,0.3383279386232591,0.3291453646898432
"onehot_enc,median_imp,over_samp,min_max_scale,no_sel",1,0.0,49616,0.1929104204130117,1.5615011326942636,0.1887255987326552,0.3265417947517721,0.3168029993183366,0.3062148374155296,0.3441227845944103,0.3257031802687671,0.3168029993183366
"count_enc,mean_imp,no_samp,quant_scale,k_best_sel",1,0.0,49616,0.1015710680854213,1.6888069945828377,0.1056703221967183,0.1548809126178351,0.2011233919188257,0.1859381617958493,0.4809613826627057,0.3660949868073875,0.2704057083729342
"ordinal_enc,mean_imp,no_sel,quant_scale,over_samp",1,0.0,49616,0.1064302895203221,1.3095882275147035,0.0092276645921846,0.0986007636033522,0.182991436605317,0.1180538233284359,0.267978868438991,0.1999885945914714,0.1829914366053169
"count_enc,mean_imp,max_abs_scale,no_samp,no_sel",2,0.0,49616,0.1256721695888698,2.363114612188366,0.166840204226307,0.2511101362075822,0.297155281753941,0.3901298701298696,0.6829597623548478,0.5828002842928222,0.3926727918795371
"woe_enc,most_freq_imp,min_max_scale,k_best_sel,over_samp",2,0.0,49616,0.1046373558113866,1.3010331394172012,0.0321749988146829,0.0771777955535105,0.1277479550102249,0.0544380845959562,0.2100140593047035,0.1392015262729498,0.1277479550102248
"woe_enc,median_imp,quant_scale,no_samp,no_sel",2,0.0,49616,0.1062386363471468,1.817780470914129,0.1157839787595646,0.1792400918129894,0.24406595397717,0.2707860063607454,0.5665676478530914,0.4563008130081305,0.3239109541242286
"count_enc,mean_imp,no_samp,quant_scale,k_best_sel",2,0.0,49616,0.1015710680854213,1.6888069945828377,0.1056703221967183,0.1548809126178351,0.2011233919188257,0.1859381617958493,0.4809613826627057,0.3660949868073875,0.2704057083729342
"woe_enc,median_imp,quant_scale,no_samp,k_best_sel",2,0.0,49616,0.1063862096585789,1.9811172668513413,0.1181632700377919,0.1850814182877124,0.2542127196955968,0.2717557251908396,0.6135565757493923,0.4950599858856745,0.3431791058706063
"woe_enc,median_imp,max_abs_scale,over_samp,no_sel",2,0.0,49616,0.1957529961520221,1.5713307437067603,0.1923654752734218,0.332585004827016,0.3177583929788684,0.3077308707734063,0.343837338104976,0.3262705226958327,0.3177583929788684
"ordinal_enc,mean_imp,no_sel,quant_scale,over_samp",2,0.0,49616,0.1064302895203221,1.3095882275147035,0.0092276645921846,0.0986007636033522,0.182991436605317,0.1180538233284359,0.267978868438991,0.1999885945914714,0.1829914366053169
"ordinal_enc,mean_imp,k_best_sel,quant_scale,over_samp",2,0.0,49616,0.1895925464852515,1.4871403150642122,0.1865392320910324,0.3278848919254893,0.3382796523517382,0.3433200714182629,0.3222051806407636,0.332931144087302,0.3382796523517382
"count_enc,mean_imp,max_abs_scale,no_samp,k_best_sel",2,0.0,49616,0.1309940230632272,2.6133392905012984,0.1764076038959531,0.2656042752123985,0.3005073382859214,0.395222584147665,0.6991628409397779,0.5981965734896305,0.3992065056777963
"onehot_enc,median_imp,over_samp,min_max_scale,no_sel",2,0.0,49616,0.1929104204130117,1.5615011326942636,0.1887255987326552,0.3265417947517721,0.3168029993183366,0.3062148374155296,0.3441227845944103,0.3257031802687671,0.3168029993183366
"count_enc,mean_imp,no_samp,quant_scale,k_best_sel",3,0.0,49616,0.1015710680854213,1.6888069945828377,0.1056703221967183,0.1548809126178351,0.2011233919188257,0.1859381617958493,0.4809613826627057,0.3660949868073875,0.2704057083729342
"woe_enc,median_imp,quant_scale,no_samp,k_best_sel",3,0.0,49616,0.1063862096585789,1.9811172668513413,0.1181632700377919,0.1850814182877124,0.2542127196955968,0.2717557251908396,0.6135565757493923,0.4950599858856745,0.3431791058706063
"woe_enc,median_imp,quant_scale,no_samp,no_sel",3,0.0,49616,0.1062386363471468,1.817780470914129,0.1157839787595646,0.1792400918129894,0.24406595397717,0.2707860063607454,0.5665676478530914,0.4563008130081305,0.3239109541242286
"ordinal_enc,mean_imp,no_sel,quant_scale,over_samp",3,0.0,49616,0.1064302895203221,1.3095882275147035,0.0092276645921846,0.0986007636033522,0.182991436605317,0.1180538233284359,0.267978868438991,0.1999885945914714,0.1829914366053169
"count_enc,mean_imp,max_abs_scale,no_samp,no_sel",3,0.0,49616,0.1256721695888698,2.363114612188366,0.166840204226307,0.2511101362075822,0.297155281753941,0.3901298701298696,0.6829597623548478,0.5828002842928222,0.3926727918795371
"woe_enc,most_freq_imp,min_max_scale,k_best_sel,over_samp",3,0.0,49616,0.1046373558113866,1.3010331394172012,0.0321749988146829,0.0771777955535105,0.1277479550102249,0.0544380845959562,0.2100140593047035,0.1392015262729498,0.1277479550102248
"ordinal_enc,mean_imp,k_best_sel,quant_scale,over_samp",3,0.0,49616,0.1895925464852515,1.4871403150642122,0.1865392320910324,0.3278848919254893,0.3382796523517382,0.3433200714182629,0.3222051806407636,0.332931144087302,0.3382796523517382
"count_enc,mean_imp,max_abs_scale,no_samp,k_best_sel",3,0.0,49616,0.1309940230632272,2.6133392905012984,0.1764076038959531,0.2656042752123985,0.3005073382859214,0.395222584147665,0.6991628409397779,0.5981965734896305,0.3992065056777963
"onehot_enc,median_imp,over_samp,min_max_scale,no_sel",3,0.0,49616,0.1929104204130117,1.5615011326942636,0.1887255987326552,0.3265417947517721,0.3168029993183366,0.3062148374155296,0.3441227845944103,0.3257031802687671,0.3168029993183366
"woe_enc,median_imp,max_abs_scale,over_samp,no_sel",3,0.0,49616,0.1957529961520221,1.5713307437067603,0.1923654752734218,0.332585004827016,0.3177583929788684,0.3077308707734063,0.343837338104976,0.3262705226958327,0.3177583929788684
"woe_enc,mean_imp,min_max_scale,k_best_sel,over_samp",4,0.0,49616,0.1984482414791028,1.5661283537316957,0.2031865921991936,0.347079826675804,0.3405525732788003,0.3350284452376719,0.357300187457396,0.3463561659154957,0.3405525732788003
"count_enc,most_freq_imp,max_abs_scale,no_samp,no_sel",4,0.0,49616,0.0766664393331485,1.372882121495493,0.0478629938531169,0.0550000354578426,0.0886030077912663,0.0173574211831385,0.2508776667566841,0.1498620901011341,0.1287789833442587
"woe_enc,most_freq_imp,quant_scale,k_best_sel,over_samp",4,0.0,49616,0.1216214057336955,1.3706754984899887,0.0514674888742038,0.1365826702410287,0.1974448278800272,0.1305645571431519,0.2879537321063394,0.2170946926201644,0.1974448278800272
"count_enc,mean_imp,no_samp,min_max_scale,k_best_sel",4,0.0,49616,0.1309789319871317,2.6183739881128463,0.1780909884825861,0.2664192273196568,0.3000543576734917,0.3936922240348012,0.6988927896300297,0.5976181883796462,0.3987988147195824
"woe_enc,median_imp,no_sel,quant_scale,no_samp",4,0.0,49616,0.1062386363471468,1.817780470914129,0.1157839787595646,0.1792400918129894,0.24406595397717,0.2707860063607454,0.5665676478530914,0.4563008130081305,0.3239109541242286
"ordinal_enc,mean_imp,quant_scale,over_samp,no_sel",4,0.0,49616,0.106832293526751,1.3112450236493538,0.0097509925866246,0.0988646361075821,0.1827507242672119,0.1175464387188724,0.2679809986366734,0.1997776752297471,0.1827507242672119
"woe_enc,median_imp,quant_scale,no_samp,k_best_sel",4,0.0,49616,0.1063862096585789,1.9811172668513413,0.1181632700377919,0.1850814182877124,0.2542127196955968,0.2717557251908396,0.6135565757493923,0.4950599858856745,0.3431791058706063
"count_enc,mean_imp,max_abs_scale,no_samp,k_best_sel",4,0.0,49616,0.1309940230632272,2.6133392905012984,0.1764076038959531,0.2656042752123985,0.3005073382859214,0.395222584147665,0.6991628409397779,0.5981965734896305,0.3992065056777963
"woe_enc,median_imp,quant_scale,no_samp,no_sel",4,0.0,49616,0.1062386363471468,1.817780470914129,0.1157839787595646,0.1792400918129894,0.24406595397717,0.2707860063607454,0.5665676478530914,0.4563008130081305,0.3239109541242286
"count_enc,mean_imp,no_samp,quant_scale,k_best_sel",4,0.0,49616,0.1015710680854213,1.6888069945828377,0.1056703221967183,0.1548809126178351,0.2011233919188257,0.1859381617958493,0.4809613826627057,0.3660949868073875,0.2704057083729342
"woe_enc,median_imp,no_sel,quant_scale,no_samp",5,0.0,49616,0.1062386363471468,1.817780470914129,0.1157839787595646,0.1792400918129894,0.24406595397717,0.2707860063607454,0.5665676478530914,0.4563008130081305,0.3239109541242286
"woe_enc,median_imp,quant_scale,no_samp,no_sel",5,0.0,49616,0.1062386363471468,1.817780470914129,0.1157839787595646,0.1792400918129894,0.24406595397717,0.2707860063607454,0.5665676478530914,0.4563008130081305,0.3239109541242286
"woe_enc,most_freq_imp,quant_scale,k_best_sel,over_samp",5,0.0,49616,0.1216214057336955,1.3706754984899887,0.0514674888742038,0.1365826702410287,0.1974448278800272,0.1305645571431519,0.2879537321063394,0.2170946926201644,0.1974448278800272
"count_enc,most_freq_imp,no_samp,max_abs_scale,no_sel",5,0.0,49616,0.0766664393331485,1.372882121495493,0.0478629938531169,0.0550000354578426,0.0886030077912663,0.0173574211831385,0.2508776667566841,0.1498620901011341,0.1287789833442587
