pipe,gen,reps,seed,dp,dpr,eo,eqOdds,accu,precision,recall,f1,roc_auc
"onehot_enc,median_imp,min_max_scale,no_sel,over_samp",0,accu_dp,65436,0.1169934458467991,0.7778661453869419,0.06793702454660568,0.1501527708175723,0.2597321428571429,0.2534209759372195,0.27238839285714284,0.26305242431266296,0.2597321428571429
"woe_enc,mean_imp,k_best_sel,quant_scale,under_samp",0,accu_dp,65436,0.11045086796676276,0.790537255902706,0.0834838024217637,0.15229414393672602,0.2838802083333333,0.27805259335931154,0.29703125,0.28771537024761795,0.2838802083333333
"woe_enc,most_freq_imp,no_samp,min_max_scale,k_best_sel",0,accu_dp,65436,0.1172043010752688,0.8593548387096774,0.060110270291827465,0.21919572108197066,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"ordinal_enc,most_freq_imp,k_best_sel,norm_scale,no_samp",0,accu_dp,65436,1.0,-1.0,0.0,1.0,0.3000000000000004,0.3000000000000004,0.0,0.17647058823529407,0.5
"onehot_enc,mean_imp,no_sel,quant_scale,under_samp",0,accu_dp,65436,0.11379268150718078,0.7858452462504872,0.06929584766969606,0.16388942805299972,0.3003645833333333,0.2964556463917241,0.31,0.30336913649018393,0.3003645833333333
"onehot_enc,median_imp,k_best_sel,no_scale,no_samp",0,accu_dp,65436,0.12978027115474516,0.8448034885671162,0.09189523325257473,0.236522736975136,0.26200000000000034,0.2248743718592968,0.11857142857142837,0.1751336898395722,0.3576190476190473
"onehot_enc,mean_imp,no_sel,no_samp,min_max_scale",0,accu_dp,65436,0.1101449275362319,0.8640429338103748,0.06598271169204081,0.18712205556062264,0.24000000000000016,0.20360824742268052,0.11714285714285723,0.16260162601625988,0.3219047619047616
"woe_enc,mean_imp,norm_scale,k_best_sel,under_samp",0,accu_dp,65436,0.3142146892037604,-1.0,0.4735907330013042,0.6183728430930472,0.3252083333333335,0.25946976826518703,0.46203125,0.3770110600721033,0.3252083333333334
"onehot_enc,most_freq_imp,k_best_sel,under_samp,min_max_scale",0,accu_dp,65436,0.14714338299381505,0.7154973977314733,0.13727304293688555,0.2367802538980268,0.3076822916666666,0.2938001630215389,0.3411458333333333,0.318376229368242,0.3076822916666666
"onehot_enc,mean_imp,no_sel,min_max_scale,no_samp",1,accu_dp,65436,0.1101449275362319,0.8640429338103748,0.06598271169204081,0.18712205556062264,0.24000000000000016,0.20360824742268052,0.11714285714285723,0.16260162601625988,0.3219047619047616
"onehot_enc,median_imp,k_best_sel,no_samp,no_scale",1,accu_dp,65436,0.12978027115474516,0.8448034885671162,0.09189523325257473,0.236522736975136,0.26200000000000034,0.2248743718592968,0.11857142857142837,0.1751336898395722,0.3576190476190473
"onehot_enc,mean_imp,no_sel,no_samp,min_max_scale",1,accu_dp,65436,0.1101449275362319,0.8640429338103748,0.06598271169204081,0.18712205556062264,0.24000000000000016,0.20360824742268052,0.11714285714285723,0.16260162601625988,0.3219047619047616
"onehot_enc,median_imp,min_max_scale,no_sel,over_samp",1,accu_dp,65436,0.1169934458467991,0.7778661453869419,0.06793702454660568,0.1501527708175723,0.2597321428571429,0.2534209759372195,0.27238839285714284,0.26305242431266296,0.2597321428571429
"woe_enc,mean_imp,k_best_sel,quant_scale,under_samp",1,accu_dp,65436,0.11045086796676276,0.790537255902706,0.0834838024217637,0.15229414393672602,0.2838802083333333,0.27805259335931154,0.29703125,0.28771537024761795,0.2838802083333333
"onehot_enc,most_freq_imp,k_best_sel,under_samp,min_max_scale",1,accu_dp,65436,0.14714338299381505,0.7154973977314733,0.13727304293688555,0.2367802538980268,0.3076822916666666,0.2938001630215389,0.3411458333333333,0.318376229368242,0.3076822916666666
"woe_enc,most_freq_imp,no_samp,min_max_scale,k_best_sel",1,accu_dp,65436,0.1172043010752688,0.8593548387096774,0.060110270291827465,0.21919572108197066,0.2390000000000003,0.21079046424090328,0.10142857142857142,0.1596526386105543,0.3307142857142861
"ordinal_enc,most_freq_imp,k_best_sel,norm_scale,no_samp",1,accu_dp,65436,1.0,-1.0,0.0,1.0,0.3000000000000004,0.3000000000000004,0.0,0.17647058823529407,0.5
"onehot_enc,median_imp,k_best_sel,no_scale,no_samp",1,accu_dp,65436,0.12978027115474516,0.8448034885671162,0.09189523325257473,0.236522736975136,0.26200000000000034,0.2248743718592968,0.11857142857142837,0.1751336898395722,0.3576190476190473
"woe_enc,mean_imp,k_best_sel,quant_scale,under_samp",2,accu_dp,65436,0.11045086796676276,0.790537255902706,0.0834838024217637,0.15229414393672602,0.2838802083333333,0.27805259335931154,0.29703125,0.28771537024761795,0.2838802083333333
"onehot_enc,median_imp,k_best_sel,no_scale,no_samp",2,accu_dp,65436,0.12978027115474516,0.8448034885671162,0.09189523325257473,0.236522736975136,0.26200000000000034,0.2248743718592968,0.11857142857142837,0.1751336898395722,0.3576190476190473
"onehot_enc,mean_imp,no_sel,min_max_scale,no_samp",2,accu_dp,65436,0.1101449275362319,0.8640429338103748,0.06598271169204081,0.18712205556062264,0.24000000000000016,0.20360824742268052,0.11714285714285723,0.16260162601625988,0.3219047619047616
"onehot_enc,median_imp,min_max_scale,no_sel,over_samp",2,accu_dp,65436,0.1169934458467991,0.7778661453869419,0.06793702454660568,0.1501527708175723,0.2597321428571429,0.2534209759372195,0.27238839285714284,0.26305242431266296,0.2597321428571429
