pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,reps,seed
"woe_enc,median_imp,max_abs_scale,k_best_sel,under_samp",0.8044366197183099,0.5645154939559791,1.4325163025268302,0.20321637426900585,0.21408450704225357,0.1842105263157895,0.19942611190817783,0.20321637426900574,0.18697508896797152,0,accu_dp,30513
"onehot_enc,mean_imp,norm_scale,under_samp,no_sel",0.34413965087281795,0.42201834862385323,0.6788676636923464,0.3435672514619883,0.32343234323432346,0.4005847953216374,0.3643410852713178,0.3435672514619882,-1.0,0,accu_dp,30513
"woe_enc,median_imp,no_samp,min_max_scale,no_sel",0.8649228935080419,0.7852896011339922,1.492317141494866,0.17845117845117842,0.2149532710280374,0.26315789473684215,0.23981900452488691,0.1944204774230659,0.06025678698434211,0,accu_dp,30513
"onehot_enc,median_imp,norm_scale,no_sel,over_samp",0.33073322932917315,0.43352601156069365,0.6771157551504372,0.3387978142076503,0.3152400835073069,0.4025500910746812,0.3618677042801556,0.3387978142076502,-1.0,0,accu_dp,30513
"onehot_enc,mean_imp,no_sel,no_scale,over_samp",0.7691975974125982,0.5687534171678513,1.2325710809855153,0.1885245901639344,0.1797752808988764,0.20218579234972678,0.1911357340720221,0.1885245901639344,0.18012585499316006,0,accu_dp,30513
"woe_enc,mean_imp,quant_scale,no_sel,over_samp",0.8091975308641975,0.6444444444444445,1.4613960113960114,0.22040072859744986,0.22540250447227195,0.21129326047358832,0.2184115523465704,0.22040072859744997,0.1798673673673674,0,accu_dp,30513
"loo_enc,most_freq_imp,no_samp,k_best_sel,max_abs_scale",0.9303061078055834,0.8721502539670041,1.746081877898628,0.19865319865319864,0.2445820433436533,0.2865497076023392,0.2661654135338346,0.21522385197967608,0.035920403132167635,0,accu_dp,30513
"target_enc,mean_imp,no_sel,under_samp,quant_scale",0.864296855035556,0.7247706422018348,1.6260035189141635,0.2207602339181286,0.21492537313432836,0.23099415204678364,0.223042836041359,0.2207602339181286,0.13263826249977895,0,accu_dp,30513
"onehot_enc,most_freq_imp,quant_scale,no_sel,no_samp",0.8007097992029938,0.7050832775524669,1.3413605804964366,0.18855218855218858,0.2314814814814815,0.27192982456140347,0.25225225225225223,0.20427092320966345,0.09233618429696738,0,accu_dp,30513
"woe_enc,most_freq_imp,over_samp,norm_scale,k_best_sel",0.30171073094867806,0.4514285714285714,0.6608302808302808,0.30601092896174864,0.28910891089108914,0.3460837887067395,0.31878557874762814,0.30601092896174853,-1.0,0,accu_dp,30513
"onehot_enc,median_imp,no_sel,no_scale,over_samp",0.7841771288209607,0.61464437727469,1.2559074352044146,0.1876138433515483,0.17580340264650285,0.20582877959927137,0.19109461966604824,0.18761384335154818,0.16476017441860466,1,accu_dp,30513
"woe_enc,mean_imp,no_samp,min_max_scale,no_sel",0.8631897912550089,0.7761152892073867,1.4831428295682603,0.17732884399551063,0.2142857142857143,0.26023391812865493,0.23795180722891562,0.1929584891189723,0.0621398115776028,1,accu_dp,30513
