pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,acc_dp_reps,seed
"onehot_enc,mean_imp,max_abs_scale,over_samp,no_sel",0.7409703281262914,0.5264818270683373,1.2178398517596951,0.2040072859744991,0.2093023255813954,0.1948998178506374,0.2021660649819495,0.204007285974499,0.2204008869950867,0,"(0, 20)",92350
"ordinal_enc,most_freq_imp,no_sel,over_samp,min_max_scale",0.8373919232301631,0.7087355963874182,1.536845757830913,0.2194899817850637,0.2126865671641791,0.2313296903460837,0.2221198156682028,0.2194899817850637,0.1402278917391866,0,"(0, 20)",92350
"ordinal_enc,mean_imp,k_best_sel,under_samp,norm_scale",0.3167082294264339,0.4495412844036697,0.6789933391981903,0.3318713450292397,0.303754266211604,0.4035087719298246,0.3574803149606299,0.3318713450292399,-1.0,0,"(0, 20)",92350
"onehot_enc,median_imp,max_abs_scale,k_best_sel,under_samp",0.7844611528822055,0.6146788990825688,1.4629547611515343,0.2383040935672514,0.2587601078167115,0.195906432748538,0.2286115007012623,0.2383040935672514,0.2155388471177944,0,"(0, 20)",92350
"target_enc,mean_imp,under_samp,quant_scale,no_sel",0.8259909771801498,0.6697247706422018,1.5291153800328112,0.22953216374269,0.2379603399433427,0.2134502923976607,0.2258992805755394,0.2295321637426899,0.1682529881356679,0,"(0, 20)",92350
"ordinal_enc,most_freq_imp,under_samp,min_max_scale,k_best_sel",0.842783934124655,0.7161869512147104,1.6004277104554696,0.239766081871345,0.2412790697674418,0.2368421052631578,0.239067055393586,0.239766081871345,0.1483756749579534,0,"(0, 20)",92350
"woe_enc,mean_imp,k_best_sel,under_samp,min_max_scale",0.8418670438472419,0.6379099893688231,1.5420571224377015,0.2032163742690058,0.2005899705014749,0.2076023391812865,0.2041116005873715,0.2032163742690058,0.1520763587150082,0,"(0, 20)",92350
"woe_enc,median_imp,k_best_sel,norm_scale,no_samp",0.1854419410745234,0.6146788990825688,0.7535677879714577,0.303030303030303,0.356,0.5292397660818713,0.456081081081081,0.3456763493433036,-1.0,0,"(0, 20)",92350
"woe_enc,median_imp,over_samp,no_sel,quant_scale",0.8269036572052402,0.6802325581395349,1.495522206762517,0.2158469945355191,0.217391304347826,0.2131147540983606,0.215258855585831,0.2158469945355191,0.1602619179600886,0,"(0, 20)",92350
"ordinal_enc,most_freq_imp,min_max_scale,no_samp,no_sel",0.8733069136429368,0.8415167145725873,1.5995888893114287,0.2031425364758697,0.2476489028213165,0.2982456140350877,0.2738275340393343,0.2210718051960502,0.0544194107452339,0,"(0, 20)",92350
"onehot_enc,mean_imp,min_max_scale,over_samp,no_sel",0.7516572335797277,0.5300546448087432,1.238031852785951,0.1994535519125683,0.2064056939501779,0.1876138433515483,0.1971197119711971,0.1994535519125684,0.2149748051164994,1,"(0, 20)",92350
"ordinal_enc,most_freq_imp,no_sel,over_samp,max_abs_scale",0.8447036809836976,0.7264381700135889,1.5647572583326772,0.226775956284153,0.2180451127819549,0.2422586520947176,0.2303422756706753,0.2267759562841529,0.1400420764703214,1,"(0, 20)",92350
"woe_enc,median_imp,no_sel,norm_scale,no_samp",0.1854419410745234,0.6146788990825688,0.7535677879714577,0.303030303030303,0.3548387096774194,0.5321637426900585,0.4576271186440678,0.346227590835011,-1.0,1,"(0, 20)",92350
