pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,dp_acc_ratio,seed
"woe_enc,median_imp,min_max_scale,no_sel,no_samp",0.09658719027582985,0.03910308178546147,0.17724612419864166,0.242,0.20865139949109412,0.11142857142857143,0.16285329744279942,0.32904761904761903,0.8816249355411677,0,"(0, 10)",13239
"count_enc,median_imp,norm_scale,k_best_sel,over_samp",0.5129310344827587,0.4079601990049751,0.8604316818947089,0.4107142857142857,0.40657698056801195,0.43285714285714283,0.4200146092037984,0.4107142857142857,-1.0,0,"(0, 10)",13239
"loo_enc,median_imp,no_scale,no_samp,k_best_sel",0.1159420289855072,0.07828592508399884,0.23448939306997313,0.276,0.25909090909090904,0.06857142857142862,0.1746835443037974,0.41428571428571437,0.8734177215189873,0,"(0, 10)",13239
"target_enc,median_imp,no_samp,no_sel,no_scale",0.09050958391771857,0.05921295326972352,0.17223471223989506,0.278,0.25350467289719625,0.08714285714285719,0.17866323907455017,0.4052380952380953,0.8976203067160232,0,"(0, 10)",13239
"onehot_enc,median_imp,quant_scale,under_samp,k_best_sel",0.14211149444310062,0.11044973544973546,0.20963797695989445,0.29833333333333334,0.29209621993127144,0.31333333333333335,0.3028764805414551,0.29833333333333334,0.7322251007484168,0,"(0, 10)",13239
"woe_enc,mean_imp,under_samp,quant_scale,no_sel",0.09651750021930106,0.10793650793650794,0.1429045659604284,0.31000000000000005,0.3087248322147651,0.31333333333333335,0.311036789297659,0.31000000000000005,0.8174362377927372,0,"(0, 10)",13239
"loo_enc,median_imp,no_sel,norm_scale,no_samp",1.0,0.0,1.0,0.30000000000000004,0.30000000000000004,0.0,0.17647058823529416,0.5,-1.0,0,"(0, 10)",13239
"woe_enc,most_freq_imp,no_sel,min_max_scale,over_samp",0.1614918176504968,0.09278258008554424,0.21188733756668549,0.25071428571428567,0.23680241327300156,0.27714285714285714,0.2575201760821717,0.2507142857142858,0.6941542718782429,0,"(0, 10)",13239
"onehot_enc,most_freq_imp,no_scale,under_samp,no_sel",0.13017582608479855,0.07828960958479653,0.21023638896901287,0.2816666666666666,0.2794612794612794,0.2866666666666666,0.28308207705192634,0.2816666666666666,0.7585055936651167,0,"(0, 10)",13239
"ordinal_enc,mean_imp,no_sel,under_samp,max_abs_scale",0.1782334994013826,0.1465909090909091,0.26672155897803146,0.28833333333333333,0.2918032786885246,0.28,0.2859504132231405,0.28833333333333333,0.6842501368363437,0,"(0, 10)",13239
