pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,dp_acc_reps,seed
"ordinal_enc,most_freq_imp,under_samp,no_sel,norm_scale",0.32,0.47706422018348627,0.7210504744790189,0.3435672514619883,0.313588850174216,0.42397660818713445,0.37360890302066774,0.3435672514619883,-1.0,0,"(0, 20)",95648
"woe_enc,mean_imp,no_scale,k_best_sel,over_samp",0.7761924984246144,0.556406917229474,1.3180403455295688,0.20036429872495443,0.20884955752212386,0.18579234972677594,0.19748653500897673,0.20036429872495443,0.20082230230540843,0,"(0, 20)",95648
"count_enc,most_freq_imp,k_best_sel,min_max_scale,over_samp",0.8200000000000001,0.647289972899729,1.4894077316841545,0.21766848816029138,0.2192028985507246,0.21493624772313302,0.2170753860127158,0.21766848816029127,0.16891891891891891,0,"(0, 20)",95648
"count_enc,mean_imp,no_samp,k_best_sel,quant_scale",0.8646414023777722,0.7858802220734733,1.5235345430611276,0.18855218855218858,0.2314814814814815,0.27192982456140347,0.25225225225225223,0.20427092320966345,0.0638020677702743,0,"(0, 20)",95648
"woe_enc,median_imp,under_samp,k_best_sel,min_max_scale",0.7992424242424243,0.5602236484624169,1.4297833570465157,0.21052631578947367,0.22346368715083798,0.1871345029239766,0.20571428571428574,0.21052631578947367,0.18950064020486557,0,"(0, 20)",95648
"onehot_enc,most_freq_imp,over_samp,quant_scale,k_best_sel",0.8153846153846154,0.6373626373626373,1.521978021978022,0.22859744990892528,0.23767605633802813,0.21129326047358832,0.22470904207699194,0.2285974499089254,0.18461538461538463,0,"(0, 20)",95648
"count_enc,mean_imp,k_best_sel,no_scale,under_samp",0.7911091353634141,0.6012127416624011,1.389307979757639,0.20467836257309946,0.20977011494252873,0.19590643274853803,0.2028985507246377,0.20467836257309935,0.19424069546318934,0,"(0, 20)",95648
"woe_enc,mean_imp,no_samp,k_best_sel,no_scale",0.8374747485897847,0.7222506595267157,1.4470844676938572,0.19079685746352415,0.2425149700598802,0.26023391812865493,0.25147928994082847,0.20388745086760607,0.08691989216252646,0,"(0, 20)",95648
"count_enc,most_freq_imp,under_samp,max_abs_scale,no_sel",0.8397374827987721,0.6880733944954128,1.5686891220150896,0.2222222222222222,0.22383720930232553,0.2192982456140351,0.22157434402332354,0.2222222222222222,0.15727412758272694,0,"(0, 20)",95648
"count_enc,mean_imp,no_sel,norm_scale,under_samp",0.20100502512562815,0.6422018348623854,0.7840703469731121,0.26608187134502925,0.2674418604651163,0.26315789473684215,0.26530612244897966,0.26608187134502925,-1.0,0,"(0, 20)",95648
