pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,dp_acc_reps,seed
"loo_enc,median_imp,over_samp,k_best_sel,quant_scale",0.15191765855902478,0.09471679677763489,0.21426086127582783,0.2785714285714286,0.2753623188405797,0.2857142857142857,0.28057553956834536,0.27857142857142847,0.7203877741088816,0,"(0, 20)",77398
"onehot_enc,median_imp,over_samp,max_abs_scale,k_best_sel",0.20472261735419633,0.1891743686377731,0.3212466074232842,0.2928571428571428,0.27963525835866265,0.32285714285714284,0.30191458026509577,0.2928571428571429,0.6205041662271912,0,"(0, 20)",77398
"woe_enc,mean_imp,max_abs_scale,no_samp,no_sel",0.10014025245441793,0.04007019013150681,0.18738754447129252,0.244,0.2084398976982097,0.11571428571428577,0.16464237516869096,0.32952380952380955,0.8768328445747801,0,"(0, 20)",77398
"target_enc,most_freq_imp,no_sel,no_scale,over_samp",0.09344563617541218,0.05373931943488969,0.12345387120595805,0.2864285714285715,0.2804698972099853,0.30000000000000004,0.2903692976104272,0.2864285714285715,0.8189965624488459,0,"(0, 20)",77398
"woe_enc,mean_imp,min_max_scale,no_sel,no_samp",0.09513791491351098,0.046082214179602995,0.16457974047769602,0.241,0.20764331210191078,0.11142857142857143,0.16228956228956226,0.32738095238095233,0.8831936631844794,0,"(0, 20)",77398
"woe_enc,median_imp,over_samp,k_best_sel,no_scale",0.14955203955965435,0.08981146372346685,0.2304708043828075,0.26857142857142857,0.2658959537572254,0.27428571428571424,0.2701149425287356,0.26857142857142857,0.7240374357061697,0,"(0, 20)",77398
"woe_enc,most_freq_imp,k_best_sel,over_samp,no_scale",0.15514896946102763,0.12857555907835572,0.23534798128701956,0.2707142857142857,0.2608047690014903,0.2914285714285715,0.276440554339898,0.2707142857142857,0.7070440616564229,0,"(0, 20)",77398
"woe_enc,median_imp,under_samp,k_best_sel,norm_scale",0.5783783783783784,0.34210526315789475,0.8650410429744084,0.44499999999999995,0.45325779036827196,0.3566666666666667,0.4088820826952527,0.44500000000000006,-1.0,0,"(0, 20)",77398
"ordinal_enc,mean_imp,max_abs_scale,k_best_sel,under_samp",0.16422451655612275,0.14748677248677247,0.25191061609117227,0.2866666666666666,0.2866666666666666,0.2866666666666666,0.2866666666666665,0.2866666666666666,0.7029360967184801,0,"(0, 20)",77398
"loo_enc,median_imp,over_samp,no_sel,min_max_scale",0.1273179556761646,0.055952701422746,0.1568874276814845,0.2521428571428571,0.24372230428360409,0.26857142857142857,0.25635439360929546,0.2521428571428572,0.7577601573544779,0,"(0, 20)",77398
