pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,acc_dp_reps,seed
"onehot_enc,mean_imp,k_best_sel,no_samp,no_scale",0.1420289855072464,0.08595300052842,0.2777489561458848,0.256,0.2218045112781954,0.1128571428571428,0.170894526034713,0.3514285714285714,0.8313253012048193,0,"(0, 20)",38428
"onehot_enc,median_imp,min_max_scale,no_sel,no_samp",0.1165965404394576,0.0689538280541181,0.2045030859435461,0.242,0.2041343669250646,0.12,0.1641791044776119,0.3233333333333333,0.8560794044665013,0,"(0, 20)",38428
"target_enc,mean_imp,quant_scale,under_samp,k_best_sel",0.149482501814108,0.1117724867724867,0.212305653591258,0.2666666666666667,0.2619047619047618,0.2766666666666666,0.2693602693602692,0.2666666666666666,0.7221946199162468,0,"(0, 20)",38428
"woe_enc,mean_imp,no_scale,over_samp,k_best_sel",0.1957558416785884,0.1366613824664254,0.2943193907874329,0.2671428571428571,0.2630813953488372,0.2757142857142857,0.2694524495677234,0.2671428571428571,0.648469278527082,0,"(0, 20)",38428
"count_enc,median_imp,under_samp,min_max_scale,no_sel",0.1581069846508915,0.1652551125800454,0.2865865886355716,0.3566666666666667,0.3630573248407643,0.3333333333333333,0.3485342019543974,0.3566666666666667,0.7259018650375374,0,"(0, 20)",38428
"ordinal_enc,median_imp,no_samp,no_scale,no_sel",0.1054230949041608,0.0590035792978992,0.202286157711848,0.269,0.2322981366459627,0.1171428571428571,0.1787375415282391,0.3702380952380951,0.8741489005469361,0,"(0, 20)",38428
"count_enc,mean_imp,under_samp,min_max_scale,no_sel",0.1942254915475131,0.2349206349206348,0.3523614341905325,0.3483333333333334,0.3488372093023255,0.3466666666666667,0.3477537437603993,0.3483333333333334,0.6568968188962433,0,"(0, 20)",38428
"count_enc,median_imp,over_samp,max_abs_scale,k_best_sel",0.1853704575420551,0.1851663526057089,0.320764411412446,0.3235714285714286,0.3228120516499282,0.3257142857142857,0.3242662848962061,0.3235714285714285,0.6673824431651049,0,"(0, 20)",38428
"target_enc,median_imp,min_max_scale,no_sel,under_samp",0.1341463414634146,0.076272619651615,0.1741639688998978,0.2816666666666666,0.2779661016949152,0.29,0.284033613445378,0.2816666666666667,0.7488584474885844,0,"(0, 20)",38428
"onehot_enc,most_freq_imp,over_samp,norm_scale,k_best_sel",0.3043478260869565,0.5373134328358209,0.7187806143030023,0.3557142857142857,0.3072519083969466,0.4814285714285714,0.4068627450980392,0.3557142857142857,-1.0,0,"(0, 20)",38428
"onehot_enc,mean_imp,k_best_sel,no_samp,min_max_scale",0.0868630201028518,0.0581062622757953,0.1450460768682349,0.262,0.2322738386308068,0.1028571428571428,0.1725955204216074,0.368095238095238,0.8971947103413932,1,"(0, 20)",38428
"target_enc,median_imp,no_scale,no_sel,under_samp",0.1946084724005134,0.0963977676306443,0.3003460840723562,0.3066666666666666,0.3092105263157895,0.3,0.304635761589404,0.3066666666666666,0.6575559069347188,1,"(0, 20)",38428
"count_enc,mean_imp,under_samp,no_scale,no_sel",0.1442715700141443,0.1196373644163833,0.2410168735186457,0.3533333333333334,0.3503401360544217,0.3633333333333333,0.3569023569023569,0.3533333333333333,0.7314022383146807,1,"(0, 20)",38428
"target_enc,median_imp,min_max_scale,no_sel,under_samp",0.155061213455374,0.1056818181818182,0.2088087695243418,0.2683333333333333,0.2721311475409835,0.26,0.2661157024793388,0.2683333333333333,0.721702363623761,1,"(0, 20)",38428
"count_enc,median_imp,under_samp,min_max_scale,no_sel",0.1731941794785471,0.1900083612040133,0.3179203646623927,0.3733333333333333,0.3689655172413792,0.39,0.3796610169491525,0.3733333333333334,0.6800718629076838,1,"(0, 20)",38428
"woe_enc,mean_imp,no_scale,over_samp,k_best_sel",0.127846504938332,0.0817256403353972,0.17770778319254,0.265,0.2526315789473684,0.29,0.2717948717948719,0.2649999999999999,0.7524117787799581,1,"(0, 20)",38428
"onehot_enc,median_imp,min_max_scale,no_sel,no_samp",0.1165965404394576,0.0689538280541181,0.2045030859435461,0.242,0.2041343669250646,0.12,0.1641791044776119,0.3233333333333333,0.8560794044665013,1,"(0, 20)",38428
"onehot_enc,mean_imp,k_best_sel,no_samp,no_scale",0.1420289855072464,0.08595300052842,0.2777489561458848,0.256,0.2218045112781954,0.1128571428571428,0.170894526034713,0.3514285714285714,0.8313253012048193,1,"(0, 20)",38428
"ordinal_enc,median_imp,no_samp,no_scale,no_sel",0.1054230949041608,0.0590035792978992,0.202286157711848,0.269,0.2322981366459627,0.1171428571428571,0.1787375415282391,0.3702380952380951,0.8741489005469361,1,"(0, 20)",38428
"target_enc,mean_imp,quant_scale,under_samp,k_best_sel",0.2028655161185281,0.1092575187969925,0.2949052444322295,0.2916666666666666,0.288135593220339,0.3,0.2941176470588236,0.2916666666666667,0.6339600470035253,1,"(0, 20)",38428
"ordinal_enc,median_imp,no_samp,min_max_scale,no_sel",0.1042543244506779,0.0481560135195764,0.2162716770961172,0.27,0.2409638554216867,0.0999999999999999,0.1764705882352941,0.3833333333333333,0.8791000271076171,2,"(0, 20)",38428
"onehot_enc,median_imp,no_scale,no_sel,no_samp",0.1191678354371201,0.0739289524322276,0.2120719948454078,0.249,0.2105263157894736,0.1214285714285714,0.1683569979716024,0.334047619047619,0.853950610210279,2,"(0, 20)",38428
"count_enc,mean_imp,under_samp,no_scale,no_sel",0.1540210143463326,0.0574712643678161,0.2521972358361863,0.3516666666666667,0.3521594684385382,0.35,0.3510815307820299,0.3516666666666667,0.720966413471218,2,"(0, 20)",38428
"target_enc,median_imp,min_max_scale,no_sel,under_samp",0.1645699614890886,0.1082360899712497,0.2284147729051082,0.2633333333333333,0.261744966442953,0.2666666666666667,0.2642140468227426,0.2633333333333334,0.7001169590643274,2,"(0, 20)",38428
"onehot_enc,median_imp,k_best_sel,no_samp,min_max_scale",0.083637213651239,0.0581062622757953,0.1358717649416294,0.263,0.2332112332112331,0.1028571428571428,0.1731402238314681,0.3697619047619047,0.9010125601726332,2,"(0, 20)",38428
"ordinal_enc,mean_imp,no_samp,no_scale,no_sel",0.0859280037400653,0.0470493225256482,0.1484470841856703,0.26,0.2243107769423559,0.1157142857142857,0.1735647530040054,0.3561904761904761,0.8957990815805885,2,"(0, 20)",38428
"onehot_enc,mean_imp,k_best_sel,no_samp,no_scale",0.1420289855072464,0.08595300052842,0.2777489561458848,0.256,0.2218045112781954,0.1128571428571428,0.170894526034713,0.3514285714285714,0.8313253012048193,2,"(0, 20)",38428
"onehot_enc,median_imp,min_max_scale,no_sel,no_samp",0.1165965404394576,0.0689538280541181,0.2045030859435461,0.242,0.2041343669250646,0.12,0.1641791044776119,0.3233333333333333,0.8560794044665013,2,"(0, 20)",38428
"count_enc,median_imp,under_samp,min_max_scale,no_sel",0.238466418925043,0.1763686763686763,0.4012594011873516,0.3416666666666667,0.3367697594501718,0.3566666666666667,0.3468697123519459,0.3416666666666668,0.5736509479824988,2,"(0, 20)",38428
"onehot_enc,mean_imp,k_best_sel,no_samp,min_max_scale",0.0868630201028518,0.0581062622757953,0.1450460768682349,0.262,0.2322738386308068,0.1028571428571428,0.1725955204216074,0.368095238095238,0.8971947103413932,2,"(0, 20)",38428
"onehot_enc,mean_imp,k_best_sel,no_samp,no_scale",0.1420289855072464,0.08595300052842,0.2777489561458848,0.256,0.2218045112781954,0.1128571428571428,0.170894526034713,0.3514285714285714,0.8313253012048193,3,"(0, 20)",38428
"onehot_enc,median_imp,k_best_sel,no_samp,min_max_scale",0.083637213651239,0.0581062622757953,0.1358717649416294,0.263,0.2332112332112331,0.1028571428571428,0.1731402238314681,0.3697619047619047,0.9010125601726332,3,"(0, 20)",38428
"onehot_enc,median_imp,min_max_scale,no_sel,no_samp",0.1165965404394576,0.0689538280541181,0.2045030859435461,0.242,0.2041343669250646,0.12,0.1641791044776119,0.3233333333333333,0.8560794044665013,3,"(0, 20)",38428
"ordinal_enc,mean_imp,no_samp,no_scale,no_sel",0.0859280037400653,0.0470493225256482,0.1484470841856703,0.26,0.2243107769423559,0.1157142857142857,0.1735647530040054,0.3561904761904761,0.8957990815805885,3,"(0, 20)",38428
"ordinal_enc,median_imp,no_samp,min_max_scale,no_sel",0.1042543244506779,0.0481560135195764,0.2162716770961172,0.27,0.2409638554216867,0.0999999999999999,0.1764705882352941,0.3833333333333333,0.8791000271076171,3,"(0, 20)",38428
"onehot_enc,mean_imp,k_best_sel,no_samp,min_max_scale",0.0868630201028518,0.0581062622757953,0.1450460768682349,0.262,0.2322738386308068,0.1028571428571428,0.1725955204216074,0.368095238095238,0.8971947103413932,3,"(0, 20)",38428
"onehot_enc,median_imp,no_scale,no_sel,no_samp",0.1191678354371201,0.0739289524322276,0.2120719948454078,0.249,0.2105263157894736,0.1214285714285714,0.1683569979716024,0.334047619047619,0.853950610210279,3,"(0, 20)",38428
"target_enc,median_imp,min_max_scale,no_sel,under_samp",0.1033376123234917,0.0515812616269237,0.1101815786450322,0.275,0.2711864406779661,0.2833333333333333,0.2773109243697479,0.2749999999999999,0.8029375764993879,3,"(0, 20)",38428
"count_enc,mean_imp,under_samp,no_scale,no_sel",0.173526307854666,0.227754406517919,0.309842883390007,0.3466666666666667,0.3435374149659864,0.3566666666666667,0.3501683501683502,0.3466666666666667,0.6829201101928376,3,"(0, 20)",38428
"count_enc,mean_imp,no_samp,no_scale,no_sel",0.0864890135577373,0.0531311378976859,0.1726853912239743,0.292,0.26,0.1014285714285714,0.1883870967741935,0.419047619047619,0.9013596374300186,3,"(0, 20)",38428
"ordinal_enc,mean_imp,no_samp,min_max_scale,no_sel",0.0963534361851332,0.0391728731094028,0.2033498268535788,0.273,0.2430806257521058,0.1014285714285714,0.178314826910516,0.3873809523809524,0.8880742913000977,4,"(0, 20)",38428
"ordinal_enc,median_imp,no_samp,no_scale,no_sel",0.1054230949041608,0.0590035792978992,0.202286157711848,0.269,0.2322981366459627,0.1171428571428571,0.1787375415282391,0.3702380952380951,0.8741489005469361,4,"(0, 20)",38428
"target_enc,median_imp,under_samp,min_max_scale,no_sel",0.06,0.001998001998002,0.0527689323981173,0.2583333333333333,0.2508591065292096,0.2733333333333333,0.2622673434856175,0.2583333333333334,0.8811881188118812,4,"(0, 20)",38428
"onehot_enc,median_imp,no_scale,no_sel,no_samp",0.1191678354371201,0.0739289524322276,0.2120719948454078,0.249,0.2105263157894736,0.1214285714285714,0.1683569979716024,0.334047619047619,0.853950610210279,4,"(0, 20)",38428
"count_enc,mean_imp,no_samp,no_scale,no_sel",0.0864890135577373,0.0531311378976859,0.1726853912239743,0.292,0.26,0.1014285714285714,0.1883870967741935,0.419047619047619,0.9013596374300186,4,"(0, 20)",38428
"onehot_enc,mean_imp,k_best_sel,no_samp,no_scale",0.1420289855072464,0.08595300052842,0.2777489561458848,0.256,0.2218045112781954,0.1128571428571428,0.170894526034713,0.3514285714285714,0.8313253012048193,4,"(0, 20)",38428
"ordinal_enc,mean_imp,no_samp,no_scale,no_sel",0.0859280037400653,0.0470493225256482,0.1484470841856703,0.26,0.2243107769423559,0.1157142857142857,0.1735647530040054,0.3561904761904761,0.8957990815805885,4,"(0, 20)",38428
"onehot_enc,median_imp,min_max_scale,no_sel,no_samp",0.1165965404394576,0.0689538280541181,0.2045030859435461,0.242,0.2041343669250646,0.12,0.1641791044776119,0.3233333333333333,0.8560794044665013,4,"(0, 20)",38428
"ordinal_enc,mean_imp,min_max_scale,no_sel,no_samp",0.0963534361851332,0.0391728731094028,0.2033498268535788,0.273,0.2430806257521058,0.1014285714285714,0.178314826910516,0.3873809523809524,0.8880742913000977,4,"(0, 20)",38428
"onehot_enc,median_imp,k_best_sel,no_samp,min_max_scale",0.083637213651239,0.0581062622757953,0.1358717649416294,0.263,0.2332112332112331,0.1028571428571428,0.1731402238314681,0.3697619047619047,0.9010125601726332,4,"(0, 20)",38428
"ordinal_enc,mean_imp,no_samp,min_max_scale,no_sel",0.0963534361851332,0.0391728731094028,0.2033498268535788,0.273,0.2430806257521058,0.1014285714285714,0.178314826910516,0.3873809523809524,0.8880742913000977,5,"(0, 20)",38428
"onehot_enc,median_imp,no_scale,no_sel,no_samp",0.1191678354371201,0.0739289524322276,0.2120719948454078,0.249,0.2105263157894736,0.1214285714285714,0.1683569979716024,0.334047619047619,0.853950610210279,5,"(0, 20)",38428
"onehot_enc,median_imp,min_max_scale,no_sel,no_samp",0.1165965404394576,0.0689538280541181,0.2045030859435461,0.242,0.2041343669250646,0.12,0.1641791044776119,0.3233333333333333,0.8560794044665013,5,"(0, 20)",38428
"onehot_enc,median_imp,no_samp,min_max_scale,k_best_sel",0.083637213651239,0.0581062622757953,0.1358717649416294,0.263,0.2332112332112331,0.1028571428571428,0.1731402238314681,0.3697619047619047,0.9010125601726332,5,"(0, 20)",38428
"ordinal_enc,mean_imp,no_sel,no_samp,min_max_scale",0.0963534361851332,0.0391728731094028,0.2033498268535788,0.273,0.2430806257521058,0.1014285714285714,0.178314826910516,0.3873809523809524,0.8880742913000977,5,"(0, 20)",38428
"ordinal_enc,mean_imp,no_samp,no_scale,no_sel",0.0859280037400653,0.0470493225256482,0.1484470841856703,0.26,0.2243107769423559,0.1157142857142857,0.1735647530040054,0.3561904761904761,0.8957990815805885,5,"(0, 20)",38428
"count_enc,mean_imp,no_samp,no_scale,no_sel",0.0864890135577373,0.0531311378976859,0.1726853912239743,0.292,0.26,0.1014285714285714,0.1883870967741935,0.419047619047619,0.9013596374300186,5,"(0, 20)",38428
"ordinal_enc,median_imp,no_samp,no_scale,no_sel",0.1054230949041608,0.0590035792978992,0.202286157711848,0.269,0.2322981366459627,0.1171428571428571,0.1787375415282391,0.3702380952380951,0.8741489005469361,5,"(0, 20)",38428
"target_enc,median_imp,under_samp,min_max_scale,no_sel",0.0809860472075711,0.021948160535117,0.1067264880244296,0.2916666666666666,0.288135593220339,0.3,0.2941176470588236,0.2916666666666667,0.8438964597303338,5,"(0, 20)",38428
"count_enc,median_imp,no_scale,no_sel,no_samp",0.0782608695652173,0.045184897157499,0.155564838557182,0.29,0.2599531615925058,0.0971428571428572,0.1866151866151867,0.4185714285714286,0.9108910891089108,5,"(0, 20)",38428
"target_enc,median_imp,under_samp,min_max_scale,no_sel",0.1335882284787394,0.0284090909090909,0.1721239667436651,0.305,0.3003412969283277,0.3166666666666666,0.3086003372681282,0.305,0.7481432940148536,6,"(0, 20)",38428
