pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,dp_acc_ratio,seed
"onehot_enc,most_freq_imp,max_abs_scale,over_samp,k_best_sel",0.1068398594265576,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2343215946064017,0,"(0, 10)",89734
"onehot_enc,most_freq_imp,no_sel,min_max_scale,under_samp",0.10126387279273463,0.0,0.019522650347683565,0.027233891064435745,0.05165428764348412,0.0,0.026511869693294,0.027233891064435745,1.2201642447685177,0,"(0, 10)",89734
"onehot_enc,mean_imp,over_samp,no_sel,quant_scale",0.1031242338202612,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2248722485802046,0,"(0, 10)",89734
"woe_enc,median_imp,over_samp,no_scale,k_best_sel",0.10346118183518072,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2257244438307933,0,"(0, 10)",89734
"woe_enc,mean_imp,min_max_scale,k_best_sel,over_samp",0.102450835457288,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2231719061926734,0,"(0, 10)",89734
"woe_enc,median_imp,k_best_sel,quant_scale,no_samp",0.10443272475148435,0.0,0.021366367683748506,0.029325988334413466,0.060535117056856214,0.0,0.031212277978961867,0.026910496580434207,1.2512837759180453,0,"(0, 10)",89734
"onehot_enc,mean_imp,no_sel,no_samp,quant_scale",0.10443272475148435,0.0,0.021366367683748506,0.029325988334413466,0.060535117056856214,0.0,0.031212277978961867,0.026910496580434207,1.2512837759180453,0,"(0, 10)",89734
"count_enc,mean_imp,over_samp,k_best_sel,no_scale",0.10661599553580325,0.0004192872117400419,0.02178565489548855,0.027059173357121602,0.05108664973186561,0.0002973535533750127,0.02635389516362585,0.027059173357121602,1.2338306154518248,0,"(0, 10)",89734
"onehot_enc,median_imp,no_sel,no_scale,over_samp",0.10785675186824689,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.236927782098116,0,"(0, 10)",89734
"onehot_enc,most_freq_imp,min_max_scale,no_sel,under_samp",0.10270426005404543,0.0,0.01896215313855957,0.027411890352438628,0.05197435032062103,0.0,0.026680526680526784,0.027411890352438517,1.2236302436660667,0,"(0, 10)",89734
"woe_enc,median_imp,over_samp,no_scale,k_best_sel",0.10717865375511565,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.235188921456804,1,"(0, 10)",89734
"onehot_enc,most_freq_imp,max_abs_scale,over_samp,k_best_sel",0.10819605627991374,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.237799324474859,1,"(0, 10)",89734
"onehot_enc,mean_imp,over_samp,no_sel,max_abs_scale",0.10582449160035368,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2317279767666989,1,"(0, 10)",89734
"onehot_enc,most_freq_imp,quant_scale,over_samp,k_best_sel",0.1000991345290192,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2172627881825093,1,"(0, 10)",89734
"onehot_enc,median_imp,over_samp,no_scale,k_best_sel",0.1075176177979093,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2360576491924915,1,"(0, 10)",89734
"woe_enc,most_freq_imp,no_sel,min_max_scale,under_samp",0.10598309550277735,0.0,0.019293285385586945,0.027767888928444284,0.05261382799325465,0.0,0.02701766539660544,0.027767888928444284,1.2316017242344928,1,"(0, 10)",89734
"onehot_enc,mean_imp,no_sel,no_samp,quant_scale",0.10443272475148435,0.0,0.021366367683748506,0.029325988334413466,0.060535117056856214,0.0,0.031212277978961867,0.026910496580434207,1.2512837759180453,1,"(0, 10)",89734
"count_enc,mean_imp,over_samp,k_best_sel,no_scale",0.10503824394399519,0.0008399832003359933,0.0222063508840845,0.02720785013380911,0.051101072840203265,0.0005947071067499143,0.02650253439536565,0.02720785013380911,1.2298854410495756,1,"(0, 10)",89734
"onehot_enc,mean_imp,over_samp,no_sel,quant_scale",0.10785675186824689,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.236927782098116,1,"(0, 10)",89734
"woe_enc,mean_imp,min_max_scale,k_best_sel,over_samp",0.10819605627991374,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.237799324474859,1,"(0, 10)",89734
"onehot_enc,mean_imp,over_samp,k_best_sel,no_scale",0.11023547755024365,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2430584205985273,2,"(0, 10)",89734
"count_enc,mean_imp,over_samp,no_sel,quant_scale",0.1011060208131751,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2197873002586308,2,"(0, 10)",89734
"onehot_enc,most_freq_imp,quant_scale,over_samp,k_best_sel",0.10379829614912617,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2265779939039636,2,"(0, 10)",89734
"onehot_enc,most_freq_imp,max_abs_scale,over_samp,k_best_sel",0.1105759831775433,0.0,0.021366367683748506,0.026910496580434096,0.05107223476297973,0.0,0.026205298972057367,0.026910496580434207,1.2439399511119895,2,"(0, 10)",89734
