pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,acc_dp_reps,seed
"ordinal_enc,most_freq_imp,k_best_sel,no_scale,no_samp",0.1587815155929424,0.2358169802831448,0.3040612623814384,0.1817204631307392,0.2876379690949228,0.588445351358245,0.4782960148734945,0.32057785367265,0.1714920438768639,0,"(0, 20)",90199
"loo_enc,most_freq_imp,k_best_sel,over_samp,norm_scale",0.1381949133468377,0.6457051110516457,0.6997084471650736,0.3039441747572815,0.2715531463587084,0.3748381877022654,0.3271361706759551,0.3039441747572815,-1.0,0,"(0, 20)",90199
"count_enc,mean_imp,k_best_sel,no_samp,norm_scale",0.0366725466530498,0.7947413061916879,0.810692098518627,0.2070268112158717,0.2486288848263254,0.7903328657059049,0.6721507627879151,0.406169669098907,-1.0,0,"(0, 20)",90199
"woe_enc,most_freq_imp,over_samp,no_sel,norm_scale",0.2928769796592359,0.2669525596354865,0.3886164462076299,0.2119538834951456,0.2522011484252653,0.1307443365695793,0.1960340473295294,0.2119538834951456,-1.0,0,"(0, 20)",90199
"loo_enc,most_freq_imp,max_abs_scale,under_samp,k_best_sel",0.434319483219045,0.2563795929415222,0.5322911336586176,0.199528121413085,0.2173026157907367,0.1680908047442928,0.1934466769706336,0.199528121413085,0.3317891313367223,0,"(0, 20)",90199
"loo_enc,median_imp,under_samp,no_sel,max_abs_scale",0.4215611147340702,0.2339218878151092,0.5013806455293534,0.1960209156995281,0.2127967224966863,0.1668154572120903,0.190458488228005,0.1960209156995281,0.3443527894994425,0,"(0, 20)",90199
"onehot_enc,most_freq_imp,no_sel,max_abs_scale,under_samp",0.4023366290222509,0.1981628870489241,0.4398866770818629,0.1869659482208902,0.2049525183315302,0.1564851422012498,0.1814356435643564,0.18696594822089,0.3714557578372092,0,"(0, 20)",90199
"onehot_enc,most_freq_imp,no_sel,max_abs_scale,no_samp",0.1845087277128866,0.1606904731530901,0.2400943501720584,0.1577654248948128,0.2817242492734905,0.4325978829230965,0.3660135375846098,0.2515942489049139,0.2656721138148309,0,"(0, 20)",90199
"woe_enc,median_imp,k_best_sel,no_scale,over_samp",0.4185304070143465,0.2182686148161069,0.4852424260610674,0.1929611650485436,0.2140812175092292,0.1560275080906149,0.1860882456208793,0.1929611650485436,0.3554585389018446,0,"(0, 20)",90199
"woe_enc,mean_imp,k_best_sel,over_samp,min_max_scale",0.4149668285568547,0.2096332598876191,0.4772148400780563,0.1919093851132686,0.2133609333835152,0.1544902912621358,0.1849873269643205,0.1919093851132685,0.3608870169810578,0,"(0, 20)",90199
"count_enc,mean_imp,k_best_sel,no_samp,max_abs_scale",0.1895750018672766,0.3029373742281174,0.3876721854073611,0.1753631645219741,0.2898836521396174,0.5407473536538707,0.4422242874845106,0.3001066865356733,0.13217661960337,1,"(0, 20)",90199
"onehot_enc,most_freq_imp,no_sel,norm_scale,no_samp",0.0669390028780985,0.7531806615776081,0.7980096857644304,0.2176530204846288,0.3856882959369314,0.7416145899757685,0.63623305503187,0.39653545032769,-1.0,1,"(0, 20)",90199
"onehot_enc,most_freq_imp,under_samp,no_sel,max_abs_scale",0.4030089071414976,0.2009551724375001,0.44360527812804,0.1882412957530926,0.2062958068004325,0.1575054202270118,0.1826280623608017,0.1882412957530926,0.370836258678524,1,"(0, 20)",90199
"woe_enc,most_freq_imp,no_sel,norm_scale,over_samp",0.2907518796992481,0.2718446601941747,0.3935085467663182,0.2112257281553398,0.2512457748196676,0.1307847896440129,0.1954995600651478,0.2112257281553399,-1.0,1,"(0, 20)",90199
"woe_enc,mean_imp,over_samp,no_sel,norm_scale",0.3664921465968586,0.2379565907887771,0.4486530044668422,0.2463592233009708,0.2963889069299213,0.1235032362459547,0.2194041142774795,0.2463592233009708,-1.0,1,"(0, 20)",90199
"count_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0369510723238325,0.7930449533502969,0.8090999992218565,0.2053683854918461,0.238677536231884,0.7856140798367555,0.6654393471987263,0.4034664250316463,-1.0,1,"(0, 20)",90199
"woe_enc,most_freq_imp,over_samp,no_sel,norm_scale",0.2883384777535195,0.2779734489298293,0.3994288284127317,0.2126011326860841,0.2519291874716296,0.1333333333333333,0.1969864502708072,0.2126011326860841,-1.0,1,"(0, 20)",90199
"loo_enc,most_freq_imp,max_abs_scale,under_samp,k_best_sel",0.4174492359079468,0.239153794424545,0.5018517570896941,0.199528121413085,0.216281310211946,0.1700038260425965,0.1938061319293899,0.1995281214130848,0.3495439671534914,1,"(0, 20)",90199
"ordinal_enc,most_freq_imp,k_best_sel,no_scale,no_samp",0.1587815155929424,0.2358169802831448,0.3040612623814384,0.1817204631307392,0.2876379690949228,0.588445351358245,0.4782960148734945,0.32057785367265,0.1714920438768639,1,"(0, 20)",90199
"count_enc,mean_imp,k_best_sel,no_samp,norm_scale",0.0366725466530498,0.7947413061916879,0.810692098518627,0.2070268112158717,0.2486288848263254,0.7903328657059049,0.6721507627879151,0.406169669098907,-1.0,1,"(0, 20)",90199
"onehot_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0531984031194875,0.7854113655640373,0.8187724998426028,0.223211817818863,0.3824374230611407,0.8080601964035199,0.7071414672115197,0.4228812308878441,-1.0,2,"(0, 20)",90199
"count_enc,most_freq_imp,no_sel,norm_scale,no_samp",0.025995729273048,0.8210347752332485,0.8282282698120642,0.2066275605786063,0.2460063897763578,0.7893125876801428,0.6706539074960127,0.4055583973999418,-1.0,2,"(0, 20)",90199
"onehot_enc,most_freq_imp,no_sel,norm_scale,no_samp",0.0669390028780985,0.7531806615776081,0.7980096857644304,0.2176530204846288,0.3856882959369314,0.7416145899757685,0.63623305503187,0.39653545032769,-1.0,2,"(0, 20)",90199
"count_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0369510723238325,0.7930449533502969,0.8090999992218565,0.2053683854918461,0.238677536231884,0.7856140798367555,0.6654393471987263,0.4034664250316463,-1.0,2,"(0, 20)",90199
"woe_enc,mean_imp,over_samp,no_sel,norm_scale",0.3615926122170918,0.2357004697430229,0.4453543479748828,0.2445186084142394,0.2949579559105224,0.1215210355987055,0.217737432683129,0.2445186084142395,-1.0,2,"(0, 20)",90199
"onehot_enc,most_freq_imp,under_samp,no_sel,max_abs_scale",0.3916998916079875,0.1833460266970594,0.4209053635945584,0.1846703226629256,0.203003003003003,0.1538069123836245,0.179141407893109,0.1846703226629257,0.3837512524250122,2,"(0, 20)",90199
"woe_enc,most_freq_imp,over_samp,no_sel,norm_scale",0.2904339990989638,0.275630703166935,0.3975030968283195,0.2118527508090615,0.2510311080041943,0.1331715210355987,0.1963997749859366,0.2118527508090614,-1.0,2,"(0, 20)",90199
"count_enc,mean_imp,k_best_sel,no_samp,norm_scale",0.0366725466530498,0.7947413061916879,0.810692098518627,0.2070268112158717,0.2486288848263254,0.7903328657059049,0.6721507627879151,0.406169669098907,-1.0,2,"(0, 20)",90199
"ordinal_enc,most_freq_imp,k_best_sel,no_scale,no_samp",0.1587815155929424,0.2358169802831448,0.3040612623814384,0.1817204631307392,0.2876379690949228,0.588445351358245,0.4782960148734945,0.32057785367265,0.1714920438768639,2,"(0, 20)",90199
"woe_enc,most_freq_imp,no_sel,norm_scale,over_samp",0.2926427662600104,0.272220748209074,0.3938846347812175,0.21167071197411,0.2508302744275477,0.1330906148867313,0.1962494139709331,0.2116707119741099,-1.0,2,"(0, 20)",90199
"count_enc,mean_imp,k_best_sel,no_samp,norm_scale",0.0366725466530498,0.7947413061916879,0.810692098518627,0.2070268112158717,0.2486288848263254,0.7903328657059049,0.6721507627879151,0.406169669098907,-1.0,3,"(0, 20)",90199
"onehot_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0531984031194875,0.7854113655640373,0.8187724998426028,0.223211817818863,0.3824374230611407,0.8080601964035199,0.7071414672115197,0.4228812308878441,-1.0,3,"(0, 20)",90199
"onehot_enc,most_freq_imp,over_samp,no_sel,norm_scale",0.2185784129371944,0.4461247637051039,0.5352615443556461,0.2410194174757282,0.2591784532049352,0.2033171521035598,0.2322625916107905,0.241019417475728,-1.0,3,"(0, 20)",90199
"woe_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0694457339151425,0.6836301950805768,0.7227252743132707,0.2049384232670986,0.3432635534084809,0.6879224588700421,0.5768998011584681,0.3698309705353446,-1.0,3,"(0, 20)",90199
"onehot_enc,most_freq_imp,no_sel,norm_scale,no_samp",0.0669390028780985,0.7531806615776081,0.7980096857644304,0.2176530204846288,0.3856882959369314,0.7416145899757685,0.63623305503187,0.39653545032769,-1.0,3,"(0, 20)",90199
"count_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0369510723238325,0.7930449533502969,0.8090999992218565,0.2053683854918461,0.238677536231884,0.7856140798367555,0.6654393471987263,0.4034664250316463,-1.0,3,"(0, 20)",90199
"woe_enc,most_freq_imp,no_sel,norm_scale,over_samp",0.2916103857121416,0.2696839850026781,0.3905138432178574,0.2104166666666667,0.2504966714300651,0.1300970873786407,0.1947726123832169,0.2104166666666665,-1.0,3,"(0, 20)",90199
"count_enc,most_freq_imp,no_sel,norm_scale,no_samp",0.025995729273048,0.8210347752332485,0.8282282698120642,0.2066275605786063,0.2460063897763578,0.7893125876801428,0.6706539074960127,0.4055583973999418,-1.0,3,"(0, 20)",90199
"woe_enc,mean_imp,over_samp,no_sel,norm_scale",0.3646466921979425,0.2381208053691275,0.448504458413331,0.2451456310679611,0.2951619196254389,0.1230582524271844,0.218472853125676,0.2451456310679611,-1.0,3,"(0, 20)",90199
"onehot_enc,most_freq_imp,under_samp,no_sel,max_abs_scale",0.399724561526101,0.1842248861735021,0.440206553990915,0.1936615227649534,0.2126106724096673,0.1606937890575182,0.1874807086857213,0.1936615227649534,0.3761486404523829,3,"(0, 20)",90199
"count_enc,mean_imp,k_best_sel,no_samp,norm_scale",0.0366725466530498,0.7947413061916879,0.810692098518627,0.2070268112158717,0.2486288848263254,0.7903328657059049,0.6721507627879151,0.406169669098907,-1.0,4,"(0, 20)",90199
"woe_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0694457339151425,0.6836301950805768,0.7227252743132707,0.2049384232670986,0.3432635534084809,0.6879224588700421,0.5768998011584681,0.3698309705353446,-1.0,4,"(0, 20)",90199
"onehot_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0531984031194875,0.7854113655640373,0.8187724998426028,0.223211817818863,0.3824374230611407,0.8080601964035199,0.7071414672115197,0.4228812308878441,-1.0,4,"(0, 20)",90199
"count_enc,most_freq_imp,no_sel,norm_scale,no_samp",0.025995729273048,0.8210347752332485,0.8282282698120642,0.2066275605786063,0.2460063897763578,0.7893125876801428,0.6706539074960127,0.4055583973999418,-1.0,4,"(0, 20)",90199
"onehot_enc,mean_imp,k_best_sel,no_samp,norm_scale",0.0002785256707826,1.0,1.0003127606338615,0.2409631153834341,1.0,1.0,1.0,0.5001011326860841,-1.0,4,"(0, 20)",90199
"onehot_enc,most_freq_imp,over_samp,no_sel,norm_scale",0.2254227143498428,0.4284578696343402,0.5176989038295029,0.2400080906148867,0.2595045651848525,0.1994741100323624,0.2306585802037166,0.2400080906148867,-1.0,4,"(0, 20)",90199
"count_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0369510723238325,0.7930449533502969,0.8090999992218565,0.2053683854918461,0.238677536231884,0.7856140798367555,0.6654393471987263,0.4034664250316463,-1.0,4,"(0, 20)",90199
"onehot_enc,most_freq_imp,no_sel,norm_scale,no_samp",0.0669390028780985,0.7531806615776081,0.7980096857644304,0.2176530204846288,0.3856882959369314,0.7416145899757685,0.63623305503187,0.39653545032769,-1.0,4,"(0, 20)",90199
"woe_enc,mean_imp,over_samp,no_sel,norm_scale",0.3650221521363671,0.2354362416107382,0.4452986269318392,0.2442354368932039,0.294890510948905,0.120752427184466,0.217391304347826,0.2442354368932038,-1.0,4,"(0, 20)",90199
"woe_enc,most_freq_imp,no_sel,norm_scale,over_samp",0.2922155688622754,0.2722929936305732,0.3934356124796141,0.2113268608414239,0.2502799552071668,0.1333333333333333,0.1960372260582407,0.211326860841424,-1.0,4,"(0, 20)",90199
"onehot_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0531984031194875,0.7854113655640373,0.8187724998426028,0.223211817818863,0.3824374230611407,0.8080601964035199,0.7071414672115197,0.4228812308878441,-1.0,5,"(0, 20)",90199
"count_enc,mean_imp,k_best_sel,no_samp,norm_scale",0.0366725466530498,0.7947413061916879,0.810692098518627,0.2070268112158717,0.2486288848263254,0.7903328657059049,0.6721507627879151,0.406169669098907,-1.0,5,"(0, 20)",90199
"woe_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0694457339151425,0.6836301950805768,0.7227252743132707,0.2049384232670986,0.3432635534084809,0.6879224588700421,0.5768998011584681,0.3698309705353446,-1.0,5,"(0, 20)",90199
"count_enc,most_freq_imp,no_sel,norm_scale,no_samp",0.025995729273048,0.8210347752332485,0.8282282698120642,0.2066275605786063,0.2460063897763578,0.7893125876801428,0.6706539074960127,0.4055583973999418,-1.0,5,"(0, 20)",90199
"onehot_enc,mean_imp,k_best_sel,no_samp,norm_scale",0.0002785256707826,1.0,1.0003127606338615,0.2409631153834341,1.0,1.0,1.0,0.5001011326860841,-1.0,5,"(0, 20)",90199
"onehot_enc,most_freq_imp,no_sel,norm_scale,no_samp",0.0669390028780985,0.7531806615776081,0.7980096857644304,0.2176530204846288,0.3856882959369314,0.7416145899757685,0.63623305503187,0.39653545032769,-1.0,5,"(0, 20)",90199
"woe_enc,most_freq_imp,no_sel,norm_scale,over_samp",0.2914882428067012,0.2705028233396074,0.3921667099117508,0.2119336569579287,0.2509443200895355,0.1336165048543689,0.1965411164465786,0.2119336569579287,-1.0,5,"(0, 20)",90199
"onehot_enc,most_freq_imp,over_samp,no_sel,norm_scale",0.2261958314589893,0.4183128670581954,0.5056773374501887,0.2392799352750809,0.2586503894547634,0.1991504854368931,0.2300482265090229,0.2392799352750809,-1.0,5,"(0, 20)",90199
"count_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0369510723238325,0.7930449533502969,0.8090999992218565,0.2053683854918461,0.238677536231884,0.7856140798367555,0.6654393471987263,0.4034664250316463,-1.0,5,"(0, 20)",90199
"onehot_enc,most_freq_imp,no_sel,quant_scale,no_samp",0.1898760498984043,0.1715811755251577,0.25586379867004,0.1599459476060317,0.2915941111287004,0.4292819793393699,0.3678485661816639,0.251898271223083,0.2606506205707234,5,"(0, 20)",90199
"count_enc,most_freq_imp,k_best_sel,norm_scale,no_samp",0.0369510723238325,0.7930449533502969,0.8090999992218565,0.2053683854918461,0.238677536231884,0.7856140798367555,0.6654393471987263,0.4034664250316463,-1.0,6,"(0, 20)",90199
"woe_enc,most_freq_imp,no_sel,no_samp,norm_scale",0.0789156067217528,0.6683630195080577,0.716215396488875,0.2059826172414852,0.3622448979591837,0.6652212727968372,0.5609266538429372,0.3627684033887098,-1.0,6,"(0, 20)",90199
"count_enc,most_freq_imp,no_sel,norm_scale,no_samp",0.025995729273048,0.8210347752332485,0.8282282698120642,0.2066275605786063,0.2460063897763578,0.7893125876801428,0.6706539074960127,0.4055583973999418,-1.0,6,"(0, 20)",90199
"count_enc,mean_imp,k_best_sel,no_samp,norm_scale",0.0366725466530498,0.7947413061916879,0.810692098518627,0.2070268112158717,0.2486288848263254,0.7903328657059049,0.6721507627879151,0.406169669098907,-1.0,6,"(0, 20)",90199
"count_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0369510723238325,0.7930449533502969,0.8090999992218565,0.2053683854918461,0.238677536231884,0.7856140798367555,0.6654393471987263,0.4034664250316463,-1.0,6,"(0, 20)",90199
"woe_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0694457339151425,0.6836301950805768,0.7227252743132707,0.2049384232670986,0.3432635534084809,0.6879224588700421,0.5768998011584681,0.3698309705353446,-1.0,6,"(0, 20)",90199
"onehot_enc,most_freq_imp,no_sel,no_samp,norm_scale",0.0669390028780985,0.7531806615776081,0.7980096857644304,0.2176530204846288,0.3856882959369314,0.7416145899757685,0.63623305503187,0.39653545032769,-1.0,6,"(0, 20)",90199
"onehot_enc,mean_imp,k_best_sel,no_samp,norm_scale",0.0002785256707826,1.0,1.0003127606338615,0.2409631153834341,1.0,1.0,1.0,0.5001011326860841,-1.0,6,"(0, 20)",90199
"onehot_enc,most_freq_imp,no_sel,norm_scale,no_samp",0.0669390028780985,0.7531806615776081,0.7980096857644304,0.2176530204846288,0.3856882959369314,0.7416145899757685,0.63623305503187,0.39653545032769,-1.0,6,"(0, 20)",90199
"onehot_enc,most_freq_imp,no_sel,quant_scale,no_samp",0.1898760498984043,0.1715811755251577,0.25586379867004,0.1599459476060317,0.2915941111287004,0.4292819793393699,0.3678485661816639,0.251898271223083,0.2606506205707234,6,"(0, 20)",90199
"count_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0369510723238325,0.7930449533502969,0.8090999992218565,0.2053683854918461,0.238677536231884,0.7856140798367555,0.6654393471987263,0.4034664250316463,-1.0,7,"(0, 20)",90199
"woe_enc,mean_imp,k_best_sel,no_samp,norm_scale",0.0118837619533933,0.9270568278201866,0.9314354766942484,0.2305825988145327,0.2916145181476846,0.927815329677337,0.8689814814814815,0.4686204480101895,-1.0,7,"(0, 20)",90199
"onehot_enc,mean_imp,k_best_sel,no_samp,norm_scale",0.0002785256707826,1.0,1.0003127606338615,0.2409631153834341,1.0,1.0,1.0,0.5001011326860841,-1.0,7,"(0, 20)",90199
"woe_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0694457339151425,0.6836301950805768,0.7227252743132707,0.2049384232670986,0.3432635534084809,0.6879224588700421,0.5768998011584681,0.3698309705353446,-1.0,7,"(0, 20)",90199
"count_enc,mean_imp,k_best_sel,no_samp,norm_scale",0.0366725466530498,0.7947413061916879,0.810692098518627,0.2070268112158717,0.2486288848263254,0.7903328657059049,0.6721507627879151,0.406169669098907,-1.0,7,"(0, 20)",90199
"count_enc,most_freq_imp,k_best_sel,norm_scale,no_samp",0.0369510723238325,0.7930449533502969,0.8090999992218565,0.2053683854918461,0.238677536231884,0.7856140798367555,0.6654393471987263,0.4034664250316463,-1.0,7,"(0, 20)",90199
"count_enc,most_freq_imp,no_sel,norm_scale,no_samp",0.025995729273048,0.8210347752332485,0.8282282698120642,0.2066275605786063,0.2460063897763578,0.7893125876801428,0.6706539074960127,0.4055583973999418,-1.0,7,"(0, 20)",90199
"onehot_enc,most_freq_imp,no_sel,no_samp,norm_scale",0.0669390028780985,0.7531806615776081,0.7980096857644304,0.2176530204846288,0.3856882959369314,0.7416145899757685,0.63623305503187,0.39653545032769,-1.0,7,"(0, 20)",90199
