pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,acc_dp_reps,seed
"target_enc,mean_imp,k_best_sel,over_samp,no_scale",0.1039412573622895,0.0913967237958504,0.157169577381328,0.3057142857142857,0.2945619335347432,0.3328571428571428,0.3142437591776799,0.3057142857142857,0.7944797865791093,0,"(0, 20)",66238
"loo_enc,mean_imp,over_samp,no_sel,norm_scale",0.3368869936034115,0.5920398009950248,0.8756218905472637,0.4528571428571428,0.4297872340425531,0.6171428571428572,0.541880341880342,0.4528571428571428,-1.0,0,"(0, 20)",66238
"target_enc,median_imp,no_sel,quant_scale,over_samp",0.1478645732377075,0.0877376643834934,0.203893329906844,0.2635714285714285,0.2526158445440957,0.2857142857142857,0.2695398100803506,0.2635714285714285,0.7192369034474299,0,"(0, 20)",66238
"ordinal_enc,median_imp,under_samp,max_abs_scale,no_sel",0.213607188703466,0.2271266700490444,0.3511960297685315,0.2966666666666666,0.2939189189189189,0.3033333333333333,0.2986577181208054,0.2966666666666666,0.6192219679633867,0,"(0, 20)",66238
"count_enc,mean_imp,no_scale,under_samp,k_best_sel",0.058596062525979,0.0683962264150943,0.0744483903038498,0.3533333333333334,0.3607594936708861,0.3266666666666666,0.3441558441558441,0.3533333333333333,0.8926626672819565,0,"(0, 20)",66238
"ordinal_enc,mean_imp,norm_scale,under_samp,k_best_sel",0.3608247422680412,0.5529411764705883,0.8465191581219644,0.4399999999999999,0.4150943396226415,0.5866666666666667,0.515625,0.44,-1.0,0,"(0, 20)",66238
"target_enc,mean_imp,no_scale,no_sel,no_samp",0.0479195885928004,0.0044865851105195,0.1017535047512324,0.275,0.2571428571428571,0.0714285714285714,0.1746031746031745,0.4107142857142857,0.9461489965325208,0,"(0, 20)",66238
"woe_enc,mean_imp,no_sel,norm_scale,over_samp",0.3232104121475054,0.6169154228855721,0.893838499808649,0.4649999999999999,0.447084233261339,0.6342857142857143,0.5597592433361995,0.4649999999999999,-1.0,0,"(0, 20)",66238
"ordinal_enc,mean_imp,quant_scale,over_samp,no_sel",0.123972323972324,0.0985852301618162,0.1845814873561243,0.3107142857142857,0.3136427566807314,0.3028571428571428,0.3082919914953934,0.3107142857142856,0.7738342738342738,0,"(0, 20)",66238
"ordinal_enc,mean_imp,no_sel,no_samp,max_abs_scale",0.1021505376344086,0.0471889051735311,0.2113658589177071,0.269,0.2419161676646706,0.0957142857142857,0.175244299674267,0.3845238095238095,0.8821339950372208,0,"(0, 20)",66238
