pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,acc_dp_reps,seed
"loo_enc,median_imp,no_sel,under_samp,min_max_scale",0.4157236902858028,0.2237962247873766,0.4859795345673696,0.1946180334141053,0.2120264582080577,0.1643922969009055,0.1889081455805893,0.1946180334141052,0.3527661888631799,0,"(0, 20)",82398
"count_enc,median_imp,no_samp,no_sel,no_scale",0.1095091569841323,0.0851711974463549,0.1485337011897794,0.2113571450508277,0.3645862750635413,0.7130468052544319,0.6046389035318924,0.3826358621741415,0.2446329437530089,0,"(0, 20)",82398
"count_enc,most_freq_imp,over_samp,no_sel,max_abs_scale",0.4531751892304282,0.3775166279889661,0.6498557202785482,0.2259506472491909,0.2268236622444454,0.2243527508090614,0.2255901775076234,0.225950647249191,0.2729493703216173,0,"(0, 20)",82398
"loo_enc,median_imp,no_sel,no_samp,no_scale",0.1770742695497049,0.1556119818223901,0.2323268230725241,0.1594545622063204,0.2704108164326573,0.4632062236959571,0.3814842027920646,0.2631565099062308,0.2488907273723827,0,"(0, 20)",82398
"woe_enc,mean_imp,k_best_sel,under_samp,no_scale",0.419777857058735,0.2294477635617196,0.4901687380720801,0.1927050121158016,0.2113334132023481,0.1604387195510777,0.1866814924635532,0.1927050121158016,0.3505699295822118,0,"(0, 20)",82398
"onehot_enc,mean_imp,no_scale,no_sel,no_samp",0.1826339265570797,0.1332179344879838,0.2123396488198194,0.1548478240840268,0.2766161213088587,0.4220124984058155,0.3574365518219197,0.2460588381996715,0.2776196660593997,0,"(0, 20)",82398
"count_enc,median_imp,no_samp,k_best_sel,quant_scale",0.2101975461534761,0.3165339147072162,0.417384526599993,0.1754860108719019,0.3145597210113339,0.4986608850911873,0.4208898055391866,0.2858191156847522,0.1443667979293396,0,"(0, 20)",82398
"target_enc,most_freq_imp,over_samp,k_best_sel,max_abs_scale",0.4098567745436757,0.2298337836680345,0.4903193416577042,0.1980784789644013,0.2141188187076262,0.1700242718446601,0.1926731855116374,0.1980784789644013,0.3590446766616297,0,"(0, 20)",82398
"ordinal_enc,most_freq_imp,k_best_sel,under_samp,quant_scale",0.4324832989564185,0.3992704562404879,0.6538917522424172,0.2529014156357607,0.2491259873106306,0.2604259660757556,0.2548188126445643,0.2529014156357607,0.2896466462333535,0,"(0, 20)",82398
"loo_enc,median_imp,quant_scale,under_samp,k_best_sel",0.391618665186509,0.2050403475817296,0.4384706736623684,0.1983165412574926,0.2102168320470415,0.177783445989032,0.1943264183954012,0.1983165412574927,0.3752255140434163,0,"(0, 20)",82398
