pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,reps,seed
"target_enc,most_freq_imp,no_sel,min_max_scale,no_samp",0.10883590462833104,0.05306134657374449,0.2016755931754064,0.244,0.21065989847715738,0.11142857142857143,0.16397849462365588,0.33238095238095244,0.8675541901348353,0,accu_dp,87842
"target_enc,most_freq_imp,min_max_scale,no_sel,over_samp",0.1742528067962134,0.08186522298328,0.22923103875680756,0.2571428571428571,0.250733137829912,0.27,0.26049204052098407,0.2571428571428571,0.6812280002656572,0,accu_dp,87842
"onehot_enc,median_imp,no_samp,no_sel,max_abs_scale",0.10869565217391308,0.06694982003808612,0.18415045407430308,0.245,0.20645161290322578,0.12142857142857144,0.16610169491525417,0.32738095238095233,0.8655913978494623,0,accu_dp,87842
"onehot_enc,mean_imp,k_best_sel,quant_scale,no_samp",0.11767180925666199,0.08698990019840677,0.20409446814115137,0.257,0.22552664188351923,0.1071428571428571,0.1705374917053749,0.35690476190476184,0.8604921849018956,0,accu_dp,87842
"ordinal_enc,mean_imp,no_samp,k_best_sel,norm_scale",1.0,0.0,1.0,0.30000000000000004,0.30000000000000004,0.0,0.17647058823529416,0.5,-1.0,0,accu_dp,87842
"woe_enc,median_imp,k_best_sel,under_samp,no_scale",0.13664331633228483,0.07460317460317462,0.2039561694636386,0.2633333333333333,0.2601351351351351,0.27,0.2651006711409395,0.2633333333333333,0.7463242136608972,0,accu_dp,87842
"ordinal_enc,mean_imp,k_best_sel,under_samp,norm_scale",0.6173469387755102,0.28735632183908044,0.8286407255088052,0.45499999999999996,0.46218487394957986,0.36,0.4155251141552512,0.45499999999999996,-1.0,0,accu_dp,87842
"woe_enc,most_freq_imp,no_sel,under_samp,no_scale",0.1941889632107024,0.09777777777777774,0.2677186971302923,0.28,0.277027027027027,0.2866666666666666,0.2818791946308724,0.28,0.6487712665406427,0,accu_dp,87842
"woe_enc,mean_imp,no_scale,no_samp,k_best_sel",0.13833567087424026,0.0849858921823747,0.25718436473148854,0.241,0.20912547528517111,0.10857142857142854,0.16185359301544666,0.3292857142857143,0.8337079914577948,0,accu_dp,87842
"target_enc,most_freq_imp,under_samp,max_abs_scale,k_best_sel",0.17664076601082968,0.15775341239650925,0.2687577834037622,0.2816666666666666,0.273356401384083,0.30000000000000004,0.2869269949066213,0.28166666666666673,0.6716087577344121,0,accu_dp,87842
