pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,acc_dp_reps,seed
"ordinal_enc,median_imp,no_sel,under_samp,quant_scale",0.1101792239921523,0.0,0.024225789735156,0.02687789248843,0.0510135135135134,0.0,0.0261743803085456,0.0268778924884299,1.2426748417327151,0,"(0, 20)",13397
"count_enc,mean_imp,k_best_sel,over_samp,min_max_scale",0.1061627786612965,0.0,0.0213663676837485,0.026910496580434,0.0510722347629797,0.0,0.0262052989720573,0.0269104965804342,1.2325911265050304,0,"(0, 20)",13397
"onehot_enc,most_freq_imp,under_samp,quant_scale,k_best_sel",0.1026032780967797,0.0,0.0223863387783823,0.0281238875044499,0.053252443545669,0.0,0.0273545706371191,0.02812388750445,1.2230763312715454,0,"(0, 20)",13397
"woe_enc,mean_imp,min_max_scale,no_sel,no_samp",0.1044327247514843,0.0,0.0213663676837485,0.0293259883344134,0.0605351170568562,0.0,0.0312122779789618,0.0269104965804342,1.2512837759180453,0,"(0, 20)",13397
"onehot_enc,median_imp,min_max_scale,over_samp,k_best_sel",0.1021143844952843,0.0,0.0213663676837485,0.026910496580434,0.0510722347629797,0.0,0.0262052989720573,0.0269104965804342,1.222323750917415,0,"(0, 20)",13397
"target_enc,most_freq_imp,k_best_sel,over_samp,norm_scale",0.699416778824585,0.1624579124579124,0.7042446559737625,0.3422539399345822,0.3792396995219668,0.1891168599464763,0.2968024755028364,0.3422539399345822,-1.0,0,"(0, 20)",13397
"loo_enc,median_imp,max_abs_scale,over_samp,no_sel",0.111598538546071,0.0,0.0213663676837485,0.026910496580434,0.0510722347629797,0.0,0.0262052989720573,0.0269104965804342,1.2465932273975684,0,"(0, 20)",13397
"loo_enc,median_imp,over_samp,norm_scale,k_best_sel",0.7264804469273743,0.1404095277893857,0.7138965594896738,0.3403211418376449,0.3822884699693116,0.1620576865893547,0.2888328075709778,0.3403211418376449,-1.0,0,"(0, 20)",13397
"count_enc,median_imp,max_abs_scale,k_best_sel,over_samp",0.1048106399687653,0.0,0.0213663676837485,0.026910496580434,0.0510722347629797,0.0,0.0262052989720573,0.0269104965804342,1.2291468142174262,0,"(0, 20)",13397
"ordinal_enc,mean_imp,no_samp,k_best_sel,min_max_scale",0.1044327247514843,0.0,0.0213663676837485,0.0293259883344134,0.0605351170568562,0.0,0.0312122779789618,0.0269104965804342,1.2512837759180453,0,"(0, 20)",13397
"loo_enc,most_freq_imp,over_samp,norm_scale,k_best_sel",0.7264804469273743,0.1424989552862515,0.7183875239702093,0.3443354148082069,0.3853733304138383,0.1653285756764793,0.2920554854981084,0.3443354148082069,-1.0,1,"(0, 20)",13397
"target_enc,median_imp,k_best_sel,over_samp,norm_scale",0.6931181349473212,0.1727616645649432,0.7126271784938577,0.3446327683615819,0.3799126637554585,0.1977401129943502,0.3004926108374384,0.3446327683615819,-1.0,1,"(0, 20)",13397
"count_enc,median_imp,max_abs_scale,k_best_sel,over_samp",0.1065012344994035,0.0,0.0213663676837485,0.026910496580434,0.0510722347629797,0.0,0.0262052989720573,0.0269104965804342,1.2334556643730863,1,"(0, 20)",13397
"woe_enc,mean_imp,min_max_scale,no_sel,no_samp",0.1044327247514843,0.0,0.0213663676837485,0.0293259883344134,0.0605351170568562,0.0,0.0312122779789618,0.0269104965804342,1.2512837759180453,1,"(0, 20)",13397
"loo_enc,median_imp,over_samp,norm_scale,k_best_sel",0.7225835389100695,0.1442995372318048,0.7149047245516895,0.3412132024977699,0.3826373626373626,0.1647338685697293,0.2900290660937696,0.3412132024977699,-1.0,1,"(0, 20)",13397
"ordinal_enc,mean_imp,no_samp,k_best_sel,min_max_scale",0.1044327247514843,0.0,0.0213663676837485,0.0293259883344134,0.0605351170568562,0.0,0.0312122779789618,0.0269104965804342,1.2512837759180453,1,"(0, 20)",13397
"onehot_enc,most_freq_imp,under_samp,quant_scale,k_best_sel",0.1010147156158712,0.0,0.0207179013796836,0.0281238875044499,0.053252443545669,0.0,0.0273545706371191,0.02812388750445,1.2191367621021725,1,"(0, 20)",13397
