pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,acc_dp_reps,seed
"ordinal_enc,most_freq_imp,max_abs_scale,no_samp,no_sel",0.1622225496377099,0.2782419703970896,0.3474577786526031,0.1848223334664168,0.2902186421173762,0.6066828210687412,0.4938453963564746,0.3288470739647913,0.1329827430449594,0,"(0, 20)",7332
"ordinal_enc,mean_imp,max_abs_scale,no_sel,over_samp",0.4497528457108127,0.4041348584933402,0.676563429102816,0.2454692556634304,0.2436858399869643,0.2489482200647249,0.2463262157993019,0.2454692556634304,0.2715495015550361,0,"(0, 20)",7332
"ordinal_enc,most_freq_imp,no_sel,no_samp,max_abs_scale",0.1622225496377099,0.2782419703970896,0.3474577786526031,0.1848223334664168,0.2902186421173762,0.6066828210687412,0.4938453963564746,0.3288470739647913,0.1329827430449594,0,"(0, 20)",7332
"onehot_enc,most_freq_imp,no_sel,under_samp,norm_scale",0.1828859060402684,0.5504664970313825,0.6283148097610851,0.2659737278408366,0.2424199887703537,0.3116949368702971,0.2787170063481456,0.2659737278408366,-1.0,0,"(0, 20)",7332
"woe_enc,mean_imp,over_samp,no_scale,k_best_sel",0.4159342014073995,0.222138416906703,0.4823391659003338,0.1924959546925566,0.2120098503504451,0.1586165048543689,0.186188007434217,0.1924959546925566,0.3557429546844478,0,"(0, 20)",7332
"onehot_enc,most_freq_imp,k_best_sel,quant_scale,over_samp",0.4301185825736554,0.2865700061856746,0.5537745976198373,0.2111448220064724,0.2238251788822278,0.1881877022653721,0.2064063272367771,0.2111448220064725,0.326204051306259,0,"(0, 20)",7332
"target_enc,most_freq_imp,no_scale,under_samp,no_sel",0.4192749405923196,0.2292161765143997,0.488838952026867,0.1948093355439357,0.2083130180399804,0.1716617778344599,0.1904019943907758,0.1948093355439356,0.3426973784355749,0,"(0, 20)",7332
"count_enc,mean_imp,max_abs_scale,under_samp,k_best_sel",0.459663786183514,0.4085881745720732,0.6718793242264385,0.221209029460528,0.2254458678723938,0.2134931768907026,0.2195152819084983,0.221209029460528,0.2718021411862772,0,"(0, 20)",7332
"loo_enc,median_imp,over_samp,no_sel,min_max_scale",0.4071461794950826,0.21095531136476,0.4661991378568703,0.1919498381877022,0.2071604368558683,0.1659789644012944,0.1870909234287517,0.1919498381877021,0.359742674597929,0,"(0, 20)",7332
"target_enc,mean_imp,no_sel,under_samp,quant_scale",0.3910374572299077,0.2114585808029997,0.4590320325416933,0.2063512307103685,0.2183486238532109,0.1850529269225864,0.2020479520479519,0.2063512307103685,0.373895214499117,0,"(0, 20)",7332
