pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,dp_acc_reps,seed
"target_enc,mean_imp,k_best_sel,under_samp,min_max_scale",0.4384890991555172,0.254090076794214,0.5392328059286173,0.2004208646856268,0.21982347328244278,0.16579517918632825,0.19371340523882896,0.2004208646856267,0.3297775516995686,0,"(0, 20)",28658
"loo_enc,most_freq_imp,min_max_scale,k_best_sel,no_samp",0.1870267710591845,0.2047465032138273,0.28846595874459086,0.16381560762875835,0.28165824769203973,0.47404667771967857,0.3927256663230747,0.269729649539451,0.2147758494451579,0,"(0, 20)",28658
"woe_enc,median_imp,no_samp,max_abs_scale,k_best_sel",0.19101414490296956,0.21165859358548444,0.29741703012854054,0.16289426000429963,0.2829026185178847,0.46562938400714193,0.38760596316866414,0.26624915802298843,0.2127485875854536,0,"(0, 20)",28658
"onehot_enc,most_freq_imp,min_max_scale,no_sel,no_samp",0.18460051293546587,0.16114078837374463,0.24047856280149135,0.15764257854488495,0.2814719173660426,0.4322152786634358,0.3656764265868776,0.25138272023786656,0.26557510007964197,0,"(0, 20)",28658
"woe_enc,most_freq_imp,min_max_scale,under_samp,no_sel",0.43755638298483623,0.25740690238892416,0.5370466714978823,0.19761510011478123,0.21987240075614367,0.1578880244866726,0.19006439742410308,0.19761510011478134,0.3358966029228686,0,"(0, 20)",28658
"loo_enc,mean_imp,no_sel,max_abs_scale,no_samp",0.19105898084657744,0.20777037564972328,0.2937195669597741,0.1621571819047326,0.28099880280485723,0.46384389746205845,0.3857393337229691,0.2651541493782784,0.21301036055823774,0,"(0, 20)",28658
"loo_enc,mean_imp,quant_scale,over_samp,k_best_sel",0.411367874773378,0.23268559684262607,0.4843175424662707,0.20307443365695788,0.21684283620091038,0.17876213592233015,0.1982544133328068,0.203074433656958,0.35105469748355245,0,"(0, 20)",28658
"target_enc,median_imp,no_samp,no_scale,k_best_sel",0.1803374723886983,0.1747528613540929,0.2544019078669414,0.1616043733300574,0.2735733099209833,0.47238872592781533,0.3887411347517731,0.26770730794772635,0.2311575966836753,0,"(0, 20)",28658
"woe_enc,median_imp,k_best_sel,no_samp,quant_scale",0.19919662152664705,0.19863408202535665,0.29467089262329454,0.16627253462731484,0.3056845476381105,0.4470093100369851,0.3843532585545931,0.262117114565418,0.226982300433546,0,"(0, 20)",28658
"target_enc,median_imp,k_best_sel,under_samp,no_scale",0.4044894997118129,0.2207416692957335,0.4674354206805911,0.19193980359648,0.2061077990023117,0.16783573523785233,0.18742216687422164,0.1919398035964801,0.3600082196661037,0,"(0, 20)",28658
"loo_enc,median_imp,no_sel,max_abs_scale,no_samp",0.1908743537337374,0.2119136067002627,0.2968788121486599,0.16206504714228676,0.28070475538829964,0.4637163627088382,0.38554833053262216,0.26504992892723467,0.21347349321896036,1,"(0, 20)",28658
"woe_enc,mean_imp,no_samp,max_abs_scale,k_best_sel",0.19161603218814274,0.21540396343598284,0.3010403941121721,0.16252572095451612,0.2818010614620784,0.4649917102410407,0.38678555766700773,0.26578873537941994,0.21071581448400178,1,"(0, 20)",28658
"target_enc,median_imp,no_samp,min_max_scale,k_best_sel",0.18914417118459564,0.20909229335853163,0.2945787665300314,0.16412272350357793,0.2835846767204021,0.47289886494069633,0.39265246142542254,0.2695400473570795,0.21105446207650483,1,"(0, 20)",28658
