pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,acc_dp_reps,seed
"woe_enc,most_freq_imp,no_sel,no_samp,quant_scale",0.1044327247514843,0.0,0.0213663676837485,0.0293259883344134,0.0605351170568562,0.0,0.0312122779789618,0.0269104965804342,1.2512837759180453,0,"(0, 20)",25204
"loo_enc,mean_imp,k_best_sel,under_samp,no_scale",0.104519104368252,0.0,0.0191856993100129,0.0259878960484157,0.0494077834179357,0.0,0.0253296321998611,0.0259878960484157,1.2288545475993864,0,"(0, 20)",25204
"target_enc,mean_imp,k_best_sel,under_samp,quant_scale",0.1090340930990779,0.0,0.0267329973864837,0.02687789248843,0.0510135135135134,0.0,0.0261743803085456,0.0268778924884299,1.239824408951104,0,"(0, 20)",25204
"count_enc,median_imp,no_samp,quant_scale,no_sel",0.1044327247514843,0.0,0.0213663676837485,0.0293259883344134,0.0605351170568562,0.0,0.0312122779789618,0.0269104965804342,1.2512837759180453,0,"(0, 20)",25204
"onehot_enc,mean_imp,norm_scale,under_samp,k_best_sel",0.7220730397422127,0.1721187720181177,0.7731550414481696,0.3762904948380207,0.4106913389874068,0.183695265218939,0.3155223880597015,0.3762904948380206,-1.0,0,"(0, 20)",25204
"woe_enc,mean_imp,no_sel,under_samp,max_abs_scale",0.1140455067410476,0.0,0.0222444227767032,0.02687789248843,0.0510135135135134,0.0,0.0261743803085456,0.0268778924884299,1.252454083628855,0,"(0, 20)",25204
"loo_enc,most_freq_imp,under_samp,k_best_sel,quant_scale",0.1015100426865132,0.0,0.0183184735323254,0.0263438946244215,0.050050727088265,0.0,0.0256677072493929,0.0263438946244214,1.221188741973961,0,"(0, 20)",25204
"onehot_enc,median_imp,over_samp,min_max_scale,k_best_sel",0.1061627786612965,0.0,0.0213663676837485,0.026910496580434,0.0510722347629797,0.0,0.0262052989720573,0.0269104965804342,1.2325911265050304,0,"(0, 20)",25204
"count_enc,median_imp,no_scale,no_sel,no_samp",0.1046624752968496,0.0007132737489545,0.022079641432703,0.029650032404407,0.0605756358768406,0.0007119971520114,0.0315680524409177,0.0272664951564398,1.2521250693577033,0,"(0, 20)",25204
"target_enc,median_imp,no_samp,no_sel,quant_scale",0.1044327247514843,0.0,0.0213663676837485,0.0293259883344134,0.0605351170568562,0.0,0.0312122779789618,0.0269104965804342,1.2512837759180453,0,"(0, 20)",25204
