pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,acc_dp_reps,seed
"count_enc,most_freq_imp,norm_scale,k_best_sel,under_samp",0.1646471846044191,0.6564885496183206,0.7515380545688156,0.2976661140160693,0.2802935881456861,0.3372018875143476,0.3099190014606293,0.2976661140160693,-1.0,0,"(0, 20)",12281
"count_enc,median_imp,under_samp,min_max_scale,no_sel",0.4466417293709269,0.3707818118993728,0.645112886969516,0.2290524167835735,0.2333375172586921,0.2210177273306975,0.2272267206477732,0.2290524167835735,0.2867461832131127,0,"(0, 20)",12281
"count_enc,mean_imp,k_best_sel,max_abs_scale,no_samp",0.1895750018672766,0.3029373742281174,0.3876721854073611,0.1753631645219741,0.2898836521396174,0.5407473536538707,0.4422242874845106,0.3001066865356733,0.13217661960337,0,"(0, 20)",12281
"woe_enc,mean_imp,no_samp,no_sel,min_max_scale",0.1940826098532812,0.2131362182535408,0.2998786406582505,0.1604066214182611,0.2791835357624831,0.4550439994898609,0.3793303798387683,0.2609969188387816,0.2118784814194933,0,"(0, 20)",12281
"woe_enc,median_imp,max_abs_scale,k_best_sel,over_samp",0.4203015291404936,0.2332220143078764,0.4987593208682085,0.1929004854368932,0.2137551374382564,0.156472491909385,0.1861204894518061,0.1929004854368932,0.35324306004841,0,"(0, 20)",12281
"woe_enc,most_freq_imp,no_sel,under_samp,norm_scale",0.2909305064782096,0.2765055131467345,0.4010978158212289,0.2180844280066318,0.257700317877891,0.1363346511924499,0.2016033954256071,0.2180844280066317,-1.0,0,"(0, 20)",12281
"target_enc,most_freq_imp,k_best_sel,no_samp,max_abs_scale",0.1869349858366053,0.2050467133609302,0.2885017585268075,0.1636313381038665,0.2810594180170761,0.473791608213238,0.392341678939617,0.2695212086373634,0.2148586466114821,0,"(0, 20)",12281
"target_enc,most_freq_imp,quant_scale,k_best_sel,no_samp",0.20142588356059,0.2195600533605075,0.3131639137077297,0.1634163569914929,0.2973624959794145,0.4428006631807167,0.3784764207980653,0.2587991989042741,0.2180527342267492,0,"(0, 20)",12281
"loo_enc,mean_imp,no_samp,norm_scale,no_sel",0.0,1.0,1.0,0.2408095574460244,1.0,1.0,1.0,0.5,1.0,0,"(0, 20)",12281
"onehot_enc,most_freq_imp,norm_scale,under_samp,k_best_sel",0.1973933649289099,0.6072943172179813,0.7289648203419536,0.3278280831526591,0.3012952605239918,0.3945925264634613,0.3512811752647763,0.3278280831526591,-1.0,0,"(0, 20)",12281
"target_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0531984031194875,0.7854113655640373,0.8187724998426028,0.2231196830564171,0.3816762530813475,0.8080601964035199,0.7070559610705596,0.4228205512761935,-1.0,1,"(0, 20)",12281
"loo_enc,mean_imp,no_samp,max_abs_scale,no_sel",0.1910589808465774,0.2077703756497232,0.2937195669597741,0.1621571819047326,0.2809988028048572,0.4638438974620584,0.3857393337229691,0.2651541493782784,0.2130103605582377,1,"(0, 20)",12281
"target_enc,most_freq_imp,norm_scale,k_best_sel,under_samp",0.1201504820126969,0.7107718405428329,0.766074377953373,0.390383879607193,0.2421242124212421,0.6778472133656421,0.5478790048326472,0.390383879607193,-1.0,1,"(0, 20)",12281
"count_enc,most_freq_imp,k_best_sel,no_samp,max_abs_scale",0.1881170049828272,0.3076665115962854,0.3906165528125466,0.1756088572218298,0.288081453383909,0.5452110700165795,0.4449805447470817,0.3017924282121733,0.1293395202685205,1,"(0, 20)",12281
"woe_enc,mean_imp,no_sel,no_samp,min_max_scale",0.1940826098532812,0.2131362182535408,0.2998786406582505,0.1604066214182611,0.2791835357624831,0.4550439994898609,0.3793303798387683,0.2609969188387816,0.2118784814194933,1,"(0, 20)",12281
"woe_enc,most_freq_imp,under_samp,no_sel,norm_scale",0.286843997124371,0.273960983884648,0.3878554394624703,0.2180844280066318,0.2566332709457227,0.138885346256855,0.2020798865516426,0.2180844280066318,-1.0,1,"(0, 20)",12281
"target_enc,most_freq_imp,quant_scale,k_best_sel,no_samp",0.20142588356059,0.2195600533605075,0.3131639137077297,0.1634163569914929,0.2973624959794145,0.4428006631807167,0.3784764207980653,0.2587991989042741,0.2180527342267492,1,"(0, 20)",12281
"count_enc,most_freq_imp,norm_scale,k_best_sel,under_samp",0.1517985611510791,0.6726039016115352,0.7551849781745575,0.300025506950644,0.2827050997782705,0.339880117331973,0.3124792455336388,0.3000255069506441,-1.0,1,"(0, 20)",12281
"onehot_enc,most_freq_imp,norm_scale,under_samp,k_best_sel",0.194681861348528,0.6039016115351993,0.7202880276248794,0.3271266420099477,0.3027789902517096,0.3888534625685499,0.3486475465543021,0.3271266420099477,-1.0,1,"(0, 20)",12281
"loo_enc,mean_imp,no_samp,norm_scale,no_sel",0.0,1.0,1.0,0.2408095574460244,1.0,1.0,1.0,0.5,1.0,1,"(0, 20)",12281
"target_enc,most_freq_imp,k_best_sel,no_samp,norm_scale",0.0531984031194875,0.7854113655640373,0.8187724998426028,0.2231196830564171,0.3816762530813475,0.8080601964035199,0.7070559610705596,0.4228205512761935,-1.0,2,"(0, 20)",12281
"onehot_enc,most_freq_imp,norm_scale,under_samp,k_best_sel",0.1917583704050573,0.6132315521628499,0.7306312934306377,0.3246397143221528,0.3007823819182845,0.3845172809590613,0.3453164213525062,0.3246397143221526,-1.0,2,"(0, 20)",12281
