pipe,dp,eo,eqOdds,accu,precision,recall,f1,roc_auc,dpr,gen,reps,seed
"ordinal_enc,median_imp,k_best_sel,no_scale,over_samp",0.8136180919942311,0.6709830130882762,1.4717902305621604,0.22040072859744986,0.21937842778793415,0.2222222222222222,0.22080291970802912,0.22040072859744997,0.16266658245436746,0,accu_dp,71483
"woe_enc,median_imp,no_samp,no_sel,quant_scale",0.8762101358884633,0.7907626885065165,1.5697275508047122,0.19191919191919193,0.23529411764705888,0.2777777777777778,0.25714285714285723,0.20810564663023667,0.05777403195555661,0,accu_dp,71483
"target_enc,most_freq_imp,no_sel,over_samp,norm_scale",0.3333333333333333,0.4269005847953216,0.6726270805218173,0.3342440801457195,0.31275720164609055,0.3916211293260473,0.3545893719806763,0.3342440801457194,-1.0,0,accu_dp,71483
"onehot_enc,mean_imp,norm_scale,no_sel,under_samp",0.3333333333333333,0.42201834862385323,0.6633976589686809,0.3362573099415205,0.3145695364238411,0.39473684210526316,0.3571428571428572,0.3362573099415205,-1.0,0,accu_dp,71483
"onehot_enc,most_freq_imp,k_best_sel,over_samp,max_abs_scale",0.8591549295774648,0.7368421052631579,1.6406882591093117,0.2295081967213115,0.2295081967213115,0.2295081967213115,0.2295081967213115,0.2295081967213115,0.14084507042253522,0,accu_dp,71483
"loo_enc,mean_imp,quant_scale,no_sel,no_samp",0.8663745046308051,0.7681222191597432,1.5347414024455932,0.18967452300785637,0.2321981424148607,0.2748538011695907,0.25413533834586466,0.20573291151375717,0.061925536365266244,0,accu_dp,71483
"ordinal_enc,median_imp,norm_scale,under_samp,k_best_sel",0.3092269326683292,0.47706422018348627,0.7065162749780068,0.3406432748538012,0.31399317406143346,0.4122807017543859,0.36692913385826775,0.3406432748538012,-1.0,0,accu_dp,71483
"onehot_enc,mean_imp,no_scale,no_sel,under_samp",0.8052592408831556,0.6293262983816986,1.37074043979584,0.19590643274853803,0.18484848484848482,0.21345029239766078,0.19940476190476186,0.19590643274853792,0.16156528477334367,0,accu_dp,71483
"ordinal_enc,most_freq_imp,no_sel,under_samp,max_abs_scale",0.8799089658092516,0.7755246682679057,1.6664489560717644,0.22368421052631582,0.2074303405572755,0.2514619883040936,0.23007518796992477,0.22368421052631582,0.11062964746161665,0,accu_dp,71483
"woe_enc,median_imp,no_samp,k_best_sel,no_scale",0.8293722195851594,0.7222506595267157,1.4202563575324136,0.18967452300785637,0.24024024024024027,0.26023391812865493,0.25037037037037035,0.20297670405521995,0.08943050017573415,0,accu_dp,71483
"woe_enc,median_imp,over_samp,k_best_sel,no_scale",0.8067369923049483,0.6069128787878787,1.393712498920832,0.19672131147540983,0.20214669051878353,0.1876138433515483,0.19494584837545126,0.19672131147540983,0.17189249134260273,1,accu_dp,71483
"onehot_enc,most_freq_imp,k_best_sel,no_samp,max_abs_scale",0.9670710571923744,0.8990825688073395,1.8819885517133224,0.2098765432098766,0.26726726726726724,0.2865497076023392,0.27703703703703697,0.22433132010353773,0.03292894280762565,1,accu_dp,71483
"ordinal_enc,mean_imp,k_best_sel,no_scale,over_samp",0.8261639874785364,0.697223588734473,1.5023043104818614,0.2213114754098361,0.21771217712177127,0.22768670309653916,0.2227314390467462,0.22131147540983598,0.15345977067782263,1,accu_dp,71483
"onehot_enc,median_imp,no_scale,no_sel,under_samp",0.7794908062234794,0.6201519864550931,1.255420648553903,0.19298245614035092,0.18181818181818177,0.21052631578947367,0.1964285714285714,0.1929824561403508,0.17326732673267328,1,accu_dp,71483
"onehot_enc,mean_imp,no_sel,under_samp,no_scale",0.7653657375994642,0.5791628932551088,1.2301217973646978,0.19298245614035092,0.1875,0.20175438596491224,0.19469026548672563,0.19298245614035092,0.1857199107494422,1,accu_dp,71483
"target_enc,most_freq_imp,norm_scale,no_sel,over_samp",0.3238993710691824,0.4583333333333333,0.704059829059829,0.3451730418943534,0.32067510548523204,0.4134790528233151,0.3704789833822092,0.3451730418943534,-1.0,1,accu_dp,71483
"onehot_enc,mean_imp,norm_scale,no_sel,under_samp",0.3224181360201511,0.46788990825688076,0.7109454638124363,0.3450292397660819,0.32094594594594594,0.4122807017543859,0.3699059561128526,0.3450292397660819,-1.0,1,accu_dp,71483
"onehot_enc,mean_imp,no_scale,no_sel,under_samp",0.7868578255675029,0.5975115171083198,1.2990391316794128,0.1915204678362573,0.18126888217522663,0.20760233918128657,0.19465081723625577,0.19152046783625742,0.17157232704402517,1,accu_dp,71483
"target_enc,most_freq_imp,no_sel,over_samp,norm_scale",0.3204334365325077,0.4550561797752809,0.6900989148180159,0.34426229508196726,0.3153347732181425,0.42258652094717664,0.3735177865612648,0.34426229508196715,-1.0,1,accu_dp,71483
"loo_enc,mean_imp,quant_scale,no_sel,no_samp",0.8663745046308051,0.7681222191597432,1.5347414024455932,0.18967452300785637,0.2321981424148607,0.2748538011695907,0.25413533834586466,0.20573291151375717,0.061925536365266244,1,accu_dp,71483
"onehot_enc,median_imp,norm_scale,no_sel,under_samp",0.3241206030150754,0.44036697247706424,0.6756610901241231,0.33333333333333337,0.30612244897959184,0.4035087719298246,0.3584905660377359,0.33333333333333326,-1.0,2,accu_dp,71483
"onehot_enc,mean_imp,no_scale,no_sel,under_samp",0.767764113832087,0.546757491042249,1.1460840903688483,0.16666666666666663,0.15243902439024393,0.1871345029239766,0.17014925373134338,0.16666666666666663,0.1790829859795377,2,accu_dp,71483
"onehot_enc,median_imp,no_scale,no_sel,over_samp",0.7534506984048268,0.5748689238425309,1.209246891553832,0.1994535519125683,0.19216417910447758,0.21129326047358832,0.20184331797235022,0.19945355191256842,0.1958362738179252,2,accu_dp,71483
"target_enc,most_freq_imp,norm_scale,no_sel,under_samp",0.31909547738693467,0.44036697247706424,0.6687406748992095,0.33479532163742687,0.3044982698961938,0.4122807017543859,0.3629160063391441,0.33479532163742687,-1.0,2,accu_dp,71483
"onehot_enc,most_freq_imp,no_sel,no_samp,max_abs_scale",0.8481548532382519,0.7394180415009647,1.4196174717003949,0.1717171717171717,0.20923076923076922,0.2485380116959064,0.2293853073463269,0.18619978909021184,0.07205357520274881,2,accu_dp,71483
"onehot_enc,mean_imp,k_best_sel,under_samp,no_scale",0.827930174563591,0.6880733944954128,1.5682103807967827,0.23391812865497075,0.2414772727272727,0.2192982456140351,0.2305475504322767,0.23391812865497075,0.17206982543640897,2,accu_dp,71483
"onehot_enc,median_imp,no_scale,no_sel,under_samp",0.77679476221108,0.5975115171083198,1.242169051354895,0.1885964912280702,0.17629179331306988,0.20760233918128657,0.1922503725782413,0.1885964912280702,0.170441819978356,2,accu_dp,71483
"onehot_enc,mean_imp,no_sel,under_samp,no_scale",0.7785920536427386,0.6250344528881364,1.2824418602955436,0.20175438596491224,0.19277108433734935,0.216374269005848,0.20474777448071202,0.20175438596491224,0.16930884983098143,2,accu_dp,71483
"loo_enc,mean_imp,quant_scale,no_sel,no_samp",0.8663745046308051,0.7681222191597432,1.5347414024455932,0.18967452300785637,0.2321981424148607,0.2748538011695907,0.25413533834586466,0.20573291151375717,0.061925536365266244,2,accu_dp,71483
"woe_enc,median_imp,over_samp,k_best_sel,no_scale",0.7771018893271693,0.5559565151743923,1.3175899434744873,0.1994535519125683,0.20848056537102477,0.1839708561020036,0.19641255605381158,0.1994535519125682,0.2016561455887168,2,accu_dp,71483
"onehot_enc,mean_imp,max_abs_scale,no_sel,under_samp",0.8046744870113761,0.6195613655156121,1.4262953722496188,0.20614035087719296,0.20869565217391306,0.20175438596491224,0.205240174672489,0.20614035087719296,0.18058788502138257,3,accu_dp,71483
"onehot_enc,most_freq_imp,no_sel,no_samp,no_scale",0.8198180794577709,0.6990195692404615,1.354052807607033,0.17732884399551063,0.2212121212121212,0.2485380116959064,0.23511904761904756,0.19075352315214256,0.09037852667936384,3,accu_dp,71483
"onehot_enc,mean_imp,no_scale,no_sel,under_samp",0.7855374823196605,0.5742804268220656,1.2511646677164037,0.17836257309941517,0.16666666666666663,0.19590643274853803,0.18154761904761896,0.17836257309941517,0.1699981318886606,3,accu_dp,71483
"onehot_enc,most_freq_imp,no_sel,no_samp,max_abs_scale",0.8481548532382519,0.7394180415009647,1.4196174717003949,0.1717171717171717,0.20923076923076922,0.2485380116959064,0.2293853073463269,0.18619978909021184,0.07205357520274881,3,accu_dp,71483
"onehot_enc,median_imp,no_scale,no_sel,over_samp",0.7622103045393602,0.5808250060931026,1.2318221570902534,0.19672131147540983,0.1899441340782123,0.20765027322404372,0.19889502762430944,0.19672131147540983,0.18578005115089516,3,accu_dp,71483
